species,life_form,source,notes_1,notes_2
"Solms-laubachia baiogoinensis (K.C.Kuan & Z.X.An) J.P.Yue, Al-Shehbaz & H.Sun",perennial,https://en.wikipedia.org/wiki/Solms-laubachia,manually_curated,"""perennial herbs"""
Solms-laubachia lanata Botsch.,perennial,,,
Solms-laubachia platycarpa (Hook.f. & Thomson) Botsch.,perennial,https://en.wikipedia.org/wiki/Solms-laubachia,manually_curated,"""perennial herbs"""
"Solms-laubachia prolifera (Maxim.) J.P.Yue, Al-Shehbaz & H.Sun",perennial,https://en.wikipedia.org/wiki/Solms-laubachia,manually_curated,"""perennial herbs"""
Solms-laubachia minor Hand.-Mazz.,perennial,,,
Solms-laubachia xerophyta (W.W.Sm.) H.F.Comber,perennial,https://en.wikipedia.org/wiki/Solms-laubachia,manually_curated,"""perennial herbs"""
"Solms-laubachia zhongdianensis J.P.Yue, Al-Shehbaz & H.Sun",perennial,https://en.wikipedia.org/wiki/Solms-laubachia,manually_curated,"""perennial herbs"""
Solms-laubachia pulcherrima Muschl. ex Diels,perennial,,,
Solms-laubachia eurycarpa (Maxim.) Botsch.,perennial,https://en.wikipedia.org/wiki/Solms-laubachia,manually_curated,"""perennial herbs"""
Solms-laubachia linearifolia (W.W.Sm.) O.E.Schulz,perennial,https://en.wikipedia.org/wiki/Solms-laubachia,manually_curated,"""perennial herbs"""
Solms-laubachia retropilosa Botsch.,perennial,,,
Solms-laubachia villosa (Maxim.) D.A.German & Al-Shehbaz,perennial,https://en.wikipedia.org/wiki/Solms-laubachia,manually_curated,"""perennial herbs"""
Solms-laubachia kashgarica (Botsch.) D.A.German & Al-Shehbaz,perennial,https://en.wikipedia.org/wiki/Solms-laubachia,manually_curated,"""perennial herbs"""
Pycnoplinthus uniflora (Hook.f. & Thomson) O.E.Schulz O.E.Schulz (Hook.f. & Thomson),perennial,,,
"Sisymbriopsis yechengnica (C.H.An) Al-Shehbaz, C.H.An & G.Yang Al-Shehbaz, C.H.An & G.Yang (C.H.An)",perennial,https://en.wikipedia.org/wiki/Solms-laubachia,manually_curated,"""perennial herbs"""
Christolea crassifolia Cambess.,perennial,,,
Octoceras lehmannianum Bunge,annual,,,
Tetracme secunda Boiss.,annual,,,
Neotorularia tetracmoides (Boiss. & Hausskn.) Hedge & J.Léonard Hedge & J.Léonard (Boiss. & Hausskn.),annual,,,
Tetracme contorta Boiss.,annual,,,
Tetracme quadricornis (Stephan) Bunge Bunge (Stephan),annual,,,
Cymatocarpus pilosissimus (Trautv.) O.E.Schulz O.E.Schulz (Trautv.),annual,,,
Catenulina hedysaroides (Botsch.) Soják Soják (Botsch.),annual,http://flora.huh.harvard.edu/Brassicaceae/intkey/WWW/Genera.htm,manually_curated,"""annual or biennial"""
Atelanthera perpusilla Hook.f. & Thomson,annual,,,
Cryptospora falcata Kar. & Kir.,annual,,,
Neotorularia dentata (Freyn & Sint.) Hedge & J.Léonard Hedge & J.Léonard (Freyn & Sint.),annual,http://flora.huh.harvard.edu/Brassicaceae/intkey/WWW/Genera.htm,manually_curated,"""annual or biennial"""
Braya siliquosa Bunge,perennial,,,
Braya humilis (C.A.Mey.) Rob. Rob. (C.A.Mey.),annual,,,
Braya linearis Rouy,perennial,,,
Braya alpina Sternb. & Hoppe,perennial,,,
Braya gamosepala (Hedge) Al-Shehbaz & S.I.Warwick Al-Shehbaz & S.I.Warwick (Hedge),perennial,,,
Braya parvia (C.H.An) Al-Shehbaz & D.A.German Al-Shehbaz & D.A.German (C.H.An),perennial,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=104570,manually_curated,
Braya longii Fernald,perennial,,,
Braya fernaldii Abbe,perennial,,,
Braya glabella Richardson,perennial,,,
Braya rosea (Turcz.) Bunge Bunge (Turcz.),perennial,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=104570,manually_curated,
Braya scharnhorsti Regel & Schmalh.,perennial,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=104570,manually_curated,
Braya Sternb. & Hoppe_indet_sp1,perennial,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=104570,manually_curated,
Braya forrestii W.W.Sm.,perennial,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=104570,manually_curated,
"Shangrilaia nana Al-Shehbaz, J.P.Yue & H.Sun",perennial,http://flora.huh.harvard.edu/Brassicaceae/intkey/WWW/Genera.htm,manually_curated,
Lepidostemon glaricola (H.Hara) Al-Shehbaz Al-Shehbaz (H.Hara),perennial,,,
Pycnoplinthopsis bhutanica Jafri,perennial,,,
Dilophia salsa Thomson,annual,,,
Lachnoloma lehmannii Bunge,annual,,,
Spryginia winkleri (Regel) Popov Popov (Regel),annual,,,
Spryginia falcata Botsch.,annual,,,
Neotorularia contortuplicata (Stephan) Hedge & J.Léonard Hedge & J.Léonard (Stephan),annual,,,
Neotorularia torulosa (Desf.) Hedge & J.Léonard Hedge & J.Léonard (Desf.),annual,,,
Streptoloma desertorum Bunge,annual,,,
Strigosella brevipes (Bunge) Botsch. Botsch. (Bunge),annual,,,
Strigosella scorpioides (Bunge) Botsch. Botsch. (Bunge),annual,,,
Strigosella africana (L.) Botsch. Botsch. (L.),annual,,,
Leptaleum filifolium (Willd.) DC. DC. (Willd.),annual,,,
Neotorularia korolkowii (Regel & Schmalh.) Hedge & J.Léonard Hedge & J.Léonard (Regel & Schmalh.),annual,http://flora.huh.harvard.edu/Brassicaceae/intkey/WWW/Genera.htm,manually_curated,"""annual or biennial"""
Euclidium syriacum (L.) R.Br. R.Br. (L.),annual,,,
Dichasianthus subtilissimus (Popov) Ovcz. & Junussov Ovcz. & Junussov (Popov),annual,,,
Leiospora eriocalyx (Regel & Schmalh.) F.Dvorák F.Dvorák (Regel & Schmalh.),perennial,http://flora.huh.harvard.edu/Brassicaceae/intkey/WWW/Genera.htm,manually_curated,
Leiospora pamirica (Botsch. & Vved.) Botsch. & Pachom. Botsch. & Pachom. (Botsch. & Vved.),perennial,,,
Leiospora exscapa (Ledeb.) F.Dvorák F.Dvorák (Ledeb.),perennial,http://flora.huh.harvard.edu/Brassicaceae/intkey/WWW/Genera.htm,manually_curated,
Leiospora beketovii (Krasn.) D.A.German & Al-Shehbaz D.A.German & Al-Shehbaz (Krasn.),perennial,,,
Leiospora saposhnikovii (A.N.Vassiljeva) D.A.German & Al-Shehbaz D.A.German & Al-Shehbaz (A.N.Vassiljeva),perennial,http://flora.huh.harvard.edu/Brassicaceae/intkey/WWW/Genera.htm,manually_curated,
