"species","n_bio_13","mean_bio_13","sd_bio_13","se_bio_13","within_sp_var_bio_13"
"Ptilimnium costatum (Elliott) Raf.","18","4.887735","0.09078","0.021397","0.01241"
"Primula capitata Hook.","11","4.982064","0.734873","0.221573","0.020308"
"Lupinus polyphyllus Lindl.","98","4.744053","0.620636","0.062694","0.002279"
"Chaerophyllum andicola (Kunth) K.F.Chung","14","5.195406","0.448517","0.119871","0.015956"
"Hedyotis acutangula Champ. ex Benth.","12","5.717352","0.180948","0.052235","0.018615"
"Aristida rhiniochloa Hochst.","30","4.578703","0.443838","0.081033","0.007446"
"Microcos coriacea (Mast.) Burret","12","5.988592","0.242193","0.069915","0.018615"
"Chusquea liebmannii E.Fourn.","19","5.617181","0.315033","0.072274","0.011757"
"Setaria cernua Kunth","4","4.781727","0.285655","0.142827","0.055846"
"Muhlenbergia palmeri Vasey","16","4.853821","0.447832","0.111958","0.013962"
"Muhlenbergia spiciformis Trin.","36","4.769244","0.597686","0.099614","0.006205"
"Solanum vestissimum Dunal","26","5.4405","0.431297","0.084584","0.008592"
"Solanum heinianum D' Arcy & R.C.Keating","6","5.171098","0.561517","0.229238","0.037231"
"Onuris graminifolia Phil.","18","4.254157","0.943192","0.222312","0.01241"
"Pennisetum clandestinum Hochst. ex Chiov.","111","5.072681","0.740601","0.070295","0.002012"
"Stipa humilis Cav.","10","3.777786","0.469385","0.148433","0.022338"
"Apeiba petoumo Aubl.","18","5.886049","0.229915","0.054191","0.01241"
"Aeschynanthus micranthus C.B.Clarke","4","6.133854","0.476425","0.238212","0.055846"
"Cristaria gracilis Gay","10","2.355658","1.312911","0.415179","0.022338"
"Solanum agrimonifolium Rydb.","8","5.715509","0.776848","0.274657","0.027923"
"Panicum scoparium Lam.","28","5.125539","0.453101","0.085628","0.007978"
"Clarkia unguiculata Lindl.","29","4.753268","0.402411","0.074726","0.007703"
"Perotis patens Gand.","144","5.211736","0.374476","0.031206","0.001551"
"Streptocarpus pallidiflorus C.B.Clarke","7","5.649501","0.368239","0.139181","0.031912"
"Nicotiana tomentosiformis Goodsp.","9","5.25089","0.25635","0.08545","0.024821"
"Gilia inconspicua (Sm.) Sweet","96","3.562101","0.471482","0.04812","0.002327"
"Sorghum versicolor Andersson","69","4.980202","0.440645","0.053047","0.003237"
"Sporobolus stapfianus Gand.","54","5.126482","0.437757","0.059571","0.004137"
"Muhlenbergia expansa (Poir.) Trin.","32","5.071253","0.180094","0.031836","0.006981"
"Hypericum connatum Lam.","55","5.149384","0.21699","0.029259","0.004062"
"Cestrum dasyanthum Donn.Sm.","3","5.8783","0.446239","0.257636","0.074462"
"Croton chocoanus Croizat","9","6.042616","0.388993","0.129664","0.024821"
"Pennisetum mezianum Leeke","16","4.812731","0.448224","0.112056","0.013962"
"Pelletiera verna A.St.-Hil.","13","4.974003","0.160236","0.044441","0.017183"
"Hypericum fasciculatum Lam.","40","5.221059","0.175812","0.027798","0.005585"
"Lilaeopsis carolinensis J.M.Coult. & Rose","22","5.105938","0.196685","0.041933","0.010154"
"Cortaderia columbiana (Pilg.) Pilg.","14","5.517382","0.364982","0.097546","0.015956"
"Eriachne triodioides Domin","27","5.421655","0.484233","0.093191","0.008274"
"Leersia perrieri (A.Camus) Launert","4","5.974793","0.17816","0.08908","0.055846"
"Heracleum elgonense (H.Wolff) Bull.","5","5.234537","0.122308","0.054698","0.044677"
"Heracleum inexpectatum C.Norman","1","5.278115",NA,NA,"0.223385"
"Croton setiger Hook.","62","4.277304","0.836128","0.106188","0.003603"
"Romanschulzia costaricensis (Standl.) Rollins","2","6.07109","0.33002","0.233359","0.111692"
"Impatiens walleriana Hook.fil.","20","5.674828","0.299118","0.066885","0.011169"
"Muhlenbergia lehmanniana Henrard","9","5.870869","0.633317","0.211106","0.024821"
"Jaltomata chihuahuensis (Bitter) Mione & R.Bye","6","4.689842","0.256318","0.104641","0.037231"
"Drymonia conchocalyx Hanst.","10","6.124152","0.179821","0.056864","0.022338"
"Sinningia macropoda (Sprague) H.E.Moore","6","5.164036","0.093038","0.037983","0.037231"
"Eragrostis soratensis Jedwabn.","6","4.678156","0.380318","0.155264","0.037231"
"Pearcea abunda (Wiehler) L.P.Kvist & L.E.Skog","17","5.601466","0.421029","0.102115","0.01314"
"Anetanthus gracilis Hiern","14","5.600032","0.41022","0.109636","0.015956"
"Croton skutchii Standl.","4","6.119384","0.327811","0.163906","0.055846"
"Croton nobilis Baill.","5","5.671546","0.405661","0.181417","0.044677"
"Croton beetlei Croizat","9","5.206234","0.215496","0.071832","0.024821"
"Solanum hibernum Bohs","3","4.676617","0.213164","0.12307","0.074462"
"Lomatium scabrum (J.M.Coult. & Rose) Mathias","13","3.542589","0.223624","0.062022","0.017183"
"Lupinus sarmentosus Desr.","5","4.911888","0.245316","0.109709","0.044677"
"Paradrymonia metamorphophylla (Donn.Sm.) Wiehler","20","5.745365","0.421513","0.094253","0.011169"
"Coelorachis aurita (Steud.) A.Camus","49","5.603433","0.338716","0.048388","0.004559"
"Agathisanthemum bojeri Klotzsch","36","5.329849","0.357216","0.059536","0.006205"
"Salvia pichinchensis Benth.","5","5.401034","0.42121","0.188371","0.044677"
"Chusquea coronalis Soderstr. & C.E.Calderón","6","5.741099","0.294169","0.120094","0.037231"
"Panicum antidotale Retz.","14","4.257145","0.853803","0.228188","0.015956"
"Leptochloa obtusiflora Hochst.","18","4.969685","0.340139","0.080172","0.01241"
"Menonvillea cuneata (Gillies & Hook.) Rollins","15","3.682645","0.855385","0.220859","0.014892"
"Physalis walteri Nutt.","22","5.254993","0.172972","0.036878","0.010154"
"Hemiboea subcapitata C.B.Clarke","52","5.359451","0.343474","0.047631","0.004296"
"Cladoraphis cyperoides (Thunb.) S.M.Phillips","15","2.625975","1.257154","0.324596","0.014892"
"Croton crocodilorum Leandri","15","5.369516","0.400696","0.103459","0.014892"
"Muhlenbergia subbiflora Hitchc.","1","4.70048",NA,NA,"0.223385"
"Lupinus ramosissimus Benth.","11","5.220093","0.342978","0.103412","0.020308"
"Brachiaria mutica (Forssk.) Stapf","157","5.439768","0.512903","0.040934","0.001423"
"Paspalum arundinellum Mez","20","5.185304","0.143606","0.032111","0.011169"
"Bewsia biflora (Hack.) Gooss.","48","5.246744","0.347565","0.050167","0.004654"
"Kohautia coccinea Royle","54","5.349112","0.318592","0.043355","0.004137"
"Setaria kagerensis Mez","13","5.147928","0.268685","0.07452","0.017183"
"Hedyotis scandens Roxb.","10","5.707638","1.123011","0.355127","0.022338"
"Blepharidachne bigelovii (S.Watson) Hack.","13","3.994548","0.261658","0.072571","0.017183"
"Drymonia parviflora Hanst.","2","6.091382","0.3546","0.25074","0.111692"
"Lupinus albicaulis Douglas","38","5.062759","0.626475","0.101628","0.005879"
"Sorghum purpureosericeum (Hochst. ex A.Rich.) Schweinf. & Asch.","32","5.200535","0.378529","0.066915","0.006981"
"Abutilon angulatum (Guill. & Perr.) Mast.","63","4.862751","0.481439","0.060656","0.003546"
"Pappophorum philippianum Parodi","73","4.508732","0.595411","0.069688","0.00306"
"Sessea stipulata Ruiz & Pav.","11","5.180246","0.487818","0.147083","0.020308"
"Solanum comarapanum M.Nee","3","4.977485","0.416876","0.240683","0.074462"
"Elymus smithii (Rydb.) Gould","45","4.245755","0.445234","0.066372","0.004964"
"Streptocarpus glandulosissimus Engl.","18","5.487752","0.383209","0.090323","0.01241"
"Rhytidophyllum vernicosum Urb. & Ekman","1","4.574711",NA,NA,"0.223385"
"Dodecatheon dentatum Hook.","10","4.82358","0.707402","0.2237","0.022338"
"Salvia vazquezii Iltis & Ramamoorthy","2","5.548159","0.060568","0.042828","0.111692"
"Andropogon eucomus Nees","87","5.230366","0.44069","0.047247","0.002568"
"Calamagrostis breweri Thurb.","9","5.142391","0.629556","0.209852","0.024821"
"Croton fragrantulus Croizat","3","5.475148","0.179383","0.103567","0.074462"
"Ehrharta melicoides Thunb.","10","3.860591","0.33416","0.105671","0.022338"
"Oenothera cespitosa Nutt.","48","3.879056","0.472578","0.068211","0.004654"
"Drymonia longifolia Poepp. & Endl.","18","5.781065","0.396705","0.093504","0.01241"
"Phlox amoena Sims","25","5.00185","0.151094","0.030219","0.008935"
"Pogonarthria squarrosa (Licht.) Pilg.","124","5.103381","0.457617","0.041095","0.001801"
"Primula pulchella Franch.","15","4.912003","0.443036","0.114391","0.014892"
"Discopodium penninervium Hochst.","30","5.526023","0.379206","0.069233","0.007446"
"Jaltomata sinuosa (Miers) Mione","10","5.181467","0.366272","0.115825","0.022338"
"Salvia praeclara Epling","1","4.812184",NA,NA,"0.223385"
"Salvia exserta Griseb.","8","4.716331","1.026795","0.363027","0.027923"
"Nolana aplocaryoides (Gaudich.) I.M.Johnst.","4","0.92222","0.458145","0.229073","0.044677"
"Streptocarpus stomandrus B.L.Burtt","1","5.402677",NA,NA,"0.223385"
"Bromus grandis (Shear) Hitchc.","15","4.750765","0.28067","0.072469","0.014892"
"Lilaeopsis macloviana (Gand.) A.W.Hill","28","4.204441","1.177251","0.22248","0.007978"
"Pseudosorghum fasciculare (Roxb.) A.Camus","5","5.567807","0.454233","0.203139","0.044677"
"Hypericum brachyphyllum (Spach) Steud.","37","5.190965","0.156888","0.025792","0.006037"
"Paradrymonia binata Wiehler","4","5.775299","0.316241","0.15812","0.055846"
"Croton mexicanus Müll.Arg.","7","5.5081","0.332386","0.12563","0.031912"
"Pentaschistis airoides (Nees) Stapf","9","4.072448","0.42305","0.141017","0.024821"
"Pentameris airoides subsp. jugorum (Stapf) Galley & H.P.Linder","10","4.467339","0.39126","0.123727","0.022338"
"Steinchisma spathellosum (Döll) Renvoize","17","5.189094","0.276466","0.067053","0.01314"
"Iochroma confertiflorum (Miers) Hunz.","4","5.071972","0.370061","0.18503","0.055846"
"Catalepis gracilis Stent & Stapf","11","4.776067","0.193987","0.058489","0.020308"
"Drymonia ecuadorensis Wiehler","9","5.521154","0.42142","0.140473","0.024821"
"Deschampsia kingii (Hook.f.) É.Desv.","14","3.674331","0.50118","0.133946","0.015956"
"Paspalum quarinii Morrone & Zuloaga","18","5.235153","0.127373","0.030022","0.01241"
"Poa leptocoma Trin.","131","4.475685","0.740643","0.06471","0.001705"
"Paspalum flaccidum Nees","15","5.499789","0.183227","0.047309","0.014892"
"Sinningia allagophylla (Mart.) Wiehler","88","5.363077","0.283829","0.030256","0.002538"
"Draba macleanii Hook.f.","13","4.855829","0.558821","0.154989","0.017183"
"Salvia calolophos Epling","5","4.364176","1.121952","0.501752","0.044677"
"Ipomopsis tenuituba (Rydb.) V.E.Grant","30","4.010493","0.456413","0.083329","0.007446"
"Sinningia aggregata (Ker) Wiehler","49","5.508553","0.23821","0.03403","0.004559"
"Coeloneurum ferrugineum (Spreng.) Urb.","5","5.231662","0.332434","0.148669","0.044677"
"Paspalum almum Chase","44","5.145391","0.167182","0.025204","0.005077"
"Chasmanthium nitidum (Baldwin ex Elliott) H.O.Yates","17","5.280811","0.126045","0.03057","0.01314"
"Desplatsia dewevrei (De Wild. & T.Durand) Burret","98","5.484032","0.273223","0.0276","0.002279"
"Solanum maglia Schltdl.","8","4.416761","0.797244","0.281868","0.027923"
"Lupinus sericeus Pursh","128","3.958971","0.469427","0.041492","0.001745"
"Stipa hans-meyeri Pilg.","20","5.055884","0.514722","0.115095","0.011169"
"Salvia florida Benth.","8","5.056518","0.275727","0.097484","0.027923"
"Lysimachia decurrens G.Forst.","53","5.556856","0.384247","0.05278","0.004215"
"Axonopus polystachyus G.A.Black","30","5.419706","0.288198","0.052618","0.007446"
"Nierembergia browallioides Griseb.","15","5.128056","0.627018","0.161895","0.014892"
"Corchorus trilocularis L.","72","4.890024","0.728338","0.085835","0.003103"
"Gasteranthus villosus L.E.Skog & L.P.Kvist","3","5.389673","0.631111","0.364372","0.074462"
"Aristida ramosissima Engelm. ex A.Gray","17","4.87518","0.122849","0.029795","0.01314"
"Salvia aspera M.Martens & Galeotti","4","5.025985","0.506969","0.253484","0.055846"
"Chrysopogon serrulatus Trin.","48","5.160641","0.689526","0.099525","0.004654"
"Salvia guaranitica A.St.-Hil. ex Benth.","30","5.168469","0.204229","0.037287","0.007446"
"Stipa frigida Phil.","7","2.414375","1.153437","0.435958","0.031912"
"Arthrostylidium excelsum Griseb.","9","5.718214","0.445522","0.148507","0.024821"
"Bromus lanatipes (Shear) Rydb.","55","4.203848","0.461449","0.062222","0.004062"
"Setaria oblongata (Griseb.) Parodi","21","4.966316","0.332144","0.07248","0.010637"
"Seemannia nematanthodes (Kuntze) K.Schum.","13","5.156367","0.417326","0.115745","0.017183"
"Lupinus pulvinaris Ulbr.","1","4.859812",NA,NA,"0.223385"
"Digitaria aequatoriensis (Hitchc.) Henrard","9","5.191674","0.278731","0.09291","0.024821"
"Chusquea talamancensis Widmer & L.G.Clark","1","6.115892",NA,NA,"0.223385"
"Deprea orinocensis (Kunth) Raf.","14","5.723804","0.438115","0.117091","0.015956"
"Harpochloa falx (L.f.) Kuntze","26","4.559294","0.399067","0.078263","0.008592"
"Setaria barbata (Lam.) Kunth","143","5.508248","0.315313","0.026368","0.001562"
"Coronanthera clarkeana Schltr.","1","5.616771",NA,NA,"0.223385"
"Lupinus formosus Greene","35","4.677315","0.62393","0.105463","0.006382"
"Cymopterus purpurascens (A.Gray) M.E.Jones","49","3.504231","0.344738","0.049248","0.004559"
"Panicum sabulorum Lam.","26","5.203692","0.296422","0.058133","0.008592"
"Pappophorum caespitosum R.E.Fr.","64","4.399704","0.626248","0.078281","0.00349"
"Salvia areolata Epling","1","5.609472",NA,NA,"0.223385"
"Aristida mendocina Phil.","63","4.443951","0.652886","0.082256","0.003546"
"Muhlenbergia flavida Vasey","17","5.347091","0.478784","0.116122","0.01314"
"Menonvillea purpurea (Hastings) Rollins","2","4.880126","0.266973","0.188778","0.111692"
"Panicum pyrularium Hitchc. & Chase","21","5.79022","0.468259","0.102182","0.010637"
"Phialiphora capitulata Groeninckx","2","6.145859","0.211293","0.149407","0.111692"
"Impatiens andringitrensis H.Perrier","2","5.644434","0.134857","0.095358","0.111692"
"Gayophytum diffusum Torr. & A.Gray","87","4.237565","0.648128","0.069487","0.002568"
"Lycianthes sanctaeclarae (Greenm.) D' Arcy","10","6.127867","0.351167","0.111049","0.022338"
"Sphaeralcea cordobensis Krapov.","13","4.76633","0.417771","0.115869","0.017183"
"Melinis minutiflora P.Beauv.","95","5.570929","0.398255","0.04086","0.002351"
"Codonanthe luteola Wiehler","1","6.013715",NA,NA,"0.223385"
"Croton orinocensis Müll.Arg.","12","5.981608","0.265653","0.076687","0.018615"
"Solanum sciadostylis (Sendtn.) Bohs","25","5.373453","0.231611","0.046322","0.008935"
"Oenothera macrocarpa Nutt.","17","4.670154","0.220012","0.053361","0.01314"
"Ischaemum afrum (J.F.Gmel.) Dandy","44","4.947773","0.391008","0.058947","0.005077"
"Croton heptalon (Kuntze) B.W.van Ee & P.E.Berry","10","4.82008","0.292374","0.092457","0.022338"
"Cardamine cordifolia A.Gray","70","4.132735","0.589344","0.07044","0.003191"
"Chusquea patens L.G.Clark","3","6.134417","0.035782","0.020659","0.074462"
"Muhlenbergia lucida Swallen","6","5.042855","0.255551","0.104328","0.037231"
"Brachiaria decumbens Stapf","52","5.486648","0.394609","0.054722","0.004296"
"Clarkia lassenensis (Eastw.) H. & Lewis","18","4.57781","0.783263","0.184617","0.01241"
"Salvia squalens Kunth","6","4.804806","0.595645","0.243171","0.037231"
"Lycianthes glandulosa (Ruiz & Pav.) Bitter","30","5.635","0.302073","0.055151","0.007446"
"Lycianthes pseudolycioides (Chodat & Hassl.) Bitter","16","5.471948","0.324793","0.081198","0.013962"
"Episcia cupreata (Hook.fil.) Hanst.","29","5.773162","0.388728","0.072185","0.007703"
"Setaria acromelaena (Hochst.) T.Durand & Schinz","8","5.136342","0.279372","0.098773","0.027923"
"Oenothera canescens Torr.","33","4.323641","0.150396","0.026181","0.006769"
"Solanum longiconicum Bitter","4","6.276875","0.10804","0.05402","0.055846"
"Apeiba glabra Aubl.","47","5.900598","0.28534","0.041621","0.004753"
"Muhlenbergia virletii (E.Fourn.) Soderstr.","18","5.209539","0.377096","0.088882","0.01241"
"Sibara laxa (S.Watson) Greene","17","3.330285","0.672961","0.163217","0.01314"
"Bakeridesia pittieri (J.D.Sm.) D.M.Bates","8","5.481517","0.419651","0.148369","0.027923"
"Chamaecrista campestris H.S.Irwin & Barneby","26","5.507032","0.244544","0.047959","0.008592"
"Salvia gilliesii Benth.","26","4.186136","1.099748","0.215678","0.008592"
"Salvia bangii Rusby","2","4.856799","0.109849","0.077675","0.111692"
"Salvia cuspidata Ruiz & Pav.","7","4.844187","0.994055","0.375717","0.031912"
"Piptochaetium napostaense (Speg.) Hack.","36","4.58086","0.479341","0.07989","0.006205"
"Cestrum macrophyllum Vent.","8","5.493745","0.452216","0.159883","0.027923"
"Croton coriaceus Kunth","3","5.477801","0.688367","0.397429","0.074462"
"Salvia raymondii J.R.I.Wood","1","4.969813",NA,NA,"0.223385"
"Lysimachia congestiflora Hemsl.","95","5.368192","0.340222","0.034906","0.002351"
"Sehima nervosum (Rottler) Stapf","33","5.25523","0.546966","0.095215","0.006769"
"Larnax subtriflora (Ruiz & Pav.) Miers","5","5.424505","0.36378","0.162687","0.044677"
"Salvia discolor Kunth","2","3.695091","1.138044","0.804719","0.111692"
"Stipa charruana Arechav.","3","4.905148","0.019507","0.011262","0.074462"
"Brugmansia arborea (L.) Lagerh.","10","4.651425","1.093063","0.345657","0.022338"
"Panicum phragmitoides Stapf","96","5.485047","0.243807","0.024883","0.002327"
"Oryza barthii A.Chev.","93","5.289666","0.352145","0.036516","0.002402"
"Chusquea latifolia L.G.Clark","12","5.824477","0.320199","0.092433","0.018615"
"Capsicum chinense Jacq.","28","5.578395","0.36923","0.069778","0.007978"
"Cyrtococcum patens (L.) A.Camus","104","5.746875","0.404336","0.039648","0.002148"
"Galium hirtum Lam.","11","5.152049","0.154207","0.046495","0.020308"
"Croton martinianus V.W.Steinmann","4","4.937814","0.323194","0.161597","0.055846"
"Harbouria trachypleura (A.Gray) J.M.Coult. & Rose","19","4.0598","0.279598","0.064144","0.011757"
"Solanum arachnidanthum Rusby","9","5.563594","0.251617","0.083872","0.024821"
"Solanum conicum Ruiz & Pav.","16","5.512531","0.417576","0.104394","0.013962"
"Lepidium nitidum Nutt.","47","4.388144","0.715581","0.104378","0.004753"
"Croton corylifolius Lam.","11","5.238824","0.271753","0.081937","0.020308"
"Bromus coloratus Steud.","14","4.206732","0.844776","0.225776","0.015956"
"Cortaderia boliviensis M.Lyle","5","5.489277","0.245833","0.10994","0.044677"
"Lycium ameghinoi Speg.","33","3.232497","0.286145","0.049811","0.006769"
"Munroa andina Phil.","15","4.102785","0.870684","0.22481","0.014892"
"Festuca halleri All.","12","4.710366","0.243996","0.070436","0.018615"
"Olmeca reflexa Soderstr.","5","5.719696","0.387375","0.173239","0.044677"
"Misopates calycinum (Vent.) Rothm.","22","4.564237","0.403725","0.086074","0.010154"
"Geochloa decora (Nees) N.P.Barker & H.P.Linder","4","4.488122","0.667585","0.333792","0.055846"
"Glossoloma medusaeum (L.E.Skog) J.L.Clark","25","5.834583","0.391174","0.078235","0.008935"
"Jaltomata antillana (Krug & Urb.) D' Arcy","2","5.305072","0.150719","0.106574","0.111692"
"Eremothera boothii (Douglas) W.L.Wagner & Hoch","23","3.514897","0.545153","0.113672","0.009712"
"Astiella perrieri Groeninckx","3","5.618089","0.507751","0.29315","0.074462"
"Solanum violaceimarmoratum Bitter","5","5.392638","0.491313","0.219722","0.044677"
"Brugmansia aurea Lagerh.","24","5.390509","0.376739","0.076902","0.009308"
"Drymonia dodsonii (Wiehler) J.L.Clark","15","5.357043","0.386573","0.099813","0.014892"
"Brachiaria arrecta (Hack.) Stent","42","5.237128","0.486341","0.075044","0.005319"
"Solanum mahoriense D' Arcy & Rakot.","2","5.826561","0.197404","0.139586","0.111692"
"Pleurospermum yunnanense Franch.","6","4.948352","0.534958","0.218396","0.037231"
"Galium asperifolium Wall.","42","5.130651","0.557115","0.085965","0.005319"
"Muhlenbergia nigra Hitchc.","16","5.438501","0.458255","0.114564","0.013962"
"Croton decalobus Müll.Arg.","6","5.806447","0.156858","0.064037","0.037231"
"Nicotiana corymbosa J.Rémy","15","3.874168","0.722417","0.186527","0.014892"
"Gouinia paraguayensis (Kuntze) Parodi","24","4.86431","0.262526","0.053588","0.009308"
"Paspalum remotum Remy","11","5.216286","0.289003","0.087138","0.020308"
"Draba wurdackii Al-Shehbaz","1","5.298317",NA,NA,"0.223385"
"Solanum megistacrolobum Bitter","19","4.953608","0.393033","0.090168","0.011757"
"Croton heteranthus Aug.DC.","4","5.906675","0.212971","0.106486","0.055846"
"Hypericum myrtifolium Lam.","23","5.242868","0.143439","0.029909","0.009712"
"Cardamine californica (Nutt.) Greene","46","4.931053","0.57662","0.085018","0.004856"
"Piptochaetium indutum Parodi","8","5.095742","0.378289","0.133745","0.027923"
"Osmorhiza brachypoda Torr.","5","4.749502","0.472653","0.211377","0.044677"
"Jaltomata grandiflora (B.L.Rob. & Greenm.) D' Arcy, Mione & T.Davis","1","5.293305",NA,NA,"0.223385"
"Galvezia fruticosa J.F.Gmel.","7","3.123412","1.485862","0.561603","0.031912"
"Croton subpannosus Müll.Arg. ex Griseb.","25","5.102041","0.174406","0.034881","0.008935"
"Solanum pendulum Ruiz & Pav.","20","5.529618","0.280387","0.062696","0.011169"
"Lupinus luteolus Kellogg","26","4.692534","0.668626","0.131128","0.008592"
"Croton betulinus Vahl","10","5.184945","0.183775","0.058115","0.022338"
"Glyceria borealis (Nash) Batch.","401","4.491962","0.506176","0.025277","0.000557"
"Coaxana purpurea J.M.Coult. & Rose","5","5.997549","0.362131","0.16195","0.044677"
"Panicum dregeanum Nees","99","5.447079","0.421796","0.042392","0.002256"
"Lupinus stiversii Kellogg","14","4.790239","0.549672","0.146906","0.015956"
"Croton nubigenus G.L.Webster","2","6.008602","0.474156","0.335279","0.111692"
"Hyperthelia dissoluta (Nees ex Steud.) Clayton","220","5.317417","0.359722","0.024252","0.001015"
"Muhlenbergia argentea Vasey","3","5.34241","0.268595","0.155073","0.074462"
"Solanum occultum Bohs","31","5.650804","0.49641","0.089158","0.007206"
"Orobanche raddeana Beck","1","4.962845",NA,NA,"0.223385"
"Solanum fallax Bohs","7","5.457625","0.36698","0.138705","0.031912"
"Fuchsia jimenezii Breedlove, P.E.Berry & P.H.Raven","5","6.105132","0.204386","0.091404","0.044677"
"Neuontobotrys tarapacana (Phil.) Al-Shehbaz","15","3.244884","0.977939","0.252503","0.014892"
"Festuca californica Vasey","30","5.158432","0.495728","0.090507","0.007446"
"Imperata cylindrica (L.) Raeusch.","269","4.837196","1.010032","0.061583","0.000827"
"Castilleja exserta (A.Heller) T.I.Chuang & Heckard","47","4.200917","0.625285","0.091207","0.004753"
"Sorghum plumosum (R.Br.) P.Beauv.","153","5.15447","0.559647","0.045245","0.00146"
"Triumfetta pilosa Roth","122","5.549212","0.479114","0.043377","0.001831"
"Agrocharis melanantha Hochst.","28","5.653246","0.469406","0.088709","0.007978"
"Isachne mauritiana Kunth","53","5.808689","0.408076","0.056054","0.004215"
"Draba stylosa Turcz.","2","5.348534","0.15102","0.106787","0.111692"
"Rufodorsia intermedia Wiehler","3","5.921142","0.179947","0.103892","0.074462"
"Bakeridesia bakeriana (Rose) D.M.Bates","6","5.349461","0.358125","0.146204","0.037231"
"Poa nervosa (Hook.) Vasey","44","4.433443","0.740534","0.11164","0.005077"
"Solanum mapiriense Bitter","3","5.019408","0.082502","0.047633","0.074462"
"Enneapogon scoparius Stapf","51","4.259945","0.512139","0.071714","0.00438"
"Aristida junciformis Trin. & Rupr.","41","5.422126","0.467746","0.07305","0.005448"
"Peyritschia pringlei (Scribn.) S.D.Koch","34","5.000899","0.452304","0.077569","0.00657"
"Croton fragrans Kunth","27","5.57883","0.305025","0.058702","0.008274"
"Streptocarpus montanus Oliv.","7","5.445281","0.310123","0.117215","0.031912"
"Draba splendens Gilg","2","5.040419","0.109707","0.077575","0.111692"
"Dendrocalamus brandisii (Munro) Kurz","2","5.783304","0.457807","0.323718","0.111692"
"Tarasa operculata (Cav.) Krapov.","14","3.341741","1.040867","0.278183","0.015956"
"Fuchsia lycioides Andr.","3","3.96994","0.888394","0.512915","0.074462"
"Lysimachia terrestris (L.) Britton, Sterns & Poggenb.","264","4.640558","0.16092","0.009904","0.000846"
"Hypericum harlingii N.Robson","1","5.267858",NA,NA,"0.223385"
"Streptocarpus nobilis C.B.Clarke","14","5.819231","0.372259","0.09949","0.015956"
"Hypericum humboldtianum Steud.","8","5.506713","0.413873","0.146326","0.027923"
"Croton lachnostachyus Baill.","39","4.993976","0.220348","0.035284","0.005728"
"Pennisetum flaccidum Griseb.","95","4.278687","0.843989","0.086591","0.002351"
"Lycium chilense Bertero","44","3.768583","0.641402","0.096695","0.005077"
"Aristida spiciformis Elliott","23","5.197278","0.225014","0.046919","0.009712"
"Croton tiglium L.","98","5.579146","0.349324","0.035287","0.002279"
"Solanum lycopersicum L.","16","4.683976","1.181608","0.295402","0.013962"
"Oenothera ravenii W.Dietr.","9","5.228093","0.122737","0.040912","0.024821"
"Bouteloua williamsii Swallen","27","5.228198","0.369724","0.071153","0.008274"
"Calamagrostis cainii Hitchc.","2","5.150393","0.004099","0.002898","0.111692"
"Panicum brazzavillense Franch.","45","5.637469","0.342333","0.051032","0.004964"
"Pariana parvispica R.W.Pohl","3","6.31969","0.339942","0.196266","0.074462"
"Osmorhiza depauperata Phil.","194","4.256863","0.508983","0.036543","0.001151"
"Ludwigia sphaerocarpa Elliott","31","4.978622","0.2639","0.047398","0.007206"
"Lesia savannarum (C.V.Morton) J.L.Clark & J.F.Sm.","19","5.945727","0.187084","0.04292","0.011757"
"Streptanthella longirostris (S.Watson) Rydb.","94","3.372822","0.477111","0.04921","0.002376"
"Streptanthus longirostris (S.Watson) S.Watson","8","3.27034","0.160812","0.056856","0.027923"
"Lupinus flavoculatus A.Heller","21","3.370971","0.34093","0.074397","0.010637"
"Sairocarpus kingii (S.Watson) D.A.Sutton","5","3.224126","0.454441","0.203232","0.044677"
"Brachiaria serrata (Thunb.) Stapf","88","5.117517","0.575191","0.061316","0.002538"
"Greslania circinata Balansa","1","5.659482",NA,NA,"0.223385"
"Columnea raymondii C.V.Morton","1","6.43935",NA,NA,"0.223385"
"Dactyloctenium giganteum B.S.Fisher & Schweick.","51","4.896286","0.400776","0.05612","0.00438"
"Lycianthes furcatistellata Bitter","6","6.155793","0.142763","0.058283","0.037231"
"Besleria angustiflora Fritsch","12","5.731663","0.287171","0.082899","0.018615"
"Paspalum usterii Hack.","5","5.300011","0.277333","0.124027","0.044677"
"Ammophila breviligulata Fernald","100","4.707044","0.245373","0.024537","0.002234"
"Salvia grewiifolia S.Moore","21","5.575749","0.24274","0.05297","0.010637"
"Solanum hyporhodium A.Braun & Bouché","3","5.035345","0.283028","0.163406","0.074462"
"Festuca subulata Trin.","79","4.986913","0.765324","0.086106","0.002828"
"Urochloa panicoides P.Beauv.","69","4.768473","0.552546","0.066519","0.003237"
"Pantacantha ameghinoi Speg.","12","3.417681","0.500026","0.144345","0.018615"
"Neurolepis aperta (Munro) Pilg.","11","5.54191","0.387651","0.116881","0.020308"
"Salvia sagittata Ruiz & Pav.","13","4.935966","0.715665","0.19849","0.017183"
"Croton gratissimus Burch.","78","4.877412","0.673094","0.076213","0.002864"
"Croton zambesicus Müll.Arg.","23","5.308806","0.447393","0.093288","0.009712"
"Tricholaena monachne (Trin.) Stapf & C.E.Hubb.","80","4.729998","0.701614","0.078443","0.002792"
