"species","n","mean","sd","se"
"Pimpinella saxifraga L.",474,4.93881856540084,73.5241431883584,3.37707574285184
"Nardus stricta L.",444,16.6441441441441,80.1859826693378,3.80545832989367
"Cirsium arvense (L.) Scop.",545,39.5376146788991,104.177304662771,4.46246544083445
"Poa nemoralis L.",1119,3.51474530831099,105.491521447126,3.15357027015727
"Leymus arenarius (L.) Hochst.",200,19.105,59.1216612515728,4.18053275860011
"Cinna latifolia (Trevir.) Griseb.",594,-28.7845117845118,110.492629968778,4.53356752169485
"Rhinanthus minor L.",503,12.1232604373757,76.8144963422433,3.4249891086337
"Alopecurus geniculatus L.",420,16.9857142857143,74.222684910584,3.62169618093375
"Agrostis mertensii Trin.",407,-54.6216216216216,104.81456449544,5.19546507280854
"Agrostis canina L.",390,13.8692307692308,75.6491415951657,3.83064318897554
"Glyceria fluitans (L.) R.Br.",429,30.1818181818182,84.4654690571338,4.07803127436379
"Poa palustris L.",1343,-31.2062546537602,100.446120632506,2.74091244028362
"Galium boreale L.",1176,-26.9098639455782,91.181709838118,2.65891265449883
"Galium septentrionale Roem. & Schult.",27,8.18518518518519,104.706195921672,20.1507168003996
"Galium verum L.",826,-12.2893462469734,104.768719864841,3.64536998824974
"Aegopodium podagraria L.",320,-7.678125,63.9384462732232,3.57426780606613
"Catabrosa aquatica (L.) P.Beauv.",499,17.1382765531062,96.2150939043128,4.30717914352076
"Anthoxanthum odoratum L.",611,33.5711947626841,104.987240856537,4.24732913913573
"Draba verna L.",301,54.3056478405316,100.491622874723,5.79224084845381
"Epilobium alsinifolium Vill.",221,1.31674208144796,73.5751263568649,4.9491985815104
"Elymus mutabilis (Drobow) Tzvelev",212,-123.910377358491,86.7190620404991,5.95588963349216
"Galium uliginosum L.",507,-29.6646942800789,92.0536984336397,4.08824827465866
"Bromus hordeaceus L.",439,71.2756264236902,110.426959363844,5.27039121756681
"Arabis alpina L.",338,1.79881656804734,115.280799221807,6.27044883618033
"Angelica archangelica L.",213,-3.26760563380282,56.0793636782794,3.84249468466692
"Impatiens noli-tangere L.",559,-10.5116279069767,81.8381968028825,3.4613869163272
"Dactylis glomerata L.",765,47.4535947712418,113.937451855653,4.11941726562297
"Saussurea alpina (L.) DC.",233,-51.3948497854077,90.6164157365936,5.93647877630973
"Lysimachia vulgaris L.",541,2.42698706099815,99.327669170994,4.27043004387121
"Molinia caerulea (L.) Moench",475,23,85.6423236194389,3.92953930470675
"Poa annua L.",848,43.4551886792453,111.508282935074,3.82921015722793
"Lepidium ruderale L.",349,12.8166189111748,81.9017540057906,4.38410037859361
"Agrostis stolonifera L.",747,15.0388219544846,111.790532495891,4.09020169108831
"Phippsia algida (Sol.) R.Br.",282,-156.886524822695,137.83685194358,8.20806508624216
"Avena fatua L.",440,46.5340909090909,108.803238099974,5.18699085585528
"Cardamine bellidifolia L.",552,-116.514492753623,136.118622096361,5.79359330087047
"Cardamine alpina Willd.",14,-34.9285714285714,66.4778323789382,17.766948041241
"Arctagrostis latifolia (R.Br.) Griseb.",542,-164.311808118081,120.700943464008,5.184549454871
"Festuca ovina L.",880,-46.2454545454545,109.585582899008,3.69412924592327
"Raphanus raphanistrum L.",392,62.6326530612245,115.753962353847,5.84645798068698
"Poa arctica R.Br.",657,-117.604261796043,124.334172475728,4.85073806074692
"Barbarea stricta Andrz. ex Besser",222,-34.8243243243243,55.6843133572309,3.73728640901407
"Rorippa amphibia (L.) Besser",220,6.88636363636364,78.7346900125606,5.30829171775544
"Rorippa palustris (L.) Besser",1231,-14.7335499593826,114.081594691996,3.25152095229664
"Cardamine flexuosa With.",261,51.7432950191571,81.3929169278517,5.0380950780447
"Draba norvegica Gunnerus",110,-17.5454545454545,66.1823497581966,6.31023945628075
"Draba fladnizensis Wulfen",230,-128.960869565217,113.696152335992,7.49690227505859
"Draba lactea Adams",305,-180.268852459016,133.149326960599,7.62410828326514
"Draba cinerea Adams",272,-203.518382352941,119.419350235453,7.24086168769706
"Draba incana L.",206,3.20873786407767,75.3820844430864,5.25211869176168
"Draba nemorosa L.",652,-45.7515337423313,99.4072891564244,3.8930899018372
"Thlaspi arvense L.",613,1.57259380097879,85.9843808925603,3.47287643459692
"Androsace septentrionalis L.",705,-72.5574468085106,122.515907613958,4.61421602547469
"Lysimachia thyrsiflora L.",714,-29.250700280112,85.2377100554543,3.18994112664378
"Epilobium obscurum Schreb.",188,72.2021276595745,78.3920054566346,5.71732460471745
"Epilobium ciliatum Raf.",530,24.2471698113208,108.39395190923,4.70833239927644
"Epilobium lactiflorum Hausskn.",307,17.299674267101,90.9854622799642,5.1928146128645
"Epilobium anagallidifolium Lam.",416,-4.23317307692308,93.6940211309689,4.59372732744024
"Aethusa cynapium L.",243,28.2633744855967,60.4959920820155,3.8808197014939
"Conium maculatum L.",416,86.1129807692308,114.804849504051,5.62877084496384
"Cicuta virosa L.",534,-46.8820224719101,84.0702775726145,3.63807671622513
"Carum carvi L.",567,-17.3915343915344,73.8395151108883,3.10096815734931
"Galium odoratum (L.) Scop.",403,13.9330024813896,78.8624217851468,3.92841704392665
"Polemonium caeruleum L.",397,-39.9017632241814,66.196698946614,3.32231708445235
"Hyoscyamus niger L.",480,21.6083333333333,103.121959603859,4.70685195409753
"Solanum nigrum L.",807,82.4473358116481,108.858602894005,3.83200430989084
"Solanum chenopodium Raf.",2,176,18.3847763108502,13
"Solanum dulcamara L.",826,56.0338983050847,112.618191387228,3.91848803291272
"Linaria vulgaris Mill.",567,-5.58906525573192,77.3886896097447,3.25001947613576
"Centaurea jacea L.",478,17.2092050209205,82.3046327831171,3.76452627990004
"Poa compressa L.",423,33.3687943262411,88.1086208681745,4.28398774460916
"Poa glauca Vahl",951,-102.062039957939,124.413442071364,4.03438227550974
"Poa bulbosa L.",467,100.569593147752,118.7974299969,5.49728945742657
"Glyceria maxima (Hartm.) Holmb.",279,-1.51971326164875,60.0666788240656,3.59609799731386
"Trisetum spicatum (L.) K.Richt.",1194,-67.5527638190955,140.059977500598,4.05332930732149
"Agrostis clavata Trin.",263,-81.3916349809886,104.855310370841,6.46565542302545
"Alopecurus pratensis L.",589,-25.6859083191851,92.6913803703687,3.81928179164803
"Scolochloa festucacea (Willd.) Link",191,-66.5183246073298,65.7627988689124,4.75842912344982
"Leersia oryzoides (L.) Sw.",670,45.1925373134328,112.91276155953,4.36220054747795
"Erysimum cheiranthoides L.",528,-36.0681818181818,79.7157610077498,3.46918320473842
"Puccinellia phryganodes (Trin.) Scribn. & Merr.",99,-134.606060606061,119.907516928487,12.0511588846964
"Chaenorhinum minus (L.) Lange",280,41.3428571428571,92.6636319939837,5.53771120020216
"Cynosurus cristatus L.",331,63.4561933534743,96.4801457798855,5.30302841418519
"Centaurea solstitialis L.",180,131.172222222222,110.264376584813,8.21862138467595
"Primula veris L.",349,22.8424068767908,78.7341360116477,4.21454167480346
"Cardamine hirsuta L.",492,109.317073170732,93.1814310735524,4.20094334569393
"Danthonia decumbens (L.) DC.",259,54.7142857142857,83.4434510540493,5.18492376557872
"Arctium lappa L.",394,19.9137055837563,76.3006152198383,3.84396946211856
"Cardamine bulbifera (L.) Crantz",176,34.5625,75.7359062796505,5.70880873379823
"Draba nivalis Lilj.",310,-120.864516129032,121.636818296514,6.90850704316649
"Drabella muralis (L.) Fourr.",13,102.461538461538,98.4890987069258,27.3159611893888
"Raphanus sativus L.",264,70.3030303030303,115.203931557459,7.0903118510443
"Helictochloa pratensis (L.) Romero Zarco",48,38.2916666666667,86.5356791090545,12.4903494070299
"Helictotrichon pratense (L.) Pilg.",24,39.9583333333333,93.3378525044632,19.0525093602576
"Phleum pratense L.",621,8.02415458937198,93.6780057988719,3.75916888115694
"Centaurea montana L.",144,42.4097222222222,87.2832711079673,7.27360592566394
"Galium aparine L.",564,71.1684397163121,107.133878150891,4.51115006480397
"Lathraea squamaria L.",187,21.5989304812834,72.8617382586758,5.32817799625384
"Glyceria notata Chevall.",307,34.9511400651466,100.925978620277,5.76014984662486
"Ligusticum scoticum L.",133,33.4586466165414,98.4935401110602,8.54047305640241
"Melampyrum arvense L.",201,27.6417910447761,71.1575087027091,5.01906367988759
"Draba alpina L.",232,-172.189655172414,132.136811810254,8.67520670413044
"Galium mollugo L.",432,18.375,90.6999496056568,4.36380336002595
"Lolium perenne L.",613,82.3621533442088,104.141209453639,4.20622383306893
"Cakile maritima Scop.",147,136.462585034014,107.238070327279,8.84484696726149
"Primula nutans Georgi",179,-124.642458100559,88.786611923449,6.63622295181333
"Oenanthe aquatica (L.) Poir.",242,0.859504132231405,61.6348241524287,3.96203655594752
"Solanum melongena L.",270,190.018518518519,94.8187648559122,5.77048626515124
"Seseli libanotis (L.) W.D.J.Koch",179,1.92737430167598,82.3028818377419,6.15160621201443
"Libanotis pyrenaica (L.) Bourg",8,-4.375,44.9124147647396,15.8789365198051
"Libanotis sibirica (L.) Koch",3,-17,7.54983443527075,4.35889894354067
"Crambe maritima L.",47,61.5106382978723,73.8705896470382,10.7751329308097
"Carduus nutans L.",255,37.3176470588235,96.8200146588316,6.06310450425806
"Carduus acanthoides L.",272,8.49264705882353,80.8593600524786,4.90281885759145
"Cardamine parviflora L.",221,31.2533936651584,108.924657237651,7.32706535191414
"Sium latifolium L.",224,4.6875,61.2190115624355,4.0903672647069
"Solanum rostratum Dunal",556,108.318345323741,109.523757370757,4.64484192694156
"Rorippa sylvestris (L.) Besser",264,41.5492424242424,98.1063937066077,6.03803113797588
"Galium spurium L.",260,63.0769230769231,110.650907830091,6.86227799238018
"Agrostis vinealis Schreb.",434,-54.8824884792627,103.295077303707,4.95832237943283
"Setaria viridis (L.) P.Beauv.",1203,51.3682460515378,122.074217990543,3.51958239914075
"Solanum americanum Mill.",1188,181.234848484848,83.8187431274864,2.43182838813093
"Solanum ptychanthum Dunal",202,58.5742574257426,107.025393047204,7.53028037718073
"Centaurea diffusa Lam.",137,52.8102189781022,105.510351655984,9.0143576905678
"Eragrostis australasica (Steud.) C.E.Hubb.",144,187.722222222222,35.6879334457544,2.97399445381286
"Perotis rara R.Br.",268,207.817164179104,37.2280169678525,2.27406307372482
"Aristida anthoxanthoides (Domin) Henrard",110,183.381818181818,35.4343900281053,3.37853652645355
"Poa fordeana F.Muell.",74,179.972972972973,38.7029335807079,4.49912464121616
"Rytidosperma caespitosum (Gaudich.) Connor & Edgar",221,188.108597285068,44.056337572433,2.96354996880932
"Alyogyne hakeifolia (Giord.) Alefeld",63,207.714285714286,42.0692319456595,5.30022502741471
"Setaria verticillata (L.) P.Beauv.",472,182.375,79.3765332031739,3.65360108618027
"Thyridolepis mitchelliana (Nees) S.T.Blake",152,177.105263157895,39.5426097439301,3.20732917393974
"Solanum elaeagnifolium Cav.",571,158.189141856392,83.7657298417973,3.5054866916856
"Vulpia muralis (Kunth) Nees",235,197.506382978723,50.3052536901173,3.28155292041388
"Aristida contorta F.Muell.",382,197.19109947644,39.318240233522,2.01169617621428
"Sida platycalyx F.Muell. ex Benth.",132,200.765151515152,31.8984217581982,2.77640124417668
"Lepidium phlebopetalum (F.Muell.) F.Muell.",235,191.229787234043,39.90595737124,2.60317762753338
"Rytidosperma tenuius (Steud.) O.E.Erikss., A.Hansen & Sunding",91,158.604395604396,40.9858726665879,4.29648688361995
"Lepidium oxytrichum Sprague",210,190.214285714286,41.0302349215432,2.83135520110829
"Bromus arenarius Labill.",157,195.84076433121,39.8528558887437,3.18060415933846
"Solanum quadriloculatum F.Muell.",158,194.405063291139,33.758233338681,2.68566084334917
"Nicotiana velutina Wheeler",182,180.159340659341,34.9626777424439,2.59160609852289
"Tragus australianus S.T.Blake",325,193.686153846154,39.1657599458603,2.17252547272789
"Solanum petrophilum F.Muell.",71,173.633802816901,40.2752101835855,4.77978807257816
"Rytidosperma setaceum (R.Br.) Connor & Edgar",183,187.786885245902,41.8694129305165,3.09507606406182
"Solanum diversiflorum F.Muell.",74,236.621621621622,28.3605469268816,3.29684661373327
"Solanum ellipticum R.Br.",246,179.987804878049,35.945364630604,2.29179274310437
"Poa helmsii Vickery",15,153.733333333333,44.0494311081583,11.3735142061205
"Solanum chippendalei Symon",75,206.893333333333,30.3865072000686,3.50873162233842
"Solanum simile F.Muell.",85,199.388235294118,36.1373353029954,3.91964434581254
"Sporobolus actinocladus (F.Muell.) F.Muell.",238,196.886554621849,36.7862991014507,2.3845016053264
"Eragrostis dielsii Pilg.",310,200.429032258065,38.327913168643,2.17687918661247
"Rytidosperma racemosum (R.Br.) Connor & Edgar",72,165.833333333333,45.3425149497889,5.34366663284136
"Solanum sturtianum F.Muell.",111,198.576576576577,48.3524088992001,4.58940755205701
"Lepidium leptopetalum (F.Muell.) F.Muell.",32,198.03125,37.5933113259741,6.64562134146333
"Paspalidium constrictum (Domin) C.E.Hubb.",237,185.523206751055,38.6279034541922,2.50915196162466
"Solanum chenopodinum F.Muell.",67,186.253731343284,28.4782443723764,3.47917129121631
"Asperula conferta Hook.f.",136,172.794117647059,39.8188709490881,3.41444001487038
"Daucus glochidiatus (Labill.) Fisch., C.A.Mey. & Avé-Lall.",377,186.501326259947,37.4924194230488,1.93095784026618
"Echinochloa esculenta (A.Braun) H.Scholz",106,121.443396226415,100.607495715131,9.77186382352757
"Solanum nemophilum F.Muell.",22,159.318181818182,28.9340569861825,6.16876167652815
"Eriachne mucronata R.Br.",288,198.100694444444,37.9692742028103,2.23736093879488
"Themeda triandra Forssk.",751,181.249001331558,59.0139241959161,2.15344867837335
"Solanum centrale J.M.Black",135,197.2,42.8276309191771,3.68601558461091
"Grammosolen truncatus (Ising) Haegi",16,203.5625,45.8925829156157,11.4731457289039
"Sacciolepis indica (L.) Chase",348,174.764367816092,72.2626628644958,3.87368533288918
"Enneapogon polyphyllus (Domin) N.T.Burb.",336,198.008928571429,37.4732132474308,2.04433138380445
"Nicotiana goodspeedii Wheeler",77,195.155844155844,44.883493899283,5.11494883828493
"Dichelachne crinita (L.f.) Hook.f.",135,164.022222222222,49.2516333037248,4.23890567908535
"Aristida latifolia Domin",234,207,30.3183396105096,1.98197186274002
"Panicum laevinode Lindl.",240,201.366666666667,37.5701148333533,2.42514048441129
"Poa labillardierei Steud.",121,166.942148760331,42.3551054617703,3.85046413288821
"Solanum pseudocapsicum L.",419,152.501193317422,60.1287046507282,2.93747944611689
"Solanum capsicastrum Link ex Schauer",12,197.416666666667,83.7229829783189,24.1687433799454
"Rytidosperma semiannulare (Labill.) Connor & Edgar",60,166.15,42.9038440062015,5.53886244414331
"Solanum esuriale Lindl.",235,189.876595744681,36.2487501273826,2.36460773211912
"Bothriochloa ewartiana (Domin) C.E.Hubb.",212,200.924528301887,37.7396162833859,2.59196748794651
"Nicotiana maritima Wheeler",20,213.2,14.9863095418522,3.35104068674353
"Hypericum gramineum G.Forst.",304,181.496710526316,49.4107187870997,2.83389907790361
"Poa clelandii Vickery",48,183.375,25.7901721344276,3.72249070606464
"Chloris truncata R.Br.",181,179.795580110497,42.1419187233968,3.13238414987247
"Solanum nummularium S.Moore",52,216.865384615385,25.2299455177684,3.49876393236449
"Solanum aviculare G.Forst.",124,167.056451612903,50.4500561884762,4.53054878949952
"Vulpia myuros (L.) C.C.Gmel.",737,139.206241519674,90.1074588797904,3.31915090778869
"Solanum echinatum R.Br.",66,228.5,20.6548560131287,2.54243702261944
"Hainardia cylindrica (Willd.) Greuter",182,204.049450549451,46.2305389813169,3.42683554287756
"Rytidosperma geniculatum (J.M.Black) Connor & Edgar",37,184.918918918919,24.8723165815356,4.0889836579427
"Rytidosperma fulvum (Vickery) A.M.Humphreys & H.P.Linder",74,173.067567567568,49.721782410298,5.78003979933111
"Iseilema membranaceum (Lindl.) Domin",224,194.839285714286,35.63241673473,2.38079098721624
"Panicum paludosum Roxb.",60,211.983333333333,36.1191491850667,4.66296210909816
"Solanum curvicuspe Domin",4,97.25,22.9110599201928,11.4555299600964
"Solanum brownii Dunal",24,114.291666666667,33.4410307292087,6.82612181327449
"Triodia basedowii E.Pritz.",172,203.662790697674,41.5102637811904,3.16512794038042
"Solanum linnaeanum Hepper & P.-M.L.Jaeger",137,199.729927007299,54.8206304620746,4.68364254361341
"Bothriochloa macra (Steud.) S.T.Blake",91,167.505494505495,48.3945299081469,5.07312518829958
"Distichlis distichophylla (Labill.) Fassett",59,193.35593220339,27.8262854595809,3.62267380062437
"Rytidosperma nivicola (Vickery) Connor & Edgar",10,111.3,20.2377534985153,6.39973957803493
"Triraphis mollis R.Br.",283,191.229681978799,40.5180141476095,2.40854593794993
"Lepidium pseudohyssopifolium Hewson",63,176.31746031746,39.8763513864746,5.02394804577321
"Solanum mauritianum Scop.",223,181.80269058296,42.018084822938,2.81373907608457
"Enneapogon cylindricus N.T.Burb.",156,183.448717948718,36.9997898637093,2.96235402102597
"Enteropogon ramosus B.K.Simon",241,191.307053941909,39.9175858284029,2.57131774212896
"Eragrostis parviflora (R.Br.) Trin.",242,180.256198347107,36.0803687787917,2.31933394829046
"Rytidosperma duttonianum (Cashmore) Connor & Edgar",45,188.177777777778,43.1088942989352,6.42629453915148
"Solanum linearifolium Geras. ex Symon",39,128.128205128205,42.4792082188944,6.80211718719344
"Sporobolus virginicus (L.) Kunth",450,221.273333333333,37.4603986889246,1.76590012925935
"Triodia scariosa N.T.Burb.",146,185.63698630137,43.2133249144905,3.57636021653198
"Aristida behriana F.Muell.",56,188.089285714286,41.2946295366774,5.51822698714294
"Solanum triflorum Nutt.",356,92.7893258426966,115.724310560727,6.13337619297839
"Triodia irritans R.Br.",72,176.597222222222,42.912180129223,5.0572489274787
"Solanum capsiciforme (Domin) Baylis",30,212.533333333333,12.4117111919607,2.26605806569208
"Arthraxon hispidus (Thunb.) Makino",228,91.390350877193,90.9116397943443,6.02077042707255
"Nicotiana excelsior (J.M.Black) J.M.Black",26,151.846153846154,33.7421899795402,6.61738788988579
"Diplotaxis muralis (L.) DC.",210,124.747619047619,99.57915328734,6.87161441120663
"Amphipogon strictus R.Br.",79,189.126582278481,45.3242922041862,5.09938127769656
"Solanum vicinum A.R.Bean",12,112.583333333333,33.2304852735429,9.59281480899094
"Aristida inaequiglumis Domin",173,212.994219653179,33.7081346040738,2.56278201717415
"Panicum decompositum R.Br.",279,202.623655913978,43.5994473873866,2.61023063873735
"Solanum laciniatum Aiton",110,151.618181818182,69.6786834867286,6.64360179724803
"Lycium australe F.Muell.",118,206.110169491525,32.2815561901296,2.97175812548918
"Rytidosperma carphoides (F.Muell. ex Benth.) Connor & Edgar",45,174.2,53.2812435017325,7.94269882637285
"Zygochloa paradoxa (R.Br.) S.T.Blake",83,181.807228915663,31.4764557118279,3.45498986830706
"Solanum dioicum W.Fitzg.",56,239.982142857143,23.8818996285917,3.19135307698265
"Rytidosperma pilosum (R.Br.) Connor & Edgar",87,165.758620689655,45.9858333891426,4.93019884014622
"Solanum gabrielae Domin",18,243.833333333333,18.8187953605838,4.43563260441024
"Elytrophorus spicatus (Willd.) A.Camus",244,221.364754098361,33.4605311923751,2.14209100738453
"Rytidosperma auriculatum (J.M.Black) Connor & Edgar",44,185.886363636364,43.7079184508546,6.5892166304062
"Rytidosperma laeve (Vickery) Connor & Edgar",61,154.344262295082,48.8340336397686,6.25255730177406
"Dichelachne micrantha (Cav.) Domin",104,162,41.1360517950077,4.03372174644053
"Solanum cinereum R.Br.",49,165.795918367347,49.1261045642728,7.01801493775326
"Dactyloctenium radulans (R.Br.) P.Beauv.",385,201.742857142857,38.9183688574407,1.98346373835282
"Gingidia harveyana (F.Muell.) J.W.Dawson",8,109.25,54.2290117398954,19.1728509691625
"Epilobium gunnianum Hausskn.",39,131.384615384615,39.9035781172404,6.38968629413078
"Panicum queenslandicum Domin",75,173.466666666667,36.81925661468,4.25152154356948
"Monachather paradoxus Steud.",184,188.103260869565,41.4863884481054,3.05841713329529
"Rytidosperma longifolium (R.Br.) Connor & Edgar",59,153.372881355932,43.6454754557851,5.68215691882894
"Solanum vescum F.Muell.",56,147,39.6599179387589,5.29977946122877
"Duboisia hopwoodii (F.Muell.) F.Muell.",171,205.187134502924,42.5590255649109,3.25457002759668
"Astrebla elymoides F.Muell. ex F.M.Bailey",124,199.975806451613,33.834716310317,3.03844722095237
"Sporobolus australasicus Domin",199,218.869346733668,26.9450060041,1.91008083251433
"Triodia rigidissima (Pilg.) Lazarides",22,219.181818181818,28.0588435488475,5.98216554472429
"Solanum prinophyllum Dunal",35,150.771428571429,41.8976945275356,7.08200295865248
"Vulpia bromoides (L.) Gray",554,156.574007220217,74.6710140269428,3.17246739031637
"Spinifex sericeus R.Br.",68,180.779411764706,24.4801750970687,2.96865728408322
"Paspalidium basicladum Hughes",116,202.706896551724,40.9173115784334,3.79907700542649
"Vulpia ciliata Dumort.",168,200.934523809524,67.7754428776154,5.22898894059023
"Solanum coactiliferum J.M.Black",139,187.187050359712,40.6652236044731,3.44917924842747
"Poa costiniana Vickery",22,123.681818181818,34.6415472595667,7.38560269140636
"Eragrostis eriopoda Benth.",295,200.132203389831,41.1010801481694,2.39299740368749
"Epilobium hirtigerum A.Cunn.",110,172.463636363636,48.5837359565893,4.63227746803938
"Solanum stelligerum Sm.",54,163.537037037037,38.5998890226985,5.25277956853716
"Solanum clarkiae Symon",10,239.1,20.3603645459615,6.43851259565782
"Triodia pungens R.Br.",190,209.931578947368,33.6709969340198,2.44275085931584
"Echinopogon ovatus (G.Forst.) P.Beauv.",125,156.984,44.1447370187162,3.94842531290803
"Solanum pungetium R.Br.",20,128.95,41.2775904539523,9.22994982024336
"Enteropogon acicularis (Lindl.) Lazarides",209,186.588516746411,35.469150493516,2.45345244174076
"Grammosolen dixonii (F.Muell. & Tate) Haegi",15,212.066666666667,28.0572543882954,7.24435193241155
"Ammophila arenaria (L.) Link",207,127.246376811594,87.9755712668091,6.1147248980117
"Chrysopogon oliganthus Veldkamp",53,235.22641509434,21.990069008037,3.02056828021455
"Paspalidium albovillosum S.T.Blake",52,173.615384615385,28.759417108109,3.98821357829781
"Triodia brizoides N.T.Burb.",53,209.150943396226,36.1489420136783,4.9654390611473
"Anthocercis angustifolia F.Muell.",4,205.5,25.1727365748475,12.5863682874238
"Thyridolepis multiculmis (Pilg.) S.T.Blake",63,185.253968253968,49.7642727958744,6.26970904732669
"Galium migrans Ehrend. & McGill.",12,189.25,31.8180194801054,9.18507105595979
"Anthocercis littorea Labill.",27,220.962962962963,21.4860983347936,4.13500155247596
"Rytidosperma nudiflorum (P.Morris) Connor & Edgar",17,118.941176470588,40.2577175648274,9.76393069212157
"Lepidium papillosum F.Muell.",62,178.645161290323,45.2534200407372,5.74719009236659
"Entolasia marginata (R.Br.) Hughes",54,160.611111111111,42.9674807559825,5.84713352138959
"Solanum torvum Sw.",552,215.097826086957,49.5443982704828,2.10874962951305
"Solanum symonii H.Eichler",42,213.285714285714,27.967128539513,4.31542162246729
"Solanum acanthodapis A.R.Bean",1,173,NA,NA
"Urochloa mosambicensis (Hack.) Dandy",217,197.861751152074,39.1277497279248,2.65616472648908
"Urochloa trichopus (Hochst.) Stapf",75,196.08,42.8141047736323,4.94374698323389
"Uranthoecium truncatum (Maiden & Betche) Stapf",67,195.164179104478,25.5322713294404,3.11926340147215
"Nicotiana simulans N.T.Burb.",132,179.856060606061,43.0453573270817,3.7466174516369
"Rytidosperma erianthum (Lindl.) Connor & Edgar",71,172.549295774648,53.4690267437659,6.3456060220978
"Dichelachne rara (R.Br.) Vickery",81,145.444444444444,44.8642396569918,4.98491551744354
"Lepidium foliosum Desv.",17,184,21.6535216535325,5.25175040847727
"Solanum oligacanthum F.Muell.",36,183.194444444444,36.7142007904644,6.11903346507741
"Aristida obscura Henrard",78,177.692307692308,39.6292256355776,4.48712620680988
"Paspalidium jubiflorum (Trin.) Hughes",208,196.293269230769,39.0208114035809,2.70560646780425
"Chloris pectinata Benth.",188,201.797872340426,34.2149792968384,2.49538383211699
"Dichelachne inaequiglumis (Hack.) Edgar & Connor",55,137.981818181818,45.4269828891461,6.12537312319647
"Astrebla lappacea (Lindl.) Domin",138,183.384057971014,31.9281406811339,2.71790382697993
"Amphipogon caricinus F.Muell.",122,205.385245901639,32.0684821766261,2.90334395831205
"Eriachne aristidea F.Muell.",204,209.107843137255,38.0001054866944,2.66053954519908
"Solanum lucani F.Muell.",57,235.210526315789,24.8213163301406,3.28766366242181
"Glyceria australis C.E.Hubb.",60,158.883333333333,48.0667232813477,6.20538729251399
"Yakirra australiensis (Domin) Lazarides & R.D.Webster",164,215.036585365854,34.9625373993018,2.73011549541002
"Nicotiana gossei Domin",24,162.583333333333,32.9319676416946,6.72220974566655
"Anthocercis sylvicola T.D.Macfarl. & Ward.-Johnson",1,194,NA,NA
"Aristida hygrometrica R.Br.",104,225.528846153846,24.5688873940585,2.409177620184
"Bothriochloa bladhii (Retz.) S.T.Blake",236,203.39406779661,56.0092831095565,3.6458937864249
"Solanum hoplopetalum Bitter & Summerh.",49,215.020408163265,27.2507567142015,3.89296524488593
"Anthotroche walcottii F.Muell.",7,236,11.7046999107196,4.42396073348629
"Sorghum intrans F.Muell. ex Benth.",20,241.9,14.9169631451473,3.33553436104085
"Aristida ramosa R.Br.",96,169.489583333333,44.2119285622442,4.51236106341166
