"species","n","mean","sd","se"
"Dodecatheon clevelandii Greene",23,90.695652173913,6.34202994896096,1.32240465874001
"Stipa pulchra Hitchc.",24,90.0833333333333,4.83570656378305,0.987084468924656
"Bromus pseudolaevipes Wagnon",20,89.15,9.94339241062018,2.22341013571022
"Salvia funerea M.E.Jones",9,61.2222222222222,20.2161926297818,6.73873087659394
"Lupinus chamissonis Eschsch.",18,88.7222222222222,6.48804833843199,1.52924765892379
"Lupinus albifrons Benth.",45,83.4444444444444,12.3224767941934,1.83692638419867
"Lupinus albicaulis Douglas",38,72.3157894736842,15.7155548064139,2.54939963455485
"Cirsium occidentale (Nutt.) Jeps.",33,83.7878787878788,11.6021484426312,2.01967480494328
"Cymopterus deserticola Brandegee",1,62,NA,NA
"Lupinus formosus Greene",35,82.4285714285714,11.381837219333,1.92388163050934
"Lupinus excubitus M.E.Jones",31,79.1612903225806,16.9923448925166,3.05191523656358
"Lupinus duranii Eastw.",1,54,NA,NA
"Oreonana vestita (S.Watson) Jeps.",3,84.3333333333333,8.50490054811538,4.91030662088541
"Perideridia parishii (J.M.Coult. & Rose) A.Nelson & J.F.Macbr.",28,70.2857142857143,17.1028634008442,3.23213737612444
"Lupinus arboreus Sims",28,77.2142857142857,20.2069975830837,3.81876359629448
"Yabea microcarpa (Hook. & Arn.) Koso-Pol.",84,71.2380952380952,19.2620602481372,2.10166307447354
"Muhlenbergia asperifolia (Nees & Meyen ex Trin.) Parodi",375,53.3973333333333,26.2471693066736,1.35539799479778
"Daucus pusillus Michx.",251,51.589641434263,27.5559600135963,1.73931677325688
"Clarkia heterandra (Torr.) F.H.Lewis & P.H.Raven",16,85.1875,6.47269907637713,1.61817476909428
"Lepidium nitidum Nutt.",47,86,12.0144840125141,1.75249260833696
"Tauschia arguta (Torr. & Gray) J.F.Macbr.",13,85.6923076923077,14.2090617528898,3.94088467125219
"Linanthus dianthiflorus (Benth.) Greene",19,88.0526315789474,9.35992452611146,2.14731395413093
"Lupinus succulentus Douglas ex K.Koch",52,83.8269230769231,18.6450026462922,2.58559665662954
"Elymus glaucus Buckley",248,47.0967741935484,22.8828805959796,1.4530643709098
"Salvia leucophylla Greene",14,89.4285714285714,9.15435403522268,2.44660402835963
"Gilia achilleifolia Benth.",18,86.1111111111111,13.7750366237963,3.24680726925979
"Oenothera suffrutescens (Ser.) W.L.Wagner & Hoch",243,59.8353909465021,15.3398707578386,0.98405316793024
"Solanum mauritianum Scop.",223,46.5112107623318,25.5904791182272,1.7136652318664
"Nicotiana clevelandii A.Gray",44,85.8863636363636,20.1554608089925,3.03855004455188
"Muhlenbergia microsperma (DC.) Kunth",146,79.5547945205479,21.7506340206973,1.80009527963641
"Primula suffrutescens A.Gray",8,75,4.40778532015472,1.55838744494796
"Cardamine californica (Nutt.) Greene",46,82.7391304347826,13.0391458183233,1.92251716604253
"Athysanus pusillus (Hook.) Greene",92,67.6195652173913,20.7252261172486,2.16075419001924
"Barbarea orthoceras Ledeb.",433,49.8498845265589,22.9282921267099,1.10186340159226
"Lomatium dasycarpum (Torr. & Gray) J.M.Coult. & Rose",26,86.7692307692308,8.31051234188455,1.62982556150858
"Lupinus hirsutissimus Benth.",28,87.1785714285714,10.7808251296545,2.03738444436725
"Microsteris gracilis (Hook.) Greene",195,50.8307692307692,21.6251351684728,1.54860809472566
"Draba breweri S.Watson",5,63.6,12.36122971229,5.5281099844341
"Draba lonchocarpa Rydb.",117,40.3504273504274,15.5498731779484,1.43758628384757
"Draba lemmonii S.Watson",4,68,10.0332779621949,5.01663898109747
"Eremalche parryi (Greene) Greene",10,82,14.2594997574716,4.50924975282289
"Eremalche exilis (A.Gray) Greene",46,64.7608695652174,21.2133970066179,3.12774475134619
"Draba cruciata Payson",1,81,NA,NA
"Sphaeralcea angustifolia (Cav.) G.Don",164,66.2439024390244,21.3820410714941,1.66965689549596
"Clarkia similis F.H.Lewis & W.R.Ernst",11,88.4545454545455,7.55464938119085,2.27781249273642
"Eremothera refracta (S.Watson) W.L.Wagner & Hoch",22,57.1363636363636,13.4635149112791,2.87043102374914
"Perideridia pringlei (J.M.Coult. & Rose) A.Nelson & J.F.Macbr.",6,90.6666666666667,6.02218122167265,2.45854518861144
"Clarkia delicata (Abrams) A.Nelson & J.F.Macbr.",4,85.75,8.99536917900909,4.49768458950455
"Gilia tricolor Benth.",27,86.5185185185185,6.54787323293937,1.26013879121903
"Gilia sinuata Douglas ex Benth.",119,44.7394957983193,18.8937538709714,1.73198757767404
"Collomia linearis Nutt.",365,43.1616438356164,18.123012434691,0.948601825771716
"Collomia grandiflora Lindl.",112,50.3035714285714,22.8634171327438,2.16038985194191
"Allophyllum integrifolium (Brand) A.D.Grant & V.E.Grant",14,77.8571428571429,14.23353106553,3.80407118937261
"Epilobium minutum Lindl. ex Lehm.",81,63.641975308642,22.0001753640598,2.44446392933998
"Ludwigia peploides (Kunth) P.H.Raven",262,58.4923664122137,34.2509045512359,2.11602794987409
"Ludwigia palustris (L.) Elliott",412,35.2063106796116,25.1811666189741,1.24058703640043
"Cardamine oligosperma Nutt.",130,55.1538461538462,25.1936566208567,2.209629857499
"Oenothera longissima Rydb.",21,43.4761904761905,18.6537370186755,4.0705791372324
"Xylonagra arborea (Kellogg) Donn.Sm. & Rose",5,82.2,6.97853852894716,3.12089730686545
"Polemonium micranthum Benth.",83,42.3975903614458,19.80880548167,2.17429887497522
"Leptosiphon ciliatus (Benth.) Jeps.",44,77.2727272727273,15.027670039218,2.2655064996978
"Linanthus dichotomus Benth.",48,67.9791666666667,19.5202999446494,2.81751260692639
"Phlox condensata (A.Gray) E.Nelson",23,44.3478260869565,20.1192099421337,4.19514527237529
"Leptosiphon bicolor Nutt.",42,77,16.5027713858804,2.54643290849991
"Ipomopsis effusa (A.Gray) Moran",8,66.75,9.66215001214237,3.41608589721378
"Leptosiphon montanus (Greene) J.M.Porter & L.A.Johnson",14,83.0714285714286,6.54527763663692,1.7492990298292
"Leptosiphon nuttallii (A.Gray) J.M.Porter & L.A.Johnson",35,49.8285714285714,19.5560818195889,3.3055811511289
"Linanthus orcuttii (Parry & Gray) Jeps.",6,67.3333333333333,13.1250396824797,5.3582750126427
"Gilia cana (M.E.Jones) A.Heller",13,64.6153846153846,20.3123052258906,5.63361984729414
"Gilia ochroleuca M.E.Jones",14,70.7142857142857,21.4527336304672,5.73348423249511
"Elymus spicatus (Pursh) Gould",62,39.5,18.1322554726264,2.30279874782345
"Poa pratensis L.",2211,43.8896426956128,24.400366001425,0.518921864013628
"Lepidium virginicum L.",503,45.0218687872763,29.579279635442,1.31887489232818
"Muhlenbergia rigens (Benth.) Hitchc.",118,77.728813559322,22.2221345789956,2.0457133048944
"Thysanocarpus laciniatus Nutt.",50,75.94,18.7327172048678,2.64920627312239
"Muhlenbergia porteri Scribn. ex Beal",94,57.6382978723404,16.2175075076221,1.6727081804723
"Lepidium oxycarpum Torr. & A.Gray",11,89,4.40454310910905,1.32801971507819
"Lepidium strictum (S.Watson) Rattan",36,91.5277777777778,25.5471397460919,4.25785662434865
"Kelloggia galioides Torr.",70,50.8,21.2334163764217,2.53787867270086
"Lepidium montanum Nutt.",94,44.3829787234043,20.936209505332,2.15940512999248
"Festuca idahoensis Elmer",201,41.6915422885572,20.2700364604865,1.42973813506981
"Festuca roemeri (Pavlick) E.B.Alexeev",31,71.0645161290323,13.5053951783993,2.42564058000736
"Gambelia juncea (Benth.) D.A.Sutton",21,88.8571428571429,15.7075959786522,3.42767845514085
"Draba pterosperma Payson",1,83,NA,NA
"Nicotiana obtusifolia M.Martens & Galeotti",141,69.3829787234042,23.8628999478473,2.00961870332978
"Nicotiana trigonophylla Dunal",162,75.1604938271605,22.9766053258788,1.80521260384176
"Nicotiana palmeri A.Gray",5,61.4,17.3147336104255,7.74338427304238
"Lycium cooperi A.Gray",17,66.8235294117647,18.0389692544975,4.37509268315074
"Lycium parishii A.Gray",12,74.1666666666667,11.6761865920913,3.37062473602611
"Physalis crassifolia Benth.",85,73.3058823529412,25.3940485760194,2.75437129173254
"Heracleum lanatum Michx.",322,41.8944099378882,21.1109227414752,1.17646572911857
"Heracleum sphondylium L.",223,27.47533632287,11.3668584069669,0.761181139187556
"Heracleum sibiricum L.",70,31.1714285714286,7.1139206837597,0.850276152576528
"Heracleum pyrenaicum Lam.",2,19,4.24264068711928,3
"Lomatium macrocarpum (Hook. & Arn.) J.M.Coult. & Rose",130,47.7846153846154,23.3775830526983,2.05034966883852
"Thysanocarpus conchuliferus Greene",2,101,1.4142135623731,1
"Oenothera xenogaura W.L.Wagner & Hoch",7,94.1428571428571,5.7279598296011,2.1649653184132
"Sibara angelorum (S.Watson) Greene",10,83,7.87400787401181,2.48997991959775
"Thysanocarpus erectus S.Watson",9,79.1111111111111,12.5244205898361,4.17480686327871
"Collomia tinctoria Kellogg",50,58.3,22.915327728356,3.24071672596652
"Eulobus crassifolius (Greene) W.L.Wagner & Hoch",8,87.125,10.3155569062322,3.64710012005625
"Salvia pachyphylla Epling ex Munz",15,62.3333333333333,14.9124428710038,3.85037619271115
"Aristida purpurea Nutt.",233,54.6995708154506,20.6801347663147,1.35480067417713
"Muhlenbergia richardsonis (Trin.) Rydb.",255,44.956862745098,19.07925095203,1.19478904018706
"Aristida adscensionis L.",852,83.1173708920188,30.0402836257951,1.02916315902058
"Cymopterus cinerarius A.Gray",5,50.8,17.1084774307944,7.65114370535543
"Cymopterus gilmanii Morton",5,39.6,7.23187389270582,3.23419232575925
"Podistera nevadensis (A.Gray) S.Watson",2,65,1.4142135623731,1
"Lomatium parvifolium (Hook. & Arn.) Jeps.",7,86.4285714285714,15.8835044711712,6.00340039698591
"Perideridia oregana (Nutt. ex Torr. & Gray) Mathias",28,65.6071428571429,18.8076802391692,3.55431747506182
"Muhlenbergia longiligula Hitchc.",44,72.9545454545455,22.7401443466145,3.42820574892008
"Sporobolus cryptandrus (Torr.) A.Gray",522,48.0938697318008,21.9139128973016,0.959145910847781
"Agrostis idahoensis Nash",102,49.3921568627451,22.9019247160129,2.26762844869969
"Bouteloua aristidoides (Kunth) Griseb.",214,80.0280373831776,23.2449531879978,1.58899228736624
"Galium californicum Hook. & Arn.",22,88.2727272727273,6.18894419937927,1.31948733679256
"Eragrostis pectinacea (Michx.) Nees",588,53.4948979591837,29.1033810447323,1.20020320575032
"Calamagrostis rubescens Buckley",99,41.8585858585859,22.8709824624157,2.2986202246858
"Chloris virgata Sw.",467,68.4625267665953,28.3549730035303,1.31211166909915
"Aristida divaricata Humb. & Bonpl. ex Willd.",149,76.5704697986577,20.4936559180129,1.67890570961701
"Ammophila arenaria (L.) Link",209,35.8947368421053,23.0383964839267,1.59359920722134
"Eragrostis hypnoides (Lam.) Britton, Sterns & Poggenb.",453,45.4194260485651,25.2722481083225,1.18739379629522
"Danthonia californica Bol.",139,50.158273381295,21.7449840935575,1.84438547842225
"Crypsis vaginiflora (Forssk.) Opiz",34,80.9411764705882,23.2573757300066,3.98860703182386
"Eremothera boothii (Douglas) W.L.Wagner & Hoch",23,63.4347826086956,20.888940281569,4.35564514308459
"Poa fendleriana (Steud.) Vasey",201,46.5820895522388,20.8553225247643,1.47102103101596
"Panicum hirticaule J.Presl",191,81.0837696335079,23.6468157070565,1.7110235341656
"Panicum capillare L.",509,39.8939096267191,22.8191396009068,1.01144058026074
"Hordeum jubatum L.",709,46.5317348377997,21.1649606490119,0.794866781711792
"Muhlenbergia minutissima (Steud.) Swallen",126,70.3412698412698,26.8968883548749,2.39616526176789
"Koeleria macrantha (Ledeb.) Schult.",750,47.7946666666667,23.8476578710951,0.870793343977628
"Imperata brevifolia Vasey",24,57.125,21.9887570085853,4.48843622909012
"Festuca occidentalis Hook.",147,46.1156462585034,23.7000424850214,1.95474655836181
"Glyceria elata (Nash) M.E.Jones",165,45.7575757575758,22.1541582055047,1.72469887717727
"Bromus porteri (Coult.) Nash",133,42.8947368421053,21.4815858980517,1.86268972933894
"Phlox diffusa Benth.",79,57.0886075949367,19.3332382005292,2.17515923851363
"Navarretia divaricata (Torr. ex Gray) Greene",34,65.4705882352941,22.3311649251941,3.82976318925481
"Elymus elymoides (Raf.) Swezey",273,50.2564102564103,21.4512144248679,1.29828655791122
"Setaria viridis (L.) P.Beauv.",1196,51.4565217391304,29.4398576937738,0.85127546496353
"Sporobolus contractus Hitchc.",117,60.2051282051282,23.3103271702725,2.15504050923741
"Puccinellia nuttalliana (Schult.) Hitchc.",307,50.3061889250814,16.2264629179293,0.926093154267376
"Epilobium ciliatum Raf.",532,42.3139097744361,23.8977962354453,1.03610086827053
"Epilobium canum (Greene) P.H.Raven",51,73.3137254901961,21.151350024127,2.96178141890904
"Salvia brandegeei Munz",8,91.25,6.22781777878209,2.20186609168548
"Lupinus latifolius Lindl. ex J.Agardh",65,72.5846153846154,18.3940312225293,2.28149878071204
"Clarkia xantiana A.Gray",7,84.1428571428571,5.5805785670356,2.1092604371762
"Salvia dorrii (Kellogg) Abrams",53,46.9245283018868,19.598713710347,2.69209036792217
"Salvia spathacea Greene",10,96.9,4.88648931010575,1.5452435981999
"Lupinus andersonii S.Watson",37,76.1081081081081,13.6234760284994,2.23968566266412
"Agrostis scabra Willd.",930,42.2032258064516,21.103991590637,0.69202714616535
"Clarkia imbricata H. & Lewis",1,92,NA,NA
"Pennisetum clandestinum Hochst. ex Chiov.",113,69.3097345132743,27.4086403367161,2.57838799387692
"Leptosiphon melingii (Wiggins) J.M.Porter & L.A.Johnson",4,67,14.0237893119751,7.01189465598754
"Salvia carduacea Benth.",21,83.7619047619048,8.56682416012353,1.86943429424488
"Salvia cedrosensis Greene",5,80.6,8.1117199162693,3.62767142944341
"Deschampsia elongata (Hook.) Munro",178,53.7022471910112,24.0024974102124,1.79906324239953
"Clarkia franciscana F.H.Lewis & Raven",3,86.3333333333333,2.88675134594813,1.66666666666667
"Lupinus argenteus Pursh",183,45.1912568306011,18.8070459690518,1.39025684241435
"Muhlenbergia arsenei Hitchc.",12,50.3333333333333,15.0171618994786,4.33508123256408
"Clarkia rostrata W.S.Davis",1,87,NA,NA
"Solanum hindsianum Benth.",44,90.9318181818182,18.9557596662416,2.85768829223073
"Clarkia concinna (Fisch. & C.A.Mey.) Greene",13,88.8461538461538,6.68139398935773,1.8530852784774
"Vulpia octoflora (Walter) Rydb.",484,44.3904958677686,23.7782716672241,1.08083053032837
"Camissoniopsis cheiranthifolia (Hornem. ex Spreng.) W.L.Wagner & Hoch",16,88.375,9.58384056628656,2.39596014157164
"Aristida hamulosa Henrard",78,78.6025641025641,21.180326416423,2.39819971770019
"Ipomopsis guttata (A.Gray) Moran",2,74.5,17.6776695296637,12.5
"Ipomopsis tenuifolia (A.Gray) V.E.Grant",13,70.5384615384615,11.0575418049958,3.06681030449993
"Navarretia peninsularis Greene",7,77.7142857142857,14.0797050834915,5.32162831200719
"Gayophytum eriospermum Coville",9,79.8888888888889,12.5343971179754,4.17813237265848
"Eremalche rotundifolia (A.Gray) Greene",26,57.8461538461538,8.97860705317838,1.76084971419378
"Chylismia claviformis A.Heller",27,59.9259259259259,14.2476068865723,2.74195322375682
"Saussurea americana D.C.Eaton",34,49.3823529411765,17.6085631817648,3.01984367206514
"Gayophytum heterozygum F.H.Lewis & Szweyk.",40,71.35,18.7350624259052,2.962273468565
"Castilleja miniata Douglas ex Hook.",299,42.7892976588629,18.4906765688782,1.06934343619405
"Navarretia squarrosa (Eschsch.) Hook. & Arn.",40,74.225,16.8302040757315,2.66108891823803
"Navarretia intertexta (Benth.) Hook.",62,58.5967741935484,25.36776040789,3.22170879351243
"Navarretia propinqua Suksd.",18,51.5555555555556,21.1721854778503,4.99033197464244
"Oenothera deltoides Torr. & Frém.",51,60.6078431372549,19.5489932542549,2.7374065916731
"Epilobium obcordatum A.Gray",25,52.48,20.8748652690263,4.17497305380526
"Lupinus nanus Douglas ex Benth.",33,85.7878787878788,9.43649026306118,1.64268210544246
"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.",239,56.1799163179916,29.914532568912,1.93501025352337
"Bromus carinatus Hook. & Arn.",246,69.5162601626016,24.7756821985896,1.57963980200786
"Cardamine bellidifolia L.",552,48.3876811594203,20.8776157378265,0.888610337174823
"Cardamine alpina Willd.",14,26.6428571428571,11.2769822944939,3.01390029305087
"Bouteloua curtipendula (Michx.) Torr.",509,59.2809430255403,26.0346840563142,1.15396708243009
"Streptanthus tortuosus Kellogg",26,80.1153846153846,7.25163111624922,1.42216186796659
"Danthonia intermedia Vasey",240,41.15,17.4562932987567,1.12679888720995
"Deschampsia cespitosa (L.) P.Beauv.",1273,40.8240377062058,22.0417803752733,0.617778043480748
"Bromus orcuttianus Vasey",48,71.0208333333333,19.2160057214429,2.77359151900611
"Calamagrostis canadensis (Michx.) P.Beauv.",812,40.5012315270936,20.2197239461689,0.709573205223067
"Cenchrus incertus M.A.Curtis",310,59,30.3013986027304,1.72100379306582
"Cinna latifolia (Trevir.) Griseb.",600,38.1366666666667,20.2604408802802,0.827129035341854
"Festuca kingii (S.Watson) Cassidy",14,39.3571428571429,20.2165474601573,5.4030995813831
"Glyceria borealis (Nash) Batch.",405,37.3604938271605,19.2843090105131,0.958245018813756
"Elymus multisetus (J.G.Sm.) Burtt Davy",71,65.6056338028169,23.6778853262095,2.81004800099628
"Enneapogon desvauxii P.Beauv.",254,80.7165354330709,28.494614327217,1.78791111747853
"Muhlenbergia montana (Nutt.) Hitchc.",138,67.7536231884058,27.2813969915982,2.322346735732
"Muhlenbergia californica Vasey",3,85.3333333333333,8.14452781524708,4.70224532655529
"Festuca californica Vasey",30,83.1333333333333,11.6965463023193,2.13548741822797
"Festuca brachyphylla Schult. & Schult.f.",596,50.6342281879195,20.9427495624437,0.857848447249504
"Neostapfia colusana (Burtt Davy) Burtt Davy",3,88,4.35889894354067,2.51661147842358
"Phleum alpinum L.",749,38.5647530040053,18.3939404358726,0.672099955968101
"Phalaris angusta Nees ex Trin.",127,44.3149606299213,27.035162520289,2.3989827445501
"Orcuttia tenuis Hitchc.",7,81.2857142857143,5.73626724488686,2.16810522625375
"Leersia oryzoides (L.) Sw.",670,33.7358208955224,19.0703300767301,0.736751126731041
"Melica bulbosa Porter & J.M.Coult.",95,43.5263157894737,22.5090251900343,2.30937725715146
"Lomatium californicum (Nutt. ex Torr. & Gray) Mathias & Constance",22,82.0909090909091,13.305598860591,2.8367632086184
"Arracacia brandegeei J.M.Coult. & Rose",7,103.857142857143,13.3345237563823,5.03997624441006
"Perideridia kelloggii (A.Gray) Mathias",21,79.3809523809524,15.809731782912,3.44996631486398
"Lupinus leucophyllus Douglas ex Lindl.",66,43.3939393939394,18.6513590248323,2.29582359115744
"Draba densifolia Nutt.",51,40.8627450980392,19.9760052140994,2.7972002259743
