"clade","Group.1","waiting_times","alpha","sigma.sq","theta"
"Panicoideae","perennial",25.7723260447999,2.23586369345288,0.000390908753475083,5.71230186240864
"Polemoniaceae","annual",85.7693861735612,0.0910934878217074,3.74791289510579e-05,5.71668617134303
"Polemoniaceae","perennial",114.149149755258,0.0910934878217074,4.22421855458e-05,5.69266013501072
"Pooideae","annual",50.0550015645774,1.79546200766815,0.00049091979292968,5.70839620949633
"Pooideae","perennial",32.6188763829526,1.79546200766815,0.00121052800101288,5.68587638838475
"Primulaceae","annual",40.0267636024969,0.21131656014195,0.00010666390460642,5.68146217661994
"Primulaceae","perennial",84.4391837740168,0.21131656014195,0.000107480276548528,5.68045900511829
"Rubieae","annual",18.3531875662696,4.40248024912145,0.000755481345789497,5.70546933343581
"Rubieae","perennial",24.018103970836,4.40248024912145,0.000869757851724338,5.69494974813739
"Salvia","annual",48.3260005996405,0.084650047626434,2.74258582375451e-05,5.71564015333317
"Salvia","perennial",66.5459150713462,0.084650047626434,3.42772347855781e-05,5.70519572519076
"Solanaceae","annual",34.5842814648327,0.155231763331147,7.64666592263993e-05,5.70018629887702
"Solanaceae","perennial",74.7541297683049,0.155231763331147,7.64666592263993e-05,5.70001727938785
"Spermacoceae","annual",28.5208093565936,0.0405913269304077,9.92113997396593e-06,5.71121358586375
"Spermacoceae","perennial",83.1548714796605,0.0405913269304077,1.0048639946171e-05,5.70865014512901
"Thelypodieae","annual",23.1362241138044,0.110869132986796,6.73118380665862e-05,5.72341629243912
"Thelypodieae","perennial",13.8156719960838,0.110869132986796,9.20636811596281e-05,5.68001463447123
