"species","temp","lon","lat"
"Linaria alpina (L.) Mill.",73,-4.8436,43.066
"Linaria alpina (L.) Mill.",87,0.97,42.66
"Linaria alpina (L.) Mill.",89,-0.44,42.744
"Linaria alpina (L.) Mill.",88,-0.704,42.875
"Linaria alpina (L.) Mill.",80,2.05,42
"Linaria alpina (L.) Mill.",83,14.2,47.13
"Linaria alpina (L.) Mill.",65,27.416666,58.05
"Linaria alpina (L.) Mill.",84,12.01667,46.91667
"Linaria alpina (L.) Mill.",81,13.836667,47.872778
"Linaria alpina (L.) Mill.",84,14.54167,46.375
"Linaria alpina (L.) Mill.",93,-1.823016,41.768849
"Linaria alpina (L.) Mill.",85,-0.18,43.25
"Linaria alpina (L.) Mill.",83,13.205213,42.924289
"Linaria alpina (L.) Mill.",77,5.03351,45.805425
"Linaria alpina (L.) Mill.",79,9.41668,47.31776
"Linaria alpina (L.) Mill.",80,15.84,47.6944
"Linaria alpina (L.) Mill.",91,-6.751,42.2427
"Linaria alpina (L.) Mill.",94,-5.26639,40.26861
"Linaria alpina (L.) Mill.",74,2.5,42.583333
"Linaria alpina (L.) Mill.",78,6.92889,44.18936
"Linaria alpina (L.) Mill.",71,6.03686,49.5333
"Linaria alpina (L.) Mill.",77,13.55,42.44
"Linaria alpina (L.) Mill.",67,14.1,42.1167
"Linaria alpina (L.) Mill.",93,-3.3162,42.1888
"Linaria alpina (L.) Mill.",82,25.405,45.402889
"Linaria alpina (L.) Mill.",63,7.787778,44.165833
"Linaria alpina (L.) Mill.",94,-5.3502,40.1747
"Linaria alpina (L.) Mill.",77,16.03,48.65
"Linaria alpina (L.) Mill.",68,14.159527,57.781999
"Linaria alpina (L.) Mill.",67,14.048284,57.184036
"Linaria alpina (L.) Mill.",85,19.76389,42.43028
"Linaria alpina (L.) Mill.",84,32.31667,47.57083
"Linaria alpina (L.) Mill.",125,-7.856667,31.194167
"Linaria alpina (L.) Mill.",60,15.9782,58.19544
"Linaria alpina (L.) Mill.",83,6.189772,44.735807
"Linaria alpina (L.) Mill.",67,14.68633,58.36496
"Linaria alpina (L.) Mill.",87,-2.347209,42.635991
"Linaria alpina (L.) Mill.",68,6.077055,50.75558
"Linaria alpina (L.) Mill.",82,6.27083,45.21917
"Linaria alpina (L.) Mill.",66,-4.97,43.26
"Linaria alpina (L.) Mill.",92,0.61,41.61
"Linaria alpina (L.) Mill.",97,-7,38.8
"Linaria alpina (L.) Mill.",73,4.22514,47.6993
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",50,24.69444,40.65972
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",13,24.02139,35.51833
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",13,4,39.98
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",13,2.68,39.77
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",83,10.751389,45.685
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",82,13.06,47.77
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",13,3.06,39.53
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",52,3.12,42.47
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",73,2.50678,48.68899
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",80,14.55011,47.88689
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",79,2.396944,44.598625
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",84,11.4,47.266667
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",80,16.213056,47.964722
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",84,13.30694,47.11722
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",81,15.91056,46.87611
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",42,6.12959,43.07879
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",81,15.43889,47.0775
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",79,6.65896,46.57164
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",77,15.651944,48.490278
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",78,7.156944,47.094167
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",71,3.616667,49.566667
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",73,5.9013,49.0565
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",60,16.3147,39.8322
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",86,11.79667,43.065
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",61,21.674999,37.241669
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",29,20.483333,38.166667
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",74,1.5,47.5
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",31,14.47167,44.53222
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",83,11.23167,43.88222
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",74,2.5055,46.72361
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",20,-1.71278,49.58083
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",33,26.683333,37.766667
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",94,21.861389,38.686111
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",69,12.98,41.86
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",15,25.2,37.6
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",18,24.4,38.033333
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",83,14.245283,46.399636
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",18,12.55,38.029999
"Cymbalaria longipes (Boiss. & Heldr.) A.Chev.",12,26.28056,35.11639
"Cymbalaria longipes (Boiss. & Heldr.) A.Chev.",45,29.666667,36.183333
"Cymbalaria longipes (Boiss. & Heldr.) A.Chev.",103,35.17972,39.06056
"Cymbalaria longipes (Boiss. & Heldr.) A.Chev.",26,27.833333,36.25
"Cymbalaria longipes (Boiss. & Heldr.) A.Chev.",15,26.283333,36.583333
"Cymbalaria longipes (Boiss. & Heldr.) A.Chev.",25,23.15,36.45
"Cymbalaria longipes (Boiss. & Heldr.) A.Chev.",33,26.683333,37.766667
"Cymbalaria longipes (Boiss. & Heldr.) A.Chev.",51,23.5,37.966667
"Cymbalaria longipes (Boiss. & Heldr.) A.Chev.",18,26.05,37.533333
"Cymbalaria longipes (Boiss. & Heldr.) A.Chev.",14,25.95,36.883333
"Linaria pelisseriana (L.) Mill.",13,25.05,36.983333
"Linaria pelisseriana (L.) Mill.",49,13.889924,45.274144
"Linaria pelisseriana (L.) Mill.",60,6.3425,43.39222
"Linaria pelisseriana (L.) Mill.",39,13.894772,40.730104
"Linaria pelisseriana (L.) Mill.",88,17.897949,43.962582
"Linaria pelisseriana (L.) Mill.",52,3.36944,43.30556
"Linaria pelisseriana (L.) Mill.",69,14,37.5
"Linaria pelisseriana (L.) Mill.",18,12.473826,37.805736
"Linaria pelisseriana (L.) Mill.",58,22.4,36.883333
"Linaria pelisseriana (L.) Mill.",12,25.533333,35.2
"Linaria pelisseriana (L.) Mill.",35,20.62297,38.22638
"Linaria pelisseriana (L.) Mill.",92,21.259439,40.159721
"Linaria pelisseriana (L.) Mill.",83,21.35,38.741112
"Linaria pelisseriana (L.) Mill.",80,25.383333,41.15
"Linaria pelisseriana (L.) Mill.",61,23.478331,40.35556
"Linaria pelisseriana (L.) Mill.",79,25.763611,41.098061
"Linaria pelisseriana (L.) Mill.",85,24.216667,41.35
"Linaria pelisseriana (L.) Mill.",82,24.91111,41.246109
"Linaria pelisseriana (L.) Mill.",12,25.716667,35.233333
"Linaria pelisseriana (L.) Mill.",32,23.88278,38.08111
"Linaria pelisseriana (L.) Mill.",71,11.25,42.83333
"Linaria pelisseriana (L.) Mill.",22,24.19389,38.258888
"Linaria pelisseriana (L.) Mill.",52,14.48444,45.12361
"Linaria pelisseriana (L.) Mill.",55,3.06,42.36
"Linaria pelisseriana (L.) Mill.",60,2.82,41.87
"Linaria pelisseriana (L.) Mill.",56,2.687222,41.704444
"Linaria pelisseriana (L.) Mill.",13,4.0552,39.9802
"Linaria pelisseriana (L.) Mill.",87,0.9,42.55
"Linaria pelisseriana (L.) Mill.",37,8.70278,42.275
"Linaria pelisseriana (L.) Mill.",47,23.465561,40.01722
"Linaria pelisseriana (L.) Mill.",92,22.10194,40.299999
"Linaria pelisseriana (L.) Mill.",64,10.39944,43.62917
"Linaria pelisseriana (L.) Mill.",77,4.779777,45.726417
"Linaria pelisseriana (L.) Mill.",42,6.12959,43.07879
"Linaria pelisseriana (L.) Mill.",78,5.55212,43.90417
"Linaria pelisseriana (L.) Mill.",59,6.77167,43.5085
"Linaria pelisseriana (L.) Mill.",29,8.9084,39.1954
"Linaria pelisseriana (L.) Mill.",34,9.15512,39.31586
"Linaria pelisseriana (L.) Mill.",42,9,41.73333
"Linaria pelisseriana (L.) Mill.",38,8.76806,42.25889
"Linaria pelisseriana (L.) Mill.",88,26.57511,42.02447
"Linaria pelisseriana (L.) Mill.",85,26.95169,42.05258
"Linaria pelisseriana (L.) Mill.",80,19.57306,42.06806
"Linaria pelisseriana (L.) Mill.",73,18.14833,49.61222
"Linaria pelisseriana (L.) Mill.",12,23.82306,35.38167
"Linaria pelisseriana (L.) Mill.",13,23.61083,35.53139
"Linaria pelisseriana (L.) Mill.",93,21.92528,38.005562
"Linaria pelisseriana (L.) Mill.",84,6.7775,44.6681
"Linaria pelisseriana (L.) Mill.",94,-4.1059,40.932
"Linaria pelisseriana (L.) Mill.",50,8.84694,40.42167
"Linaria pelisseriana (L.) Mill.",76,26.8,39.733333
"Linaria pelisseriana (L.) Mill.",93,-3.054219,41.862397
"Linaria pelisseriana (L.) Mill.",61,15.1619,40.1544
"Linaria pelisseriana (L.) Mill.",78,4.5667,45.3833
"Linaria pelisseriana (L.) Mill.",35,20.9092,37.74025
"Linaria pelisseriana (L.) Mill.",42,17.1872,40.7062
"Linaria pelisseriana (L.) Mill.",96,22.129169,38.535
"Linaria pelisseriana (L.) Mill.",92,22.814171,41.225281
"Linaria pelisseriana (L.) Mill.",57,24.7,40.766667
"Linaria pelisseriana (L.) Mill.",91,22.169439,39.92889
"Linaria pelisseriana (L.) Mill.",34,23.98472,40.111389
"Linaria pelisseriana (L.) Mill.",60,27.89722,42.13444
"Linaria pelisseriana (L.) Mill.",82,27.22583,42.61639
"Linaria pelisseriana (L.) Mill.",28,10.075458,42.580947
"Linaria pelisseriana (L.) Mill.",85,11.395584,43.86211
"Linaria pelisseriana (L.) Mill.",32,8.378937,40.51912
"Linaria pelisseriana (L.) Mill.",40,9.809235,40.477687
"Linaria pelisseriana (L.) Mill.",22,8.521137,39.108016
"Linaria pelisseriana (L.) Mill.",41,8.590523,39.90383
"Linaria pelisseriana (L.) Mill.",74,2.44,47.489444
"Linaria pelisseriana (L.) Mill.",75,3.094166,46.98166
"Linaria pelisseriana (L.) Mill.",13,24.616667,36.766667
"Linaria pelisseriana (L.) Mill.",16,24.8,37.933333
"Linaria pelisseriana (L.) Mill.",91,21.514441,40.443329
"Linaria pelisseriana (L.) Mill.",28,23.683333,39.133333
"Linaria pelisseriana (L.) Mill.",40,8.75,42.1
"Linaria pelisseriana (L.) Mill.",87,35.74,33.21
"Linaria pelisseriana (L.) Mill.",61,-0.271231,51.548322
"Linaria pelisseriana (L.) Mill.",18,26.033333,37.55
"Linaria pelisseriana (L.) Mill.",15,26.4,36.566667
"Linaria pelisseriana (L.) Mill.",28,28.066667,36.2
"Linaria pelisseriana (L.) Mill.",26,27.811666,36.261112
"Linaria pelisseriana (L.) Mill.",70,22.8,37.316667
"Linaria pelisseriana (L.) Mill.",44,19.883333,39.533333
"Linaria pelisseriana (L.) Mill.",26,23.116667,36.45
"Linaria pelisseriana (L.) Mill.",74,3.46701,47.832
"Kickxia elatine (L.) Dumort.",77,16.19167,48.66833
"Kickxia elatine (L.) Dumort.",79,16.38333,48.20833
"Kickxia elatine (L.) Dumort.",87,25.953716,42.526638
"Kickxia elatine (L.) Dumort.",79,23.423357,47.56934
"Kickxia elatine (L.) Dumort.",70,19.838607,52.3563
"Kickxia elatine (L.) Dumort.",67,17.647791,43.051671
"Kickxia elatine (L.) Dumort.",87,23.228653,42.653605
"Kickxia elatine (L.) Dumort.",87,22.206717,43.294259
"Kickxia elatine (L.) Dumort.",88,18.394392,43.900599
"Kickxia elatine (L.) Dumort.",89,26.974747,44.637875
"Kickxia elatine (L.) Dumort.",73,18.780003,49.82174
"Kickxia elatine (L.) Dumort.",76,20.86167,48.62472
"Kickxia elatine (L.) Dumort.",44,15.61556,41.91111
"Kickxia elatine (L.) Dumort.",80,16.51028,47.135
"Kickxia elatine (L.) Dumort.",81,15.90833,46.87639
"Kickxia elatine (L.) Dumort.",79,14.41889,48.11389
"Kickxia elatine (L.) Dumort.",81,16.15,46.40833
"Kickxia elatine (L.) Dumort.",75,10.86,48.83
"Kickxia elatine (L.) Dumort.",75,22.339834,48.650756
"Kickxia elatine (L.) Dumort.",77,17.54694,48.86944
"Kickxia elatine (L.) Dumort.",53,13.865495,37.110935
"Kickxia elatine (L.) Dumort.",75,14.08333,50.46667
"Kickxia elatine (L.) Dumort.",87,20.740829,40.055
"Kickxia elatine (L.) Dumort.",79,20.68861,39.53278
"Kickxia elatine (L.) Dumort.",90,21.555559,40.820831
"Kickxia elatine (L.) Dumort.",92,21.24917,39.950279
"Kickxia elatine (L.) Dumort.",92,22.046391,40.853329
"Kickxia elatine (L.) Dumort.",69,12.16111,51.805828
"Kickxia elatine (L.) Dumort.",90,20.636483,41.060267
"Kickxia elatine (L.) Dumort.",70,9.91359,50.6574
"Kickxia elatine (L.) Dumort.",71,9.71,50.02
"Kickxia elatine (L.) Dumort.",78,19.105583,48.37355
"Kickxia elatine (L.) Dumort.",76,21.23081,48.7263
"Kickxia elatine (L.) Dumort.",75,13.92667,50.44972
"Kickxia elatine (L.) Dumort.",88,-2.94,42.68
"Kickxia elatine (L.) Dumort.",82,0.94,41.3
"Kickxia elatine (L.) Dumort.",53,2.7873,41.6837
"Kickxia elatine (L.) Dumort.",77,1.98,41.86
"Kickxia elatine (L.) Dumort.",74,1.71,41.58
"Kickxia elatine (L.) Dumort.",90,-3.01,42.58
"Kickxia elatine (L.) Dumort.",50,2.157,41.364
"Kickxia elatine (L.) Dumort.",56,0.19,40.21
"Kickxia elatine (L.) Dumort.",79,6.11068,46.20113
"Kickxia elatine (L.) Dumort.",78,15.87194,48.39778
"Kickxia elatine (L.) Dumort.",10,-16.91667,32.79167
"Kickxia elatine (L.) Dumort.",83,13.22,47.44
"Kickxia elatine (L.) Dumort.",83,12.7,47.6
"Kickxia elatine (L.) Dumort.",54,37.795639,44.68025
"Kickxia elatine (L.) Dumort.",51,39.457,43.796
"Kickxia elatine (L.) Dumort.",50,4.262855,51.830711
"Kickxia elatine (L.) Dumort.",77,8.73502,47.59594
"Kickxia elatine (L.) Dumort.",78,9.26672,47.58878
"Kickxia elatine (L.) Dumort.",78,6.49147,46.65479
"Kickxia elatine (L.) Dumort.",77,8.80265,47.64014
"Kickxia elatine (L.) Dumort.",77,7.93434,47.28733
"Kickxia elatine (L.) Dumort.",71,13,51
"Kickxia elatine (L.) Dumort.",13,1.33,38.89
"Kickxia elatine (L.) Dumort.",72,10.87,49.67
"Kickxia elatine (L.) Dumort.",72,11.54,50.12
"Kickxia elatine (L.) Dumort.",73,5.0544,43.91467
"Kickxia elatine (L.) Dumort.",78,5.77712,45.97069
"Kickxia elatine (L.) Dumort.",81,7.285,46.226111
"Kickxia elatine (L.) Dumort.",81,8.932778,46.114167
"Kickxia elatine (L.) Dumort.",57,5.016036,51.979316
"Kickxia elatine (L.) Dumort.",68,5.850942,51.071109
"Kickxia elatine (L.) Dumort.",61,-9.25,32.4
"Kickxia elatine (L.) Dumort.",94,38.25,10.083333
"Kickxia elatine (L.) Dumort.",75,36.816667,7.633333
"Kickxia elatine (L.) Dumort.",58,4.061082,51.289247
"Kickxia elatine (L.) Dumort.",56,3.790973,51.222945
"Kickxia elatine (L.) Dumort.",66,6.295774,51.922469
"Kickxia elatine (L.) Dumort.",68,6.034048,50.899433
"Kickxia elatine (L.) Dumort.",56,7.068045,53.127402
"Kickxia elatine (L.) Dumort.",56,6.993373,53.128432
"Kickxia elatine (L.) Dumort.",40,3.760127,51.689988
"Kickxia elatine (L.) Dumort.",NA,4.902009,53.093337
"Kickxia elatine (L.) Dumort.",42,5.783707,53.19252
"Kickxia elatine (L.) Dumort.",104,69.99985,38.38835
"Kickxia elatine (L.) Dumort.",84,0.533333,43.25
"Kickxia elatine (L.) Dumort.",71,6.0947,49.8067
"Kickxia elatine (L.) Dumort.",71,5.94663,49.6302
"Kickxia elatine (L.) Dumort.",70,5.90354,49.9196
"Kickxia elatine (L.) Dumort.",71,6.05058,49.5719
"Kickxia elatine (L.) Dumort.",81,17,47.85
"Kickxia elatine (L.) Dumort.",75,15.29725,50.11823
"Kickxia elatine (L.) Dumort.",79,11.55,48.12
"Kickxia elatine (L.) Dumort.",91,-1.808656,42.421581
"Kickxia elatine (L.) Dumort.",72,27.619444,42.277778
"Kickxia elatine (L.) Dumort.",55,-4.4818,43.3414
"Kickxia elatine (L.) Dumort.",63,-3.8663,43.4377
"Kickxia elatine (L.) Dumort.",73,-0.53,39.54
"Kickxia elatine (L.) Dumort.",73,11.04,49.62
"Kickxia elatine (L.) Dumort.",90,-5.49,42.47
"Kickxia elatine (L.) Dumort.",83,21.263411,46.924514
"Kickxia elatine (L.) Dumort.",55,12.5818,53.7485
"Kickxia elatine (L.) Dumort.",69,16.52,52.8175
"Kickxia elatine (L.) Dumort.",87,21.448891,38.788891
"Kickxia elatine (L.) Dumort.",65,22.85528,37.24667
"Kickxia elatine (L.) Dumort.",26,23.98694,38.548889
"Kickxia elatine (L.) Dumort.",56,48.697844,41.758892
"Kickxia elatine (L.) Dumort.",97,46.748732,39.047076
"Kickxia elatine (L.) Dumort.",95,48.020131,40.615541
"Kickxia elatine (L.) Dumort.",75,38.122291,45.13436
"Kickxia elatine (L.) Dumort.",61,40.261111,43.683333
"Kickxia elatine (L.) Dumort.",45,39.879522,43.54565
"Kickxia elatine (L.) Dumort.",31,33.613889,44.586111
"Kickxia elatine (L.) Dumort.",32,35.156765,44.936856
"Kickxia elatine (L.) Dumort.",40,34.384332,44.64017
"Kickxia elatine (L.) Dumort.",45,33.882179,44.800352
"Kickxia elatine (L.) Dumort.",30,34.073925,44.428739
"Kickxia elatine (L.) Dumort.",60,9.453457,44.274621
"Kickxia elatine (L.) Dumort.",65,-0.25,39.94
"Kickxia elatine (L.) Dumort.",96,-1.24,39.75
"Kickxia elatine (L.) Dumort.",70,4.473792,50.127262
"Kickxia elatine (L.) Dumort.",71,3.313611,49.334722
"Kickxia elatine (L.) Dumort.",70,8.77243,50.27
"Kickxia elatine (L.) Dumort.",94,22.04306,37.84306
"Kickxia elatine (L.) Dumort.",70,35.01,32.46
"Kickxia elatine (L.) Dumort.",9,-15.52,28.03
"Kickxia elatine (L.) Dumort.",75,-5.95,43.279999
"Kickxia elatine (L.) Dumort.",49,-2.42916,47.2777
"Kickxia elatine (L.) Dumort.",14,24.916667,37.433333
"Kickxia elatine (L.) Dumort.",13,24.016667,35.516667
"Kickxia elatine (L.) Dumort.",86,22.55,40.166667
"Kickxia elatine (L.) Dumort.",19,26.15,37.616667
"Kickxia elatine (L.) Dumort.",92,21.833333,38.2
"Kickxia elatine (L.) Dumort.",113,67.5,35.37
"Kickxia elatine (L.) Dumort.",109,69.85,36.58
"Kickxia elatine (L.) Dumort.",112,69.53,36.73
"Kickxia elatine (L.) Dumort.",70,3.65111,50.35472
"Kickxia elatine (L.) Dumort.",73,1.86611,48.85306
"Kickxia elatine (L.) Dumort.",64,-6.59,43.540001
"Kickxia elatine (L.) Dumort.",50,-7.7,43.560001
"Kickxia elatine (L.) Dumort.",75,-1.665,43.188
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",13,4.24,39.97
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",45,13.377321,37.882657
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",48,14.146207,38.000068
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",50,15.4,38.049999
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",67,-7.18,33.62
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",93,22.06444,40.63472
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",77,19.46661,42.05211
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",96,-4.55,34.52
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",13,2.7,39.759998
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",13,3.15,39.75
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",60,2.95,42.38
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",57,0.46,40.49
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",53,4.5492,43.65299
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",54,5.64731,43.27173
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",9,-15.5925,28.0878
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",9,-16.409833,28.255667
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",38,9.39694,41.94917
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",82,30.56167,36.82556
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",79,11.55,48.12
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",53,23.343056,37.595833
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",41,-8.7589,42.27
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",79,-5.266667,35.1
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",69,-4.975353,35.167599
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",54,-8.62,33.12
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",61,20.26667,39.491669
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",55,9.22596,40.240022
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",81,35.904167,34.440277
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",56,-0.14,39.85
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",74,-9.683333,31.5
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",120,-6.71667,32.03333
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",70,21.38,38.14
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",94,21.6875,39.69944
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",62,23.01083,38.882778
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",84,21.836941,37.653332
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",93,22.014999,37.838058
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",81,22.86861,38.446941
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",75,19.24627,42.36739
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",86,11.78306,43.10944
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",28,9.444128,42.70493
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",60,17.020833,43.295278
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",17,24.316667,37.633333
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",23,26.35,37.683333
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",13,23.916667,35.45
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",13,24.566667,36.8
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",14,25.483333,37.15
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",13,25.1,36.666667
"Kickxia cirrhosa (L.) Fritsch",13,4.29,39.91
"Kickxia cirrhosa (L.) Fritsch",13,2.81,39.57
"Kickxia cirrhosa (L.) Fritsch",38,9.28333,41.6
"Kickxia cirrhosa (L.) Fritsch",96,-6.52,38.96
"Kickxia cirrhosa (L.) Fritsch",12,3.31,39.54
"Kickxia cirrhosa (L.) Fritsch",13,3.93,40.03
"Kickxia cirrhosa (L.) Fritsch",51,-9.25916,39.09219
"Kickxia cirrhosa (L.) Fritsch",68,-8.509641,40.286148
"Kickxia cirrhosa (L.) Fritsch",65,-8.86073,38.67289
"Kickxia cirrhosa (L.) Fritsch",97,-4.42,39.06
"Kickxia cirrhosa (L.) Fritsch",13,2.79,39.46
"Kickxia cirrhosa (L.) Fritsch",84,-4.61,36.62
"Kickxia cirrhosa (L.) Fritsch",43,5.892253,43.080483
"Kickxia cirrhosa (L.) Fritsch",56,6.40889,43.349442
"Kickxia cirrhosa (L.) Fritsch",62,-5.365,35.74
"Kickxia cirrhosa (L.) Fritsch",104,-4.918,37.964
"Kickxia cirrhosa (L.) Fritsch",96,-2.833333,39.566667
"Kickxia cirrhosa (L.) Fritsch",70,-6.47,36.97
"Kickxia cirrhosa (L.) Fritsch",103,-3.827,38.121
"Kickxia cirrhosa (L.) Fritsch",96,-3.3481,39.0897
"Kickxia cirrhosa (L.) Fritsch",48,-8.5525,37.2869
"Kickxia cirrhosa (L.) Fritsch",96,-5.0828,39.0987
"Kickxia cirrhosa (L.) Fritsch",63,-6.16,36.34
"Kickxia cirrhosa (L.) Fritsch",77,-5.366667,35.216667
"Kickxia cirrhosa (L.) Fritsch",31,10.148339,42.735658
"Kickxia cirrhosa (L.) Fritsch",39,10.893836,42.340607
"Kickxia cirrhosa (L.) Fritsch",70,10.549008,43.686982
"Kickxia cirrhosa (L.) Fritsch",40,9.809235,40.477687
"Kickxia cirrhosa (L.) Fritsch",46,9.539051,40.593051
"Kickxia cirrhosa (L.) Fritsch",61,-0.39,38.99
"Kickxia cirrhosa (L.) Fritsch",65,-0.37,39.65
"Kickxia cirrhosa (L.) Fritsch",79,-4.73,36.54
"Kickxia cirrhosa (L.) Fritsch",32,8.66667,42.48333
"Kickxia cirrhosa (L.) Fritsch",71,11.15306,42.96472
"Kickxia cirrhosa (L.) Fritsch",60,34.93,32.55
"Kickxia cirrhosa (L.) Fritsch",95,-6.365,37.643
"Kickxia cirrhosa (L.) Fritsch",88,0.88,41.51
"Misopates calycinum (Vent.) Rothm.",13,2.72,39.62
"Misopates calycinum (Vent.) Rothm.",51,15.96139,41.68139
"Misopates calycinum (Vent.) Rothm.",114,-4.56,33.57
"Misopates calycinum (Vent.) Rothm.",76,-5.25,35.17
"Misopates calycinum (Vent.) Rothm.",66,-8.94527,38.92603
"Misopates calycinum (Vent.) Rothm.",72,-8.37037,40.70955
"Misopates calycinum (Vent.) Rothm.",97,-7.3812,39.93543
"Misopates calycinum (Vent.) Rothm.",63,-6.1428,35.1748
"Misopates calycinum (Vent.) Rothm.",89,-5.7,34.7
"Misopates calycinum (Vent.) Rothm.",79,10.818675,43.902662
"Misopates calycinum (Vent.) Rothm.",60,10.448958,43.434894
"Misopates calycinum (Vent.) Rothm.",82,-4.656683,34.780933
"Misopates calycinum (Vent.) Rothm.",92,-3.7854,36.7533
"Misopates calycinum (Vent.) Rothm.",88,-5.613,36.662
"Misopates calycinum (Vent.) Rothm.",13,11.99306,36.80139
"Misopates calycinum (Vent.) Rothm.",51,11.145667,42.411119
"Misopates calycinum (Vent.) Rothm.",93,-8.033333,32.866667
"Misopates calycinum (Vent.) Rothm.",88,-8.2,38.28
"Misopates calycinum (Vent.) Rothm.",98,-6.32,38.54
"Misopates calycinum (Vent.) Rothm.",113,-3.08,33.99
"Misopates calycinum (Vent.) Rothm.",84,-4.75,36.614
"Misopates calycinum (Vent.) Rothm.",97,-6.849894,38.872152
"Misopates calycinum (Vent.) Rothm.",63,-7.55,37.18
