"species","life_form","n_bio_ai","mean_bio_ai","sd_bio_ai","se_bio_ai","within_sp_var_bio_ai"
"Hypericum irazuense","perennial",1,9.726154,NA,NA,0.304592
"Hypericum japonicum","annual",180,9.347801,0.569407,0.042441,0.001692
"Hypericum juniperinum","perennial",21,9.455066,0.379668,0.08285,0.014504
"Hypericum kalmianum","perennial",37,9.061099,0.10658,0.017522,0.008232
"Hypericum lancifolium","perennial",4,9.338045,0.257137,0.128569,0.076148
"Hypericum lancioides","perennial",24,9.473108,0.328036,0.06696,0.012691
"Hypericum lancioides subsp. congestiflorum","perennial",7,9.275133,0.390852,0.147728,0.043513
"Hypericum laricifolium","perennial",41,9.055141,0.889232,0.138875,0.007429
"Hypericum linoides","no_life_form_on_database",7,9.23489,0.323475,0.122262,0.043513
"Hypericum lissophloeus","perennial",2,9.048817,0.224605,0.15882,0.152296
"Hypericum llanganaticum","perennial",NA,NA,NA,NA,NA
"Hypericum lloydii","perennial",8,8.968947,0.057262,0.020245,0.038074
"Hypericum lobocarpum","perennial",10,9.114403,0.072759,0.023008,0.030459
"Hypericum loxense subsp. loxense","perennial",NA,NA,NA,NA,NA
"Hypericum lycopodioides","perennial",5,9.520349,0.295902,0.132331,0.060918
"Hypericum magniflorum","perennial",NA,NA,NA,NA,NA
"Hypericum maguirei","perennial",NA,NA,NA,NA,NA
"Hypericum marahuacanum subsp. chimantaicum","perennial",1,9.593492,NA,NA,0.304592
"Hypericum mexicanum","perennial",12,9.468381,0.504201,0.14555,0.025383
"Hypericum microsepalum","perennial",5,9.139236,0.063978,0.028612,0.060918
"Hypericum myricariifolium","perennial",7,9.56459,0.593621,0.224368,0.043513
"Hypericum myrtifolium","perennial",23,9.03226,0.147408,0.030737,0.013243
"Hypericum nitidum","perennial",15,9.075418,0.118314,0.030549,0.020306
"Hypericum nudiflorum","perennial",20,9.106419,0.122489,0.027389,0.01523
"Hypericum philonotis","annual",19,8.499044,0.438902,0.100691,0.016031
"Hypericum pimeleoides","perennial",3,9.335616,0.242814,0.140189,0.101531
"Hypericum polyanthemum","perennial",NA,NA,NA,NA,NA
"Hypericum pratense","annual",21,9.238136,0.313042,0.068311,0.014504
"Hypericum prolificum","perennial",114,9.08051,0.135,0.012644,0.002672
"Hypericum prostratum","perennial",5,9.197773,0.229432,0.102605,0.060918
"Hypericum quitense","perennial",1,9.471704,NA,NA,0.304592
"Hypericum quitense","perennial",1,9.471704,NA,NA,0.304592
"Hypericum rigidum subsp. rigidum","no_life_form_on_database",NA,NA,NA,NA,NA
"Hypericum ruscoides","perennial",12,9.438226,0.549916,0.158747,0.025383
"Hypericum selaginella","perennial",4,9.46889,0.336235,0.168118,0.076148
"Hypericum silenoides","annual",82,8.580805,0.941947,0.104021,0.003715
"Hypericum silenoides","annual",82,8.580805,0.941947,0.104021,0.003715
"Hypericum simonsii","perennial",NA,NA,NA,NA,NA
"Hypericum sphaerocarpum","perennial",65,8.982945,0.153246,0.019008,0.004686
"Hypericum sprucei","perennial",8,9.390799,0.355632,0.125735,0.038074
"Hypericum strictum","perennial",NA,NA,NA,NA,NA
"Hypericum strictum subsp. compactum","no_life_form_on_database",1,9.589325,NA,NA,0.304592
"Hypericum struthiolifolium","perennial",5,9.170298,0.362623,0.16217,0.060918
"Hypericum suffruticosum","perennial",15,9.109195,0.1566,0.040434,0.020306
"Hypericum tenuifolium","perennial",20,8.967819,0.101528,0.022702,0.01523
"Hypericum ternum","perennial",12,9.471264,0.213058,0.061505,0.025383
"Hypericum terrae-firmae","perennial",1,9.647304,NA,NA,0.304592
"Hypericum tetrapetalum","perennial",24,9.011282,0.118582,0.024205,0.012691
"Hypericum tetrastichum","perennial",2,8.996681,0.029591,0.020924,0.152296
"Hypericum thesiifolium","annual",19,9.540536,0.416352,0.095518,0.016031
"Hypericum thuyoides","perennial",7,9.322898,0.250998,0.094868,0.043513
"Hypericum tubulosum","perennial",NA,NA,NA,NA,NA
"Hypericum virginicum","perennial",72,9.246739,0.231539,0.027287,0.00423
"Hypericum virginicum var. fraseri","no_life_form_on_database",7,9.096812,0.209138,0.079047,0.043513
"Hypericum walteri","perennial",NA,NA,NA,NA,NA
"Hypericum woodianum","perennial",NA,NA,NA,NA,NA
