"species","life_form","n_bio_ai","mean_bio_ai","sd_bio_ai","se_bio_ai","within_sp_var_bio_ai"
"Aciphylla aurea","perennial",15,9.728455,0.451138,0.116483,0.020306
"Aciphylla colensoi","perennial",15,10.059653,0.34588,0.089306,0.020306
"Aciphylla congesta","perennial",3,10.348706,0.280224,0.161787,0.101531
"Aciphylla crenulata","perennial",13,10.116861,0.572904,0.158895,0.02343
"Aciphylla dieffenbachii","perennial",NA,NA,NA,NA,NA
"Aciphylla dissecta","perennial",1,10.07559,NA,NA,0.304592
"Aciphylla dobsonii","perennial",5,10.069821,0.328467,0.146895,0.060918
"Aciphylla hectori","perennial",5,9.946743,0.354465,0.158522,0.060918
"Aciphylla horrida","perennial",9,10.054872,0.518945,0.172982,0.033844
"Aciphylla kirkii","perennial",1,10.549831,NA,NA,0.304592
"Aciphylla lyallii","perennial",5,10.216663,0.255258,0.114155,0.060918
"Aciphylla monroi","perennial",11,10.116331,0.329961,0.099487,0.02769
"Aciphylla montana","perennial",4,9.887431,0.499087,0.249544,0.076148
"Aciphylla pinnatifida","perennial",3,9.962279,0.369332,0.213234,0.101531
"Aciphylla scott-thomsonii","perennial",12,9.53976,0.459707,0.132706,0.025383
"Aciphylla similis","perennial",7,10.178061,0.177414,0.067056,0.043513
"Aciphylla simplex","perennial",1,10.161921,NA,NA,0.304592
"Aciphylla simplicifolia","perennial",7,9.209091,0.416058,0.157255,0.043513
"Aciphylla squarrosa","perennial",17,9.65715,0.404896,0.098202,0.017917
"Aciphylla subflabellata","perennial",8,9.276572,0.319165,0.112842,0.038074
"Aciphylla traillii","perennial",1,9.78656,NA,NA,0.304592
"Aciphylla traversii","perennial",NA,NA,NA,NA,NA
"Acronema astrantiifolium","perennial",9,8.731338,0.113202,0.037734,0.033844
"Acronema schneideri","perennial",8,8.668472,0.118857,0.042022,0.038074
"Aegopodium alpestre","perennial",158,8.871077,0.585285,0.046563,0.001928
"Aegopodium kashmiricum","perennial",10,7.256252,0.929566,0.293955,0.030459
"Aegopodium podagraria","perennial",319,9.019184,0.279561,0.015652,0.000955
"Aethusa cynapium","annual",239,9.075857,0.346296,0.0224,0.001274
"Afrocarum imbricatum","no_life_form_on_database",12,8.972265,0.336285,0.097077,0.025383
"Afroligusticum elliotii","perennial",8,9.503316,0.405038,0.143203,0.038074
"Afroligusticum petitianum","perennial",4,8.8636,0.248189,0.124094,0.076148
"Agrocharis gracilis","no_life_form_on_database",NA,NA,NA,NA,NA
"Agrocharis incognita","no_life_form_on_database",28,9.162029,0.366351,0.069234,0.010878
"Agrocharis melanantha","no_life_form_on_database",28,9.06801,0.556688,0.105204,0.010878
"Agrocharis pedunculata","no_life_form_on_database",8,8.988678,0.178446,0.06309,0.038074
"Ainsworthia trachycarpa","no_life_form_on_database",8,8.152364,0.353022,0.124812,0.038074
"Aletes acaulis","no_life_form_on_database",20,7.842945,0.389385,0.087069,0.01523
"Aletes anisatus","no_life_form_on_database",12,8.136541,0.408257,0.117854,0.025383
"Aletes calcicola","no_life_form_on_database",NA,NA,NA,NA,NA
"Aletes filifolius","no_life_form_on_database",10,7.535331,0.26564,0.084003,0.030459
"Aletes humilis","no_life_form_on_database",1,8.001355,NA,NA,0.304592
"Aletes macdougallii","no_life_form_on_database",NA,NA,NA,NA,NA
"Aletes sessiliflorus","no_life_form_on_database",9,7.472219,0.387953,0.129318,0.033844
"Alococarpum erianthum","no_life_form_on_database",NA,NA,NA,NA,NA
"Ammi majus","annual",116,8.051142,0.745161,0.069186,0.002626
"Ammoides pusilla","annual",66,8.180899,0.488745,0.06016,0.004615
"Anethum graveolens","annual",6,7.242018,1.091155,0.445462,0.050765
"Angelica acutiloba","perennial",10,9.691881,0.153602,0.048573,0.030459
"Angelica ampla","perennial",16,8.03871,0.291495,0.072874,0.019037
"Angelica amurensis","no_life_form_on_database",6,8.728642,0.164213,0.06704,0.050765
"Angelica anomala","perennial",31,9.24677,0.406525,0.073014,0.009826
"Angelica apaensis","perennial",8,8.829832,0.29805,0.105377,0.038074
"Angelica archangelica","perennial",205,9.274441,0.466383,0.032574,0.001486
"Angelica arguta","perennial",63,8.830064,0.720217,0.090739,0.004835
"Angelica biserrata","perennial",6,9.308116,0.186227,0.076027,0.050765
"Angelica breweri","perennial",11,8.877165,0.47239,0.142431,0.02769
"Angelica cartilaginomarginata","perennial",35,9.36328,0.349732,0.059115,0.008703
"Angelica cincta","perennial",9,8.914603,0.140094,0.046698,0.033844
"Angelica dahurica","perennial",NA,NA,NA,NA,NA
"Angelica decursiva","perennial",109,9.425252,0.339652,0.032533,0.002794
"Angelica fargesii","no_life_form_on_database",NA,NA,NA,NA,NA
"Angelica furcijuga","no_life_form_on_database",NA,NA,NA,NA,NA
"Angelica genuflexa","perennial",55,9.638174,0.523403,0.070576,0.005538
"Angelica gigas","annual",16,9.352096,0.279835,0.069959,0.019037
"Angelica grayi","perennial",19,8.690424,0.363163,0.083315,0.016031
"Angelica japonica","perennial",7,9.563202,0.146904,0.055524,0.043513
"Angelica kangdingensis","perennial",NA,NA,NA,NA,NA
"Angelica keiskei","perennial",8,9.570326,0.261496,0.092453,0.038074
"Angelica laxifoliata","perennial",16,9.065185,0.335817,0.083954,0.019037
"Angelica lignescens","perennial",NA,NA,NA,NA,NA
"Angelica maowenensis","perennial",8,9.14596,0.291192,0.102952,0.038074
"Angelica megaphylla","perennial",5,9.290869,0.130526,0.058373,0.060918
"Angelica morii","perennial",7,9.780939,0.712248,0.269204,0.043513
"Angelica nitida","perennial",6,8.661741,0.288411,0.117743,0.050765
"Angelica omeiensis","no_life_form_on_database",5,9.193516,0.168516,0.075363,0.060918
"Angelica oncosepala","no_life_form_on_database",4,9.181124,0.189643,0.094822,0.076148
"Angelica paeoniifolia","perennial",5,8.204323,0.453023,0.202598,0.060918
"Angelica pinnata","perennial",34,8.12541,0.408175,0.070001,0.008959
"Angelica polymorpha","perennial",66,9.488244,0.529023,0.065118,0.004615
"Angelica pseudoselinum","perennial",11,9.039623,0.282363,0.085136,0.02769
"Angelica pubescens","perennial",27,9.693893,0.266386,0.051266,0.011281
"Angelica purpuraefolia","no_life_form_on_database",NA,NA,NA,NA,NA
"Angelica purpurascens","no_life_form_on_database",NA,NA,NA,NA,NA
"Angelica roseana","perennial",9,8.399433,0.315326,0.105109,0.033844
"Angelica sachalinensis","no_life_form_on_database",20,9.619689,0.222503,0.049753,0.01523
"Angelica sinensis","perennial",21,9.035456,0.335057,0.073115,0.014504
"Angelica sylvestris","annual",NA,NA,NA,NA,NA
"Angelica tatianae","no_life_form_on_database",NA,NA,NA,NA,NA
"Angelica tianmuensis","perennial",NA,NA,NA,NA,NA
"Angelica tsinlingensis","no_life_form_on_database",3,8.964036,0.611559,0.353084,0.101531
"Angelica valida","perennial",8,9.219155,0.27567,0.097464,0.038074
"Anisosciadium isosciadium","annual",NA,NA,NA,NA,NA
"Anisosciadium orientale","annual",3,7.120578,0.449108,0.259293,0.101531
"Anisotome aromatica","perennial",16,9.683736,0.554736,0.138684,0.019037
"Anisotome filifolia","perennial",7,9.762605,0.500407,0.189136,0.043513
"Anisotome flexuosa","perennial",13,10.018115,0.454041,0.125928,0.02343
"Anisotome imbricata","perennial",10,10.293175,0.274013,0.086651,0.030459
"Anisotome lyallii","perennial",5,9.626036,0.533328,0.238512,0.060918
"Anisotome procumbens","perennial",3,10.132093,0.20447,0.118051,0.101531
"Anthriscus caucalis","annual",172,8.679885,0.460402,0.035105,0.001771
"Anthriscus cerefolium","annual",44,8.673474,0.409524,0.061738,0.006923
"Anthriscus kotschyi","perennial",NA,NA,NA,NA,NA
"Anthriscus lamprocarpa","annual",NA,NA,NA,NA,NA
"Anthriscus nitidus","annual",33,9.302102,0.325751,0.056706,0.00923
"Anthriscus schmalhausenii","no_life_form_on_database",5,9.321327,0.532995,0.238363,0.060918
"Anthriscus sylvestris","annual",622,9.031738,0.414458,0.016618,0.00049
"Aphanopleura capillifolia","annual",NA,NA,NA,NA,NA
"Apium australe","perennial",3,9.548663,0.828357,0.478252,0.101531
"Apium chilense","no_life_form_on_database",NA,NA,NA,NA,NA
"Apium commersonii","annual",13,8.42472,0.386045,0.10707,0.02343
"Apium fernandezianum","perennial",NA,NA,NA,NA,NA
"Apium graveolens","annual",165,8.497263,0.634679,0.04941,0.001846
"Apium insulare","annual",2,9.01214,0.152042,0.10751,0.152296
"Apium panul","perennial",9,7.712456,0.873011,0.291004,0.033844
"Apium prostratum","annual",24,8.361624,0.639154,0.130467,0.012691
"Apium sellowianum","perennial",20,8.865394,0.494385,0.110548,0.01523
"Arafoe aromatica","no_life_form_on_database",2,9.728151,0.113422,0.080201,0.152296
"Archangelica decurrens","no_life_form_on_database",5,7.160109,1.045156,0.467408,0.060918
"Arcuatopterus thalictrioideus","perennial",2,8.92335,0.182834,0.129283,0.152296
"Arracacia aegopodioides","perennial",30,8.715292,0.625402,0.114182,0.010153
"Arracacia bracteata","perennial",10,9.091448,0.408056,0.129039,0.030459
"Arracacia brandegeei","perennial",7,7.053326,0.539752,0.204007,0.043513
"Arracacia nelsonii","perennial",10,9.100237,0.320422,0.101326,0.030459
"Arracacia tolucensis","perennial",25,8.258664,0.513654,0.102731,0.012184
"Artedia squamata","annual",9,8.201389,0.522568,0.174189,0.033844
"Astomaea seselifolia","perennial",NA,NA,NA,NA,NA
"Astrodaucus orientalis","annual",42,8.297942,0.599975,0.092578,0.007252
"Athamanta cretensis","perennial",24,9.34821,0.54856,0.111974,0.012691
"Athamanta macedonica","perennial",11,8.614788,0.414057,0.124843,0.02769
"Athamanta turbith","perennial",NA,NA,NA,NA,NA
"Aulacospermum anomalum","perennial",18,8.514404,0.372384,0.087772,0.016922
"Aulacospermum simplex","no_life_form_on_database",5,7.267288,0.753515,0.336982,0.060918
"Aulacospermum turkestanicum","perennial",2,8.419149,0.332614,0.235194,0.152296
"Azilia eryngioides","perennial",1,7.489971,NA,NA,0.304592
"Balansaea glaberrima","no_life_form_on_database",NA,NA,NA,NA,NA
"Berula erecta","perennial",394,8.321704,0.771723,0.038879,0.000773
"Bifora americana","no_life_form_on_database",NA,NA,NA,NA,NA
"Bifora radians","annual",48,8.565218,0.345347,0.049847,0.006346
"Bilacunaria microcarpa","no_life_form_on_database",15,8.18803,0.514428,0.132825,0.020306
"Bilacunaria microcarpa","no_life_form_on_database",15,8.18803,0.514428,0.132825,0.020306
"Bunium afghanicum","no_life_form_on_database",1,7.37086,NA,NA,0.304592
"Bunium alpinum","perennial",NA,NA,NA,NA,NA
"Bunium angreni","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium avromanum","perennial",NA,NA,NA,NA,NA
"Bunium badachschanicum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium balearicum","no_life_form_on_database",6,7.854903,0.151353,0.06179,0.050765
"Bunium bulbocastanum","perennial",40,9.030043,0.379001,0.059925,0.007615
"Bunium capillifolium","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium capusii","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium caroides","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium chaerophylloides","no_life_form_on_database",5,7.633212,0.308583,0.138003,0.060918
"Bunium cornigerum","perennial",NA,NA,NA,NA,NA
"Bunium cylindricum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium elegans","perennial",NA,NA,NA,NA,NA
"Bunium fallax","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium fedtschenkoanum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium ferulaceum","perennial",25,8.299498,0.271018,0.054204,0.012184
"Bunium fontanesii","perennial",NA,NA,NA,NA,NA
"Bunium hissaricum","no_life_form_on_database",7,7.620194,0.57227,0.216298,0.043513
"Bunium intermedium","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium kuhitangi","no_life_form_on_database",4,7.156245,0.194231,0.097115,0.076148
"Bunium latilobum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium longipes","no_life_form_on_database",2,7.237333,0.16188,0.114466,0.152296
"Bunium mauritanicum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium pachypodum","perennial",19,7.84973,0.393983,0.090386,0.016031
"Bunium paucifolium","perennial",12,8.272968,0.185979,0.053688,0.025383
"Bunium persicum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium pinnatifolium","no_life_form_on_database",1,8.279697,NA,NA,0.304592
"Bunium rectangulum","perennial",NA,NA,NA,NA,NA
"Bunium salsum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium scabrellum","perennial",1,8.143517,NA,NA,0.304592
"Bunium seravschanicum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium setaceum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium simplex","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium stewartianum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium vaginatum","no_life_form_on_database",NA,NA,NA,NA,NA
"Bunium verruculosum","perennial",NA,NA,NA,NA,NA
"Bunium wolffii","no_life_form_on_database",NA,NA,NA,NA,NA
"Bupleurum acutifolium","perennial",5,8.083069,0.518419,0.231844,0.060918
"Bupleurum album","no_life_form_on_database",1,7.68708,NA,NA,0.304592
"Bupleurum angulosum","perennial",12,9.019166,0.417088,0.120403,0.025383
"Bupleurum angustissimum","perennial",8,7.949992,0.297741,0.105267,0.038074
"Bupleurum aureum","perennial",1,8.509363,NA,NA,0.304592
"Bupleurum balansae","perennial",8,7.900453,0.452243,0.159892,0.038074
"Bupleurum barceloi","no_life_form_on_database",NA,NA,NA,NA,NA
"Bupleurum benoistii","no_life_form_on_database",NA,NA,NA,NA,NA
"Bupleurum candollei","perennial",6,8.876863,0.535338,0.218551,0.050765
"Bupleurum canescens","perennial",NA,NA,NA,NA,NA
"Bupleurum chaishoui","perennial",2,8.969868,0.146867,0.103851,0.152296
"Bupleurum chinense","perennial",71,8.604001,0.531561,0.063085,0.00429
"Bupleurum commelynoideum","perennial",6,8.612601,0.270665,0.110499,0.050765
"Bupleurum dumosum","perennial",3,7.560816,0.090699,0.052365,0.101531
"Bupleurum falcatum","perennial",122,8.858801,0.346445,0.031366,0.002497
"Bupleurum fruticescens","no_life_form_on_database",36,8.191807,0.442022,0.07367,0.008461
"Bupleurum fruticosum","perennial",61,8.327972,0.359943,0.046086,0.004993
"Bupleurum gerardii","no_life_form_on_database",3,8.66081,0.255107,0.147286,0.101531
"Bupleurum gibraltaricum","perennial",15,8.00108,0.368953,0.095263,0.020306
"Bupleurum gracilipes","perennial",1,9.349841,NA,NA,0.304592
"Bupleurum hamiltonii","perennial",27,9.033209,0.274491,0.052826,0.011281
"Bupleurum kaoi","perennial",1,9.502562,NA,NA,0.304592
"Bupleurum komarovianum","perennial",9,8.915799,0.160387,0.053462,0.033844
"Bupleurum krylovianum","perennial",NA,NA,NA,NA,NA
"Bupleurum lancifolium","annual",47,7.939001,0.537323,0.078377,0.006481
"Bupleurum lateriflorum","perennial",NA,NA,NA,NA,NA
"Bupleurum latissimum","no_life_form_on_database",1,9.445096,NA,NA,0.304592
"Bupleurum longicaule","perennial",5,8.77021,0.52735,0.235838,0.060918
"Bupleurum longifolium","perennial",33,9.205752,0.435968,0.075892,0.00923
"Bupleurum longiradiatum","no_life_form_on_database",66,9.114435,0.346526,0.042654,0.004615
"Bupleurum malconense","perennial",12,8.699453,0.2998,0.086545,0.025383
"Bupleurum marginatum","perennial",NA,NA,NA,NA,NA
"Bupleurum microcephalum","annual",20,8.824391,0.397743,0.088938,0.01523
"Bupleurum montanum","perennial",8,8.149674,0.627972,0.222022,0.038074
"Bupleurum mundtii","no_life_form_on_database",15,8.189222,0.592233,0.152914,0.020306
"Bupleurum odontites","annual",18,8.092817,0.502604,0.118465,0.016922
"Bupleurum oligactis","no_life_form_on_database",NA,NA,NA,NA,NA
"Bupleurum petiolulatum","perennial",24,8.842334,0.31188,0.063662,0.012691
"Bupleurum plantagineum","perennial",NA,NA,NA,NA,NA
"Bupleurum polyclonum","perennial",NA,NA,NA,NA,NA
"Bupleurum praealtum","annual",60,8.61684,0.422139,0.054498,0.005077
"Bupleurum ranunculoides","perennial",40,9.146525,0.572515,0.090523,0.007615
"Bupleurum rigidum","perennial",NA,NA,NA,NA,NA
"Bupleurum rockii","perennial",9,9.011318,0.300661,0.10022,0.033844
"Bupleurum rotundifolium","annual",117,8.628943,0.420854,0.038908,0.002603
"Bupleurum salicifolium","perennial",NA,NA,NA,NA,NA
"Bupleurum scorzonerifolium","perennial",100,8.42533,0.402518,0.040252,0.003046
"Bupleurum semicompositum","annual",76,7.872283,0.660392,0.075752,0.004008
"Bupleurum sibiricum","perennial",NA,NA,NA,NA,NA
"Bupleurum sichuanense","no_life_form_on_database",NA,NA,NA,NA,NA
"Bupleurum smithii","perennial",17,8.327424,0.283607,0.068785,0.017917
"Bupleurum stellatum","perennial",13,9.423267,0.205767,0.057069,0.02343
"Bupleurum subspinosum","perennial",NA,NA,NA,NA,NA
"Bupleurum tenue","no_life_form_on_database",NA,NA,NA,NA,NA
"Bupleurum tenuissimum","annual",94,8.644271,0.45692,0.047128,0.00324
"Bupleurum thianschanicum","perennial",11,7.669906,1.021226,0.307911,0.02769
"Bupleurum wenchuanense","perennial",3,9.099243,0.489377,0.282542,0.101531
"Bupleurum yunnanense","perennial",7,8.724339,0.409557,0.154798,0.043513
"Calyptrosciadium bungei","perennial",5,7.627664,0.235711,0.105413,0.060918
"Capnophyllum africanum","annual",4,7.174904,0.758015,0.379008,0.076148
"Capnophyllum lutzeyeri","annual",NA,NA,NA,NA,NA
"Capnophyllum macrocarpum","annual",1,7.873217,NA,NA,0.304592
"Carlesia sinensis","perennial",7,8.695353,0.420205,0.158823,0.043513
"Carum appuanum","perennial",NA,NA,NA,NA,NA
"Carum carvi","perennial",564,8.90759,0.606831,0.025552,0.00054
"Carum heldreichii","perennial",2,9.081827,0.036823,0.026038,0.152296
"Carum multiflorum","no_life_form_on_database",18,8.409183,0.409449,0.096508,0.016922
"Caucalis platycarpos","annual",119,8.55247,0.472997,0.04336,0.00256
"Cenolophium denudatum","no_life_form_on_database",85,8.738688,0.377419,0.040937,0.003583
"Cervaria cervariifolia","no_life_form_on_database",4,7.701652,0.449236,0.224618,0.076148
"Chaerophyllum andicola","perennial",14,8.959931,0.473918,0.12666,0.021757
"Chaerophyllum argenteum","perennial",NA,NA,NA,NA,NA
"Chaerophyllum aromaticum","perennial",91,9.005527,0.239746,0.025132,0.003347
"Chaerophyllum astrantiae","perennial",1,9.308827,NA,NA,0.304592
"Chaerophyllum atlanticum","no_life_form_on_database",1,7.663408,NA,NA,0.304592
"Chaerophyllum aureum","perennial",116,8.979122,0.487805,0.045292,0.002626
"Chaerophyllum australianum","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaerophyllum azorellaceum","perennial",4,10.720736,0.534459,0.26723,0.076148
"Chaerophyllum azoricum","perennial",NA,NA,NA,NA,NA
"Chaerophyllum basicola","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaerophyllum borneense","perennial",1,10.943022,NA,NA,0.304592
"Chaerophyllum brevipes","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaerophyllum bulbosum","annual",150,8.827164,0.309238,0.025249,0.002031
"Chaerophyllum byzantinum","perennial",4,8.602075,0.074318,0.037159,0.076148
"Chaerophyllum caucasicum","no_life_form_on_database",2,8.131534,0.201261,0.142313,0.152296
"Chaerophyllum colensoi","no_life_form_on_database",24,9.772403,0.465891,0.0951,0.012691
"Chaerophyllum crinitum","annual",7,8.305269,0.258951,0.097874,0.043513
"Chaerophyllum daucoides","perennial",10,9.002844,0.214748,0.067909,0.030459
"Chaerophyllum elegans","no_life_form_on_database",3,9.616717,0.446544,0.257812,0.101531
"Chaerophyllum eriopodum","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaerophyllum guatemalense","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaerophyllum gunnii","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaerophyllum hakkiaricum","perennial",NA,NA,NA,NA,NA
"Chaerophyllum hirsutum","perennial",105,9.195636,0.40834,0.03985,0.002901
"Chaerophyllum humile","perennial",7,9.377559,0.431507,0.163094,0.043513
"Chaerophyllum involucratum","perennial",1,10.28732,NA,NA,0.304592
"Chaerophyllum khorossanicum","perennial",NA,NA,NA,NA,NA
"Chaerophyllum libanoticum","perennial",1,8.975124,NA,NA,0.304592
"Chaerophyllum lineare","perennial",7,10.479375,0.62706,0.237006,0.043513
"Chaerophyllum macropodum","annual",9,7.253596,0.275696,0.091899,0.033844
"Chaerophyllum macrospermum","annual",6,7.77559,0.423515,0.172899,0.050765
"Chaerophyllum magellense","no_life_form_on_database",4,9.201307,0.419888,0.209944,0.076148
"Chaerophyllum nanhuense","perennial",NA,NA,NA,NA,NA
"Chaerophyllum nivale","perennial",NA,NA,NA,NA,NA
"Chaerophyllum nodosum","annual",35,8.423098,0.43174,0.072977,0.008703
"Chaerophyllum novae-zelandiae","no_life_form_on_database",10,9.411917,0.568409,0.179747,0.030459
"Chaerophyllum orizabae","no_life_form_on_database",2,9.19524,0.25878,0.182985,0.152296
"Chaerophyllum papuanum","perennial",8,11.017663,0.412329,0.14578,0.038074
"Chaerophyllum prescottii","perennial",40,8.73902,0.22841,0.036115,0.007615
"Chaerophyllum procumbens","annual",120,8.980406,0.189627,0.01731,0.002538
"Chaerophyllum pulvinificum","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaerophyllum pumilum","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaerophyllum ramosum","no_life_form_on_database",21,9.682337,0.497393,0.10854,0.014504
"Chaerophyllum roseum","perennial",11,9.28137,0.372057,0.112179,0.02769
"Chaerophyllum sessiliflorum","no_life_form_on_database",NA,NA,NA,NA,NA
"Chaerophyllum tainturieri","annual",174,8.87825,0.372297,0.028224,0.001751
"Chaerophyllum taiwanianum","perennial",NA,NA,NA,NA,NA
"Chaerophyllum temulum","annual",181,8.902853,0.3453,0.025666,0.001683
"Chaerophyllum villarsii","no_life_form_on_database",19,9.457799,0.387235,0.088838,0.016031
"Chaetosciadium trichospermum","annual",4,6.910385,1.113732,0.556866,0.076148
"Chamaele decumbens","no_life_form_on_database",48,9.681124,0.223361,0.032239,0.006346
"Chamaesciadium acaule","perennial",NA,NA,NA,NA,NA
"Chamaesium paradoxum","annual",16,8.858852,0.279086,0.069772,0.019037
"Chamaesium thalictrifolium","perennial",17,8.801299,0.30503,0.073981,0.017917
"Chamaesium wolffianum","perennial",NA,NA,NA,NA,NA
"Changium smyrnioides","perennial",12,9.080888,0.222392,0.064199,0.025383
"Chuanminshen violaceum","perennial",3,9.276917,0.034371,0.019844,0.101531
"Chymsydia colchica","no_life_form_on_database",NA,NA,NA,NA,NA
"Cicuta douglasii","perennial",134,8.758193,0.975458,0.084267,0.002273
"Cicuta maculata","perennial",438,8.767112,0.564977,0.026996,0.000695
"Cicuta virosa","perennial",528,8.985886,0.464589,0.020219,0.000577
"Cnidiocarpa alaica","perennial",NA,NA,NA,NA,NA
"Cnidium dauricum","perennial",NA,NA,NA,NA,NA
"Cnidium monnieri","annual",NA,NA,NA,NA,NA
"Cnidium officinale","no_life_form_on_database",NA,NA,NA,NA,NA
"Cnidium silaifolium","perennial",NA,NA,NA,NA,NA
"Coaxana purpurea","no_life_form_on_database",5,9.101695,0.479756,0.214553,0.060918
"Coelopleurum lucidum","no_life_form_on_database",7,9.489516,0.223854,0.084609,0.043513
"Coelopleurum saxatile","no_life_form_on_database",1,8.897682,NA,NA,0.304592
"Conioselinum chinense","perennial",81,9.504927,0.378923,0.042103,0.00376
"Conioselinum scopulorum","perennial",44,8.16734,0.351267,0.052955,0.006923
"Conioselinum tataricum","perennial",167,8.77957,0.464347,0.035932,0.001824
"Conioselinum vaginatum","no_life_form_on_database",10,9.023106,0.417499,0.132025,0.030459
"Conium maculatum","annual",416,8.715285,0.505639,0.024791,0.000732
"Conium sphaerocarpum","annual",10,6.886477,0.547257,0.173058,0.030459
"Conopodium bourgaei","no_life_form_on_database",26,8.816551,0.456072,0.089443,0.011715
"Conopodium majus","perennial",NA,NA,NA,NA,NA
"Conopodium ramosum","no_life_form_on_database",NA,NA,NA,NA,NA
"Coriandrum sativum","annual",31,7.608343,0.876649,0.157451,0.009826
"Cortia depressa","perennial",14,8.530632,0.528958,0.14137,0.021757
"Cortiella caespitosa","perennial",13,8.127955,0.33145,0.091928,0.02343
"Cortiella hookeri","perennial",9,8.439545,0.643439,0.21448,0.033844
"Coulterophytum laxum","perennial",4,8.491215,0.239278,0.119639,0.076148
"Crenosciadium siifolium","no_life_form_on_database",NA,NA,NA,NA,NA
"Crithmum maritimum","perennial",66,8.575715,0.605068,0.074479,0.004615
"Cryptotaenia africana","perennial",14,9.44668,0.316142,0.084493,0.021757
"Cryptotaenia calycina","perennial",4,9.262236,0.180976,0.090488,0.076148
"Cryptotaenia canadensis","perennial",256,9.031724,0.221419,0.013839,0.00119
"Cryptotaenia elegans","no_life_form_on_database",2,7.694839,0.175922,0.124396,0.152296
"Cryptotaenia flahaultii","perennial",NA,NA,NA,NA,NA
"Cryptotaenia japonica","perennial",154,9.410507,0.299809,0.024159,0.001978
"Cuminum cyminum","annual",NA,NA,NA,NA,NA
"Cuminum setifolium","annual",9,7.026514,0.464946,0.154982,0.033844
"Cyclorhiza peucedanifolia","perennial",9,8.606019,0.282701,0.094234,0.033844
"Cyclorhiza waltonii","perennial",23,8.385974,0.423309,0.088266,0.013243
"Cyclospermum leptophyllum","annual",NA,NA,NA,NA,NA
"Cymbocarpum anethoides","no_life_form_on_database",6,7.780404,0.332695,0.135822,0.050765
"Cymbocarpum erythraeum","annual",NA,NA,NA,NA,NA
"Cymopterus aboriginum","no_life_form_on_database",9,6.796205,0.422226,0.140742,0.033844
"Cymopterus acaulis","no_life_form_on_database",69,7.592903,0.389301,0.046866,0.004414
"Cymopterus basalticus","perennial",4,7.203493,0.178455,0.089228,0.076148
"Cymopterus beckii","perennial",2,7.391392,0.665699,0.47072,0.152296
"Cymopterus bulbosus","no_life_form_on_database",46,7.434098,0.2848,0.041991,0.006622
"Cymopterus cinerarius","perennial",5,8.104712,0.330983,0.14802,0.060918
"Cymopterus constancei","no_life_form_on_database",20,7.63717,0.351089,0.078506,0.01523
"Cymopterus corrugatus","no_life_form_on_database",16,7.210663,0.365127,0.091282,0.019037
"Cymopterus coulteri","perennial",1,7.153052,NA,NA,0.304592
"Cymopterus davisii","perennial",2,8.406656,0.014531,0.010275,0.152296
"Cymopterus deserticola","no_life_form_on_database",1,5.877736,NA,NA,0.304592
"Cymopterus douglassii","no_life_form_on_database",NA,NA,NA,NA,NA
"Cymopterus duchesnensis","perennial",3,7.344065,0.174825,0.100935,0.101531
"Cymopterus evertii","perennial",2,7.990894,0.10117,0.071538,0.152296
"Cymopterus gilmanii","perennial",5,6.430246,0.212098,0.094853,0.060918
"Cymopterus glaucus","perennial",13,8.17927,0.512451,0.142128,0.02343
"Cymopterus globosus","perennial",11,7.028257,0.365539,0.110214,0.02769
"Cymopterus goodrichii","perennial",2,7.802169,0.151774,0.10732,0.152296
"Cymopterus ibapensis","no_life_form_on_database",22,7.545653,0.302948,0.064589,0.013845
"Cymopterus jonesii","perennial",8,7.459515,0.21373,0.075565,0.038074
"Cymopterus lapidosus","perennial",NA,NA,NA,NA,NA
"Cymopterus longipes","perennial",28,7.848546,0.398861,0.075378,0.010878
"Cymopterus macrorhizus","no_life_form_on_database",24,8.038031,0.344745,0.070371,0.012691
"Cymopterus minimus","perennial",NA,NA,NA,NA,NA
"Cymopterus montanus","no_life_form_on_database",36,7.779413,0.324812,0.054135,0.008461
