"","np","lnLik","DiscLik","ContLik","AIC","dAIC","AICwt"
"Lysimachieae.CD_BMV",5,202.215153158651,-37.9702671033155,244.426373701329,-394.430306317302,5.44253619985096,0.0447358436080816
"Lysimachieae.CD_OUV",6,189.897401269005,-37.7408968393671,231.429898105923,-367.794802538009,32.0780399791437,7.35918082830155e-08
"Lysimachieae.CD_OUM",6,205.936421258576,-37.8470663324241,248.275321102487,-399.872842517153,0,0.67996624052132
"Lysimachieae.CD_OUMV",7,194.730592472701,-37.6772725763507,236.298393145326,-375.461184945402,24.4116575717506,3.40066038536831e-06
"Lysimachieae.CID_BMV",9,202.184277662775,-38.425563285042,244.357369214644,-386.36855532555,13.504287191603,0.000794453799459712
"Lysimachieae.CID_OUV",10,189.742556818214,-37.8275752709085,231.3964461053,-359.485113636427,40.3877288807259,1.15452530510989e-09
"Lysimachieae.CID_OUM",10,205.195284641703,-37.7832153503258,247.136511254944,-390.390569283407,9.48227323374624,0.00593523447102508
"Lysimachieae.CID_OUMV",11,194.645827141446,-38.1159279270859,236.306793918028,-367.291654282892,32.5811882342608,5.72232103527794e-08
"Onagraceae.CID_BM1",4,385.000387243515,-87.281615969396,475.760069545381,-762.00077448703,216.887299198669,4.63651451060421e-48
"Onagraceae.CID_OU1",5,492.594272487384,-87.2848973696056,583.158274967714,-975.188544974768,3.6995287109313,0.0910600300616187
"Onagraceae.CD_BMV",5,399.992551873964,-89.7862395211808,493.057551874682,-789.985103747928,188.902969937771,5.53237375223101e-42
"Onagraceae.CD_OUV",6,490.351394915926,-86.6611846758204,580.838509123056,-968.702789831853,10.1852838538467,0.00355601803226214
"Onagraceae.CD_OUM",6,495.44403684285,-86.7401763761857,586.079078817941,-978.888073685699,0,0.578988905267207
"Onagraceae.CD_OUMV",7,489.541204611447,-86.6988208511342,579.945155914464,-965.082409222893,13.8056644628058,0.000581846323026357
"Onagraceae.CID_BMV",9,383.568378230355,-108.952374867528,553.17924975644,-749.13675646071,229.751317224989,7.46114708187469e-51
"Onagraceae.CID_OUV",10,492.618054779248,-87.4582200797346,583.190100104692,-965.236109558495,13.6519641272039,0.000628324360588931
"Onagraceae.CID_OUM",10,498.867092703276,-85.8862291436997,581.512681655877,-977.734185406552,1.15388827914683,0.325167090857771
"Onagraceae.CID_OUMV",11,490.053359137367,-89.6125843829777,583.394613449306,-958.106718274733,20.7813554109658,1.77850975261081e-05
"Orobanchaceae.CID_BM1",4,164.581552975849,-49.2975779876957,217.441446606466,-321.163105951699,11.8695773490624,0.00131709373692398
"Orobanchaceae.CID_OU1",5,171.516341650381,-49.5382463578057,224.271574755002,-333.032683300761,0,0.497808900448696
"Orobanchaceae.CD_BMV",5,168.481732496519,-49.0438667137893,221.474450261046,-326.963464993038,6.0692183077233,0.0239413506215685
"Orobanchaceae.CD_OUV",6,158.668911067679,-48.7851515735274,211.247811107698,-305.337822135357,27.6948611654037,4.82169756813065e-07
"Orobanchaceae.CD_OUM",6,172.444004122566,-48.8875118227762,225.136847045308,-332.888008245133,0.14467505562834,0.463070236611934
"Orobanchaceae.CD_OUMV",7,159.997096065876,-48.9556892410792,212.635500454433,-305.994192131752,27.0384911690095,6.69466577833938e-07
"Orobanchaceae.CID_BMV",9,164.665462151317,-48.888251563751,217.292083815974,-311.330924302635,21.7017589981261,9.65129447903973e-06
"Orobanchaceae.CID_OUV",10,156.108966669408,-66.4759810043993,223.604946506362,-292.217933338817,40.8147499619442,6.82735228837352e-10
"Orobanchaceae.CID_OUM",10,171.716836991624,-49.237092093534,224.815172168395,-323.433673983249,9.59900931751253,0.00409887116661261
"Orobanchaceae.CID_OUMV",11,173.583674041917,-49.6148568658111,226.704273458226,-325.167348083835,7.86533521692644,0.00975274380071619
"Panicoideae.CID_BM1",4,1015.03042956124,-311.205952930258,1324.79087144444,-2022.06085912247,404.95370291606,9.45702799809232e-89
"Panicoideae.CID_OU1",5,1211.58692777506,-312.659090950503,1521.60045883434,-2413.17385555012,13.8407064884132,0.000803272222956501
"Panicoideae.CD_BMV",5,1014.08099941453,-306.447753823444,1324.19244551451,-2018.16199882907,408.852563209465,1.34625682874355e-89
"Panicoideae.CD_OUV",6,1214.46089326904,-307.551624650909,1523.58776359181,-2416.92178653809,10.0927755004482,0.00523257693703165
"Panicoideae.CD_OUM",6,1218.00073851102,-307.674695901924,1526.62631301525,-2424.00147702203,3.01308501650146,0.180322897873298
"Panicoideae.CD_OUMV",7,1220.50728101927,-309.011437648127,1527.74289077111,-2427.01456203853,0,0.813455830166559
"Panicoideae.CID_BMV",9,1014.88641120867,-307.446252428855,1324.76257117005,-2011.77282241735,415.241739621187,5.5174180264094e-91
"Panicoideae.CID_OUV",10,1212.80236046006,-309.468980159136,1522.51983955663,-2405.60472092012,21.4098411184195,1.82492931708003e-05
"Panicoideae.CID_OUM",10,1214.95392039431,-309.740545753671,1521.63277314665,-2409.90784078862,17.106721249917,0.000156912179587875
"Panicoideae.CID_OUMV",11,1213.22661631844,-307.793032193376,1521.71417608526,-2404.45323263688,22.561329401658,1.02613273969171e-05
"Polemoniaceae.CID_BM1",4,391.31190112171,-62.3604308839811,457.573720140037,-774.62380224342,47.5274541475818,3.48952222350397e-11
"Polemoniaceae.CID_OU1",5,406.603724917519,-62.3243658964411,472.812690061675,-803.207449835038,18.9438065559635,5.61857496034949e-05
"Polemoniaceae.CD_BMV",5,404.902932184944,-62.570197243692,475.305109990787,-799.805864369888,22.3453920211132,1.02560771891941e-05
"Polemoniaceae.CD_OUV",6,417.075628195501,-62.3734352463584,483.679904484838,-822.151256391001,0,0.7298296552735
"Polemoniaceae.CD_OUM",6,406.635425818045,-62.2933460814424,472.831791405672,-801.270851636089,20.8804047549119,2.13353230753251e-05
"Polemoniaceae.CD_OUMV",7,417.064235728998,-62.3681672223162,483.914088164806,-820.128471457996,2.02278493300525,0.265447927491187
"Polemoniaceae.CID_BMV",9,391.399644200303,-62.3613083190535,456.94385479261,-764.799288400606,57.351967990395,2.5668464744412e-13
"Polemoniaceae.CID_OUV",10,406.594307360623,-62.3692422240875,472.324264252559,-793.188614721245,28.9626416697562,3.75028071708529e-07
"Polemoniaceae.CID_OUM",10,406.319930016785,-62.2965051299559,472.508539800344,-792.63986003357,29.5113963574314,2.85038294303771e-07
"Polemoniaceae.CID_OUMV",11,417.016233144135,-62.6097988995142,483.910972079189,-812.03246628827,10.1187901027309,0.00463397998392635
"Pooideae.CID_BM1",4,1248.49503176755,-272.063607995653,1523.71190840793,-2488.99006353509,482.570257673854,1.62629744914262e-105
"Pooideae.CID_OU1",5,1399.56645271603,-272.561883205645,1674.60202488521,-2789.13290543207,182.427415776881,2.43438907375723e-40
"Pooideae.CD_BMV",5,1266.82747276714,-272.535457182226,1545.66341476941,-2523.65494553427,447.905375674678,5.47751360387927e-98
"Pooideae.CD_OUV",6,1401.5090884044,-271.802529652092,1676.31962978574,-2791.0181768088,180.542144400148,6.24843804482981e-40
"Pooideae.CD_OUM",6,1461.88038141702,-272.286057520381,1737.14251600331,-2911.76076283405,59.7995583749039,1.03440566128156e-13
"Pooideae.CD_OUMV",7,1492.78016060447,-271.900929268045,1767.86643051558,-2971.56032120895,0,0.999999999999897
"Pooideae.CID_BMV",9,1251.09297791089,-270.231403016956,1524.14011032155,-2484.18595582177,487.374365387178,1.47231672526185e-106
"Pooideae.CID_OUV",10,1247.90704497399,-272.977085752543,1524.21206137795,-2475.81408994797,495.746231260979,2.23910092576132e-108
"Pooideae.CID_OUM",10,1242.6508162247,-284.349196939897,1528.00279813117,-2465.30163244941,506.258688759542,1.16767646813316e-110
"Pooideae.CID_OUMV",11,1401.36377719598,-273.705325051967,1676.14900900328,-2780.72755439196,190.832766816988,3.64075288666145e-42
"Primulaceae.CID_BM1",4,326.676971893913,-30.7349040635752,360.936998990662,-645.353943787825,27.18281250505,6.27443931058127e-07
"Primulaceae.CID_OU1",5,341.268378146438,-30.4883421867975,375.568835314012,-672.536756292875,0,0.501473120960799
"Primulaceae.CD_BMV",5,329.854766996752,-30.8159415342891,364.355039142523,-649.709533993504,22.8272222993712,5.53833624005714e-06
"Primulaceae.CD_OUV",6,324.704296231376,-30.4571988357184,358.973950271802,-637.408592462751,35.1281638301242,1.18103781784577e-08
"Primulaceae.CD_OUM",6,342.257982768914,-30.4345918965059,376.366757786676,-672.515965537829,0.0207907550466189,0.496287120468619
"Primulaceae.CD_OUMV",7,324.762682212884,-30.6628519821483,359.001024315774,-635.525364425767,37.011391867108,4.60602225482168e-09
"Primulaceae.CID_BMV",9,329.985960195306,-31.0470660525562,365.06072442888,-641.971920390612,30.5648359022638,1.15658584651954e-07
"Primulaceae.CID_OUV",10,324.621157041223,-30.539960747751,358.958221345783,-629.242314082446,43.294442210429,1.99057701585503e-10
"Primulaceae.CID_OUM",10,340.854380303456,-30.835169594472,375.344068491494,-661.708760606911,10.8279956859642,0.00223346047608116
"Primulaceae.CID_OUMV",11,324.023591220066,-30.7964267959798,358.366628598705,-626.047182440132,46.4895738527438,4.02870033432747e-11
"Rubieae.CID_BM1",4,203.053949696033,-51.5172909071514,258.182820759743,-398.107899392067,70.3939477957946,3.48098342469254e-16
"Rubieae.CID_OU1",5,233.074163279338,-51.5693776908025,288.228483257223,-456.148326558676,12.3535206291853,0.00139643452683608
"Rubieae.CD_BMV",5,208.654832014268,-51.9556379280421,264.640728737921,-407.309664028537,61.1921831593251,3.46608938277698e-14
"Rubieae.CD_OUV",6,231.964654226693,-51.6249283477771,287.009609045039,-451.929308453385,16.5725387344763,0.000169384020517814
"Rubieae.CD_OUM",6,239.527577029882,-51.1593207778895,293.924148025817,-467.055154059763,1.44669312809845,0.32614301193613
"Rubieae.CD_OUMV",7,241.250923593931,-51.9826665999645,296.47342352887,-468.501847187862,0,0.672285119924635
"Rubieae.CID_BMV",9,206.357670742319,-51.6595588982014,262.410571537475,-394.715341484638,73.7865057032236,6.38289008678768e-17
"Rubieae.CID_OUV",10,231.825636828218,-51.35775774062,286.615112461755,-443.651273656437,24.8505735314247,2.69972805997862e-06
"Rubieae.CID_OUM",10,231.59069792636,-51.4879433119135,286.559347603,-443.18139585272,25.3204513351412,2.13445671349882e-06
"Rubieae.CID_OUMV",11,232.02756483887,-51.1396300097582,288.748270387208,-442.055129677739,26.4467175101222,1.21540707285069e-06
"Salvia.CID_BM1",4,703.802054511295,-86.2023310888179,793.841462654525,-1399.60410902259,24.6916515405603,2.47566684934676e-06
"Salvia.CID_OU1",5,717.147880281575,-86.2177209980782,807.174955000421,-1424.29576056315,0,0.569398354586354
"Salvia.CD_BMV",5,704.197835877289,-86.1330470956869,794.411207878801,-1398.39567175458,25.9000888085718,1.35295509550716e-06
"Salvia.CD_OUV",6,642.729294739672,-86.2656802469583,732.752409128295,-1273.45858947934,150.837171083806,1.00355383296844e-33
"Salvia.CD_OUM",6,717.843181708718,-86.1457368727128,807.813709702106,-1423.68636341744,0.609397145713501,0.419843369622036
"Salvia.CD_OUMV",7,643.748761825768,-86.2012888584648,733.758036732599,-1273.49752365154,150.798236911614,1.02328149891457e-33
"Salvia.CID_BMV",9,704.074605416545,-87.3257050613295,794.524257069743,-1390.14921083309,34.1465497300587,2.19072137605425e-08
"Salvia.CID_OUV",10,717.283844244981,-86.4347966073533,807.739634864535,-1414.56768848996,9.72807207318715,0.00439533718580407
"Salvia.CID_OUM",10,717.653184979364,-86.4785655928061,807.919726628923,-1415.30636995873,8.98939060442149,0.00635908807664733
"Salvia.CID_OUMV",11,643.675133595104,-86.3131459679608,733.769979273029,-1265.35026719021,158.945493372942,1.74116873485813e-35
"Solanaceae.CID_BM1",4,1615.20984919814,-142.057075213035,1761.03895866068,-3222.41969839628,83.1174589300495,4.67312758321761e-19
"Solanaceae.CID_OU1",5,1657.76857866316,-143.163749009071,1804.0955201064,-3305.53715732633,0,0.522798724852329
"Solanaceae.CD_BMV",5,1615.3715152774,-143.151647360871,1761.19540208002,-3220.7430305548,84.7941267715314,2.02080236878e-19
"Solanaceae.CD_OUV",6,1558.88531096938,-143.235662406726,1704.71897390396,-3105.77062193876,199.766535387567,2.18565960485982e-44
"Solanaceae.CD_OUM",6,1658.66117981983,-142.594041480069,1804.46617550104,-3305.32235963965,0.214797686674956,0.46956075755383
"Solanaceae.CD_OUMV",7,1558.95301316856,-143.127847368736,1705.36934652946,-3103.90602633712,201.631130989205,8.60380849787235e-45
"Solanaceae.CID_BMV",9,1613.70226707846,-146.611570314774,1761.03910414116,-3209.40453415691,96.1326231694161,6.97269442622131e-22
"Solanaceae.CID_OUV",10,1559.20698506703,-143.092185141857,1704.92879133897,-3098.41397013407,207.123187192258,5.52212055640731e-46
"Solanaceae.CID_OUM",10,1658.54284746926,-142.179527129788,1804.43074879939,-3297.08569493852,8.4514623878099,0.00764051759384073
"Solanaceae.CID_OUMV",11,1558.41644275112,-142.680515575858,1704.34584527019,-3094.83288550223,210.704271824095,9.21474319297547e-47
"Spermacoceae.CID_BM1",4,276.381435176897,-76.2052248462494,356.276323913182,-544.762870353794,48.6649314518875,2.68825456423108e-11
"Spermacoceae.CID_OU1",5,276.540225804934,-76.2658906656031,356.394497755466,-543.080451609868,50.3473501958136,1.15914509943704e-11
"Spermacoceae.CD_BMV",5,276.562128265774,-76.1147415635697,356.341925426012,-543.124256531547,50.3035452741343,1.184813301868e-11
"Spermacoceae.CD_OUV",6,297.766702877384,-76.3698841789195,377.382652482064,-583.533405754768,9.89439605091309,0.00705318352455498
"Spermacoceae.CD_OUM",6,302.713900902841,-75.5080157091988,382.224356471963,-593.427801805681,0,0.992946816421697
"Spermacoceae.CD_OUMV",7,277.20718934255,-76.3811919512915,357.094820252398,-540.414378685099,53.0134231205823,3.05638052464197e-12
"Spermacoceae.CID_BMV",9,276.208846219756,-76.7589454372323,356.413749629073,-534.417692439513,59.0101093661689,1.52420559188744e-13
"Spermacoceae.CID_OUV",10,276.223833876829,-76.5000757127427,356.239579572321,-532.447667753658,60.9801340520233,5.69191132398893e-14
"Spermacoceae.CID_OUM",10,277.071432247082,-77.0932024322261,357.199538641591,-534.142864494163,59.2849373115183,1.32851181318972e-13
"Spermacoceae.CID_OUMV",11,276.474275887624,-76.2457554474694,356.275944065958,-530.948551775248,62.4792500304338,2.6898572138203e-14
"Thelypodieae.CID_BM1",4,130.906913128446,-41.2412621379802,175.822622161802,-253.813826256892,9.81081570559746,0.00729494909878025
"Thelypodieae.CID_OU1",5,130.814328527878,-41.476411804757,175.782441263485,-251.628657055755,11.995984906734,0.00244635118903467
"Thelypodieae.CD_BMV",5,131.310967068079,-41.1786712060994,176.079980606472,-252.621934136159,11.0027078263305,0.0040198160546525
"Thelypodieae.CD_OUV",6,123.669919831543,-41.0914223800169,168.542116910067,-235.339839663086,28.2848022994031,7.10308558782397e-07
"Thelypodieae.CD_OUM",6,137.812320981245,-41.2180733366176,183.153312392702,-263.624641962489,0,0.98494919109813
"Thelypodieae.CD_OUMV",7,132.11643650667,-41.0251010778045,176.919134644094,-250.232873013341,13.3917689491487,0.00121738556847584
"Thelypodieae.CID_BMV",9,130.931740350263,-41.5141608583615,175.993746086786,-243.863480700525,19.7611612619642,5.03885872105694e-05
"Thelypodieae.CID_OUV",10,123.685903936433,-41.2029732624385,168.53397593012,-227.371807872867,36.2528340896228,1.32193751837541e-08
"Thelypodieae.CID_OUM",10,131.065484420126,-40.9803985950544,175.836204221724,-242.130968840252,21.4936731222376,2.11895635494732e-05
"Thelypodieae.CID_OUMV",11,123.774232654249,-40.9830481023639,168.564793710777,-225.548465308498,38.0761766539911,5.3122330743973e-09
