"wcvp_name","gbif_name"
"Nolletia gariepina","Nolletia gariepina (DC.) Mattf. Mattf. (DC.)"
"Nolletia jeanettae","Nolletia jeanettae P.P.J.Herman"
"Nolletia rarifolia","Nolletia rarifolia (Turcz.) Steetz Steetz (Turcz.)"
"Nolletia ruderalis","Nolletia ruderalis Hilliard"
"Nolletia tenuifolia","Nolletia tenuifolia Mattf."
"Nolletia vanhoepeniae","Nolletia vanhoepeniae P.P.J.Herman"
"Nolletia welmaniae","Nolletia welmaniae P.P.J.Herman"
"Nolletia zambesica","Nolletia zambesica R.E.Fr."
"Poecilolepis ficoidea","Poecilolepis ficoidea (DC.) Grau Grau (DC.)"
"Poecilolepis maritima","Poecilolepis maritima (Bolus) Grau Grau (Bolus)"
"Polyarrhena prostrata subsp. prostrata","Polyarrhena prostrata subsp. prostrata"
"Polyarrhena reflexa","Polyarrhena reflexa (L.) Cass. Cass. (L.)"
"Diplostephium asplundii","Diplostephium asplundii Cuatrec."
"Diplostephium azureum","Diplostephium azureum Cuatrec."
"Diplostephium barclayanum","Diplostephium barclayanum Cuatrec."
"Diplostephium cajamarquillense","Diplostephium cajamarquillense Cuatrec."
"Diplostephium callaense","Diplostephium callaense Cuatrec."
"Diplostephium callilepis","Diplostephium callilepis S.F.Blake"
"Diplostephium carabayense","Diplostephium carabayense Wedd."
"Diplostephium oxapampanum","Diplostephium oxapampanum Cuatrec."
"Diplostephium pachyphyllum","Diplostephium pachyphyllum Cuatrec."
"Leonurus kuprijanoviae","Leonurus kuprijanoviae Krestovsk."
"Diplostephium pearcei","Diplostephium pearcei Sprague & S.F.Blake"
"Polyarrhena reflexa subsp. reflexa","Polyarrhena reflexa subsp. reflexa Linnaeus, 1753"
"Polyarrhena stricta","Polyarrhena stricta Grau"
"Roodebergia kitamurana","Roodebergia kitamurana B.Nord."
"Katinasia cabrerae","Katinasia cabrerae (Bonif.) Bonif. Bonif. (Bonif.)"
"Nardophyllum armatum","Nardophyllum armatum (Wedd.) Reiche Reiche (Wedd.)"
"Nardophyllum bryoides","Nardophyllum bryoides (Lam.) Cabrera Cabrera (Lam.)"
"Leonurus macranthus","Leonurus macranthus Maxim."
"Nardophyllum chiliotrichoides","Nardophyllum chiliotrichoides (J.Rémy) A.Gray A.Gray (J.Rémy)"
"Nardophyllum deserticola","Nardophyllum deserticola (Cabrera) G.L.Nesom G.L.Nesom (Cabrera)"
"Nardophyllum genistoides","Nardophyllum genistoides (Phil.) A.Gray A.Gray (Phil.)"
"Anthurium eminens","Anthurium eminens Schott"
"Nardophyllum lanatum","Nardophyllum lanatum (Meyen) Cabrera Cabrera (Meyen)"
"Nardophyllum patagonicum","Nardophyllum patagonicum (Cabrera) G.L.Nesom G.L.Nesom (Cabrera)"
"Aztecaster matudae","Aztecaster matudae (Rzed.) G.L.Nesom G.L.Nesom (Rzed.)"
"Aztecaster pyramidatus","Aztecaster pyramidatus (B.L.Rob. & Greenm.) G.L.Nesom G.L.Nesom (B.L.Rob. & Greenm.)"
"Blakiella bartsiifolia","Blakiella bartsiifolia (S.F.Blake) Cuatrec. Cuatrec. (S.F.Blake)"
"Cabreraea andina","Cabreraea andina (Cabrera) Bonif. Bonif. (Cabrera)"
"Chiliophyllum densifolium","Chiliophyllum densifolium Phil."
"Haroldia mendocina","Haroldia mendocina (Cabrera) Bonif. Bonif. (Cabrera)"
"Chiliotrichiopsis keideli","Chiliotrichiopsis keidelii Cabrera"
"Chiliotrichiopsis ledifolia","Chiliotrichiopsis ledifolia (Griseb.) Cabrera Cabrera (Griseb.)"
"Chiliotrichiopsis peruviana","Chiliotrichiopsis peruviana Nesom, H.Rob. & A.Granda"
"Chiliotrichum diffusum","Chiliotrichum diffusum Dusén"
"Chiliotrichum fuegianum","Chiliotrichum fuegianum (O.Hoffm.) Bonif. Bonif. (O.Hoffm.)"
"Chiliotrichum rosmarinifolium","Chiliotrichum rosmarinifolium Less."
"Diplostephium abietinum","Diplostephium abietinum S.F.Blake"
"Diplostephium affine","Diplostephium affine Wedd."
"Diplostephium antisanense","Diplostephium antisanense Hieron."
"Diplostephium cinereum","Diplostephium cinereum Cuatrec."
"Diplostephium crypteriophyllum","Diplostephium crypteriophyllum Cuatrec."
"Diplostephium dentatum","Diplostephium dentatum Cuatrec."
"Diplostephium empetrifolium","Diplostephium empetrifolium S.F.Blake"
"Diplostephium ericoides","Diplostephium ericoides (Lam.) Cabrera Cabrera (Lam.)"
"Diplostephium espinosae","Diplostephium espinosae Cuatrec."
"Diplostephium fernandez-alonsoi","Diplostephium fernandez-alonsoi S.Díaz"
"Diplostephium flavidum","Diplostephium flavidum V.M.Badillo"
"Linochilus floribundus","Linochilus floribundus Benth."
"Diplostephium floribundum subsp. aequatoriense","Diplostephium floribundum subsp. aequatoriense Cuatrec."
"Diplostephium floribundum subsp. cundinamarcense","Diplostephium floribundum var. cundinamarcense Cuatrec."
"Diplostephium floribundum subsp. llanganatense","Diplostephium floribundum subsp. llanganatense Cuatrec."
"Diplostephium floribundum subsp. putumayense","Diplostephium floribundum var. putumayense Cuatrec."
"Diplostephium foliosissimum","Diplostephium foliosissimum S.F.Blake"
"Diplostephium friedbergii","Diplostephium friedbergii Cuatrec."
"Diplostephium glandulosum","Diplostephium glandulosum Hieron."
"Diplostephium gnidioides","Diplostephium gnidioides S.F.Blake"
"Diplostephium goodspeedii","Diplostephium goodspeedii Cuatrec."
"Diplostephium gynoxyoides","Diplostephium gynoxyoides Cuatrec."
"Diplostephium haenkei","Diplostephium haenkei (DC.) Wedd. Wedd. (DC.)"
"Diplostephium hartwegii","Diplostephium hartwegii Hieron."
"Leonurus mongolicus","Leonurus mongolicus V.I.Krecz. & Kuprian."
"Diplostephium hippophae","Diplostephium hippophae S.F.Blake"
"Diplostephium incanum","Diplostephium incanum Hieron."
"Diplostephium jelskii","Diplostephium jelskii Hieron."
"Diplostephium juniperinum","Diplostephium juniperinum Cuatrec."
"Diplostephium konotrichum","Diplostephium konotrichum Cuatrec."
"Diplostephium lanatum","Diplostephium lanatum Cuatrec."
"Diplostephium lechleri","Diplostephium lechleri (Sch.Bip.) Wedd. Wedd. (Sch.Bip.)"
"Diplostephium oblanceolatum","Diplostephium oblanceolatum S.F.Blake"
"Diplostephium peruvianum","Diplostephium peruvianum Cuatrec."
"Pappochroma gunnii","Pappochroma gunnii (Hook.fil.) G.L.Nesom G.L.Nesom (Hook.fil.)"
"Olearia arborescens","Olearia arborescens (G.Forst.) Druce Druce (G.Forst.)"
"Olearia archeri","Olearia archeri Lander"
"Olearia arckaringensis","Olearia arckaringensis P.J.Láng"
"Leonurus nuristanicus","Leonurus nuristanicus Murata"
"Olearia eremaea","Olearia eremaea Lander"
"Olearia ericoides","Olearia ericoides (Steetz) N.A.Wakef. N.A.Wakef. (Steetz)"
"Diplostephium pulchrum","Diplostephium pulchrum S.F.Blake"
"Diplostephium ramiglabrum","Diplostephium ramiglabrum Cuatrec."
"Linochilus rosmarinifolius","Linochilus rosmarinifolius Benth."
"Diplostephium sagasteguii","Diplostephium sagasteguii Cuatrec."
"Diplostephium sandiense","Diplostephium sandiense Cuatrec."
"Leonurus panzerioides","Leonurus panzerioides Popov"
"Diplostephium serratifolium","Diplostephium serratifolium Cuatrec."
"Diplostephium spinulosum","Diplostephium spinulosum Wedd."
"Diplostephium stuebelii","Diplostephium stuebelii (Hieron.) Cuatrec. Cuatrec. (Hieron.)"
"Diplostephium tacorense","Diplostephium tacorense Hieron."
"Diplostephium tolimense","Diplostephium tolimense Cuatrec."
"Diplostephium vaccinioides","Diplostephium vaccinioides S.F.Blake"
"Diplostephium vermiculatum","Diplostephium vermiculatum Cuatrec."
"Diplostephium weberbaueri","Diplostephium weberbaueri Cuatrec."
"Diplostephium wurdackii","Diplostephium wurdackii Cuatrec."
"Diplostephium yahuarcochense","Diplostephium yahuarcochense Cuatrec."
"Dysaster cajamarcensis","Dysaster cajamarcensis H.Rob. & V.A.Funk"
"Leonurus persicus","Leonurus persicus Boiss."
"Lepidophyllum cupressiforme","Lepidophyllum cupressiforme (Lam.) Cass. Cass. (Lam.)"
"Parastrephia lepidophylla","Parastrephia lepidophylla (Wedd.) Cabrera Cabrera (Wedd.)"
"Leonurus pseudomacranthus","Leonurus pseudomacranthus Kitag."
"Parastrephia lucida","Parastrephia lucida (Meyen) Cabrera Cabrera (Meyen)"
"Leonurus pseudopanzerioides","Leonurus pseudopanzerioides Krestovsk."
"Parastrephia phyliciformis","Parastrephia phyliciformis (Meyen) Cabrera Cabrera (Meyen)"
"Parastrephia quadrangularis","Parastrephia quadrangularis (Meyen) Cabrera Cabrera (Meyen)"
"Leonurus pubescens","Leonurus pubescens Benth."
"Parastrephia teretiuscula","Parastrephia teretiuscula (Kuntze) Cabrera Cabrera (Kuntze)"
"Hinterhubera adenopetala","Hinterhubera adenopetala Cuatrec. & Aristeg."
"Hinterhubera columbica","Hinterhubera columbica Sch.Bip."
"Hinterhubera ericoides","Hinterhubera ericoides Wedd."
"Hinterhubera harrietae","Hinterhubera harrietae Cuatrec."
"Hinterhubera imbricata","Hinterhubera imbricata Cuatrec. & Aristeg."
"Hinterhubera lanuginosa","Hinterhubera lanuginosa Cuatrec. & Aristeg."
"Hinterhubera laseguei","Hinterhubera laseguei Wedd."
"Hinterhubera nevadensis","Hinterhubera nevadensis Cuatrec."
"Leonurus quinquelobatus","Leonurus quinquelobatus Gilib. ex Usteri"
"Guynesomia scoparia","Guynesomia scoparia (Phil.) Bonif. & G.Sancho Bonif. & G.Sancho (Phil.)"
"Flosmutisia paramicola","Flosmutisia paramicola Cuatrec."
"Westoniella barqueroana","Westoniella barqueroana Cuatrec."
"Westoniella chirripoensis","Westoniella chirripoensis Cuatrec."
"Westoniella eriocephala","Westoniella eriocephala (Klatt) Cuatrec. Cuatrec. (Klatt)"
"Westoniella kohkemperi","Westoniella kohkemperi Cuatrec."
"Westoniella lanuginosa","Westoniella lanuginosa Cuatrec."
"Westoniella triunguifolia","Westoniella triunguifolia Cuatrec."
"Floscaldasia azorelloides","Floscaldasia azorelloides Sklenár & H.Rob."
"Floscaldasia hysophila","Floscaldasia hysophila Cuatrec."
"Laestadia costaricensis","Laestadia costaricensis S.F.Blake"
"Laestadia domingensis","Laestadia domingensis Urb."
"Laestadia lechleri","Laestadia lechleri Wedd."
"Laestadia muscicola","Laestadia muscicola Wedd."
"Olearia aglossa","Olearia aglossa (Maiden & Betche) Lander Lander (Maiden & Betche)"
"Leonurus reticulatus","Leonurus reticulatus Raf."
"Olearia albida","Olearia albida Hook.fil."
"Olearia angulata","Olearia angulata Kirk"
"Olearia algida","Olearia algida N.A.Wakef."
"Olearia allomii","Olearia allomii Kirk"
"Leonurus royleanus","Leonurus royleanus Benth."
"Olearia alpicola","Olearia alpicola (F.Muell.) F.Muell. F.Muell. (F.Muell.)"
"Olearia angustifolia","Olearia angustifolia Hook.fil."
"Olearia elaeophila","Olearia elaeophila (DC.) F.Muell. F.Muell. (DC.)"
"Olearia elliptica","Olearia elliptica DC."
"Celmisia sessiliflora","Celmisia sessiliflora Hook.fil."
"Celmisia similis","Celmisia similis Given"
"Celmisia sinclairii","Celmisia sinclairii Cheeseman"
"Celmisia spectabilis","Celmisia spectabilis Hook.fil."
"Leonurus sibiricus","Leonurus sibiricus L."
"Celmisia spectabilis subsp. spectabilis","Celmisia spectabilis subsp. spectabilis"
"Celmisia spectabilis subsp. lanceolata","Celmisia spectabilis subsp. lanceolata (Hook.fil.) Given Given (Hook.fil.)"
"Celmisia spectabilis subsp. magnifica","Celmisia spectabilis var. magnifica Allan"
"Celmisia spedenii","Celmisia spedenii G.Simpson"
"Celmisia thomsonii","Celmisia thomsonii Cheeseman"
"Celmisia tomentella","Celmisia tomentella M.Gray & Given"
"Pappochroma bellidioides","Pappochroma bellidioides (Hook.fil.) G.L.Nesom G.L.Nesom (Hook.fil.)"
"Olearia argophylla","Olearia argophylla (Labill.) F.Muell. F.Muell. (Labill.)"
"Olearia arguta","Olearia arguta R.Br. ex Benth."
"Olearia arida","Olearia arida E.Pritz."
"Olearia asterotricha","Olearia asterotricha F.Muell."
"Olearia asterotricha subsp. asterotricha","Olearia asterotricha subsp. asterotricha"
"Olearia asterotricha subsp. glaucophylla","Olearia asterotricha subsp. glaucophylla Messina"
"Olearia asterotricha subsp. lobata","Olearia asterotricha subsp. lobata Messina"
"Olearia asterotricha subsp. rotundifolia","Olearia asterotricha subsp. rotundifolia Messina"
"Olearia astroloba","Olearia astroloba Lander & N.G.Walsh"
"Olearia avicenniifolia","Olearia avicenniifolia (Raoul) Hook.fil. Hook.fil. (Raoul)"
"Olearia axillaris","Olearia axillaris (DC.) F.Muell. F.Muell. (DC.)"
"Olearia ballii","Olearia ballii F.Muell., 1874"
"Olearia boorabbinensis","Olearia boorabbinensis Hochr."
"Olearia brachyphylla","Olearia brachyphylla (F.Muell. ex Sond.) N.A.Wakef. N.A.Wakef. (F.Muell. ex Sond.)"
"Olearia brevipedunculata","Olearia brevipedunculata N.G.Walsh"
"Olearia buchananii","Olearia buchananii Kirk"
"Olearia bullata","Olearia bullata H.D.Wilson & Garn.-Jones"
"Olearia burgessii","Olearia burgessii Lander"
"Olearia calcarea","Olearia calcarea F.Muell. ex Benth."
"Olearia canescens","Olearia canescens (Benth.) Hutch. Hutch. (Benth.)"
"Olearia canescens subsp. canescens","Olearia canescens subsp. canescens"
"Olearia canescens subsp. discolor","Olearia canescens subsp. discolor Messina"
"Olearia capillaris","Olearia capillaris Buchanan"
"Olearia cassiniae","Olearia cassiniae F.Muell."
"Olearia chathamica","Olearia chathamica Kirk"
"Olearia cheesemanii","Olearia cheesemanii Cockayne & Allan"
"Leonurus tataricus","Leonurus tataricus L."
"Olearia chrysophylla","Olearia chrysophylla (DC.) Benth. Benth. (DC.)"
"Olearia ciliata","Olearia ciliata (Benth.) F.Muell. F.Muell. (Benth.)"
"Olearia ciliata var. squamifolia","Olearia ciliata var. squamifolia (F.Muell.) Benth. Benth. (F.Muell.)"
"Olearia cinerea","Olearia cinerea Mattf."
"Olearia clemensiae","Olearia clemensiae Mattf."
"Leonurus tibeticus","Leonurus tibeticus Krestovsk."
"Olearia colensoi","Olearia colensoi Hook.fil."
"Olearia cordata","Olearia cordata Lander"
"Olearia coriacea","Olearia coriacea Kirk"
"Olearia covenyi","Olearia covenyi Lander"
"Olearia crebra","Olearia crebra E.K.Cameron & Heenan"
"Olearia crenifingens","Olearia crenifingens Mattf."
"Olearia crosby-smithiana","Olearia crosby-smithiana Petrie"
"Olearia cuneifolia","Olearia cuneifolia A.R.Bean & M.T.Mathieson"
"Olearia curticoma","Olearia curticoma N.G.Walsh"
"Olearia cydoniifolia","Olearia cydoniifolia (DC.) Benth. Benth. (DC.)"
"Olearia decurrens","Olearia decurrens (DC.) Benth. Benth. (DC.)"
"Olearia durifolia","Olearia durifolia J.Kost."
"Olearia erubescens","Olearia erubescens (Spreng.) Dippel Dippel (Spreng.)"
"Olearia exiguifolia","Olearia exiguifolia F.Muell."
"Olearia exilis","Olearia exilis S.Moore"
"Leonurus turkestanicus","Leonurus turkestanicus V.I.Krecz. & Kuprian."
"Olearia ferresii","Olearia ferresii (F.Muell.) F.Muell. F.Muell. (F.Muell.)"
"Olearia fimbriata","Olearia fimbriata Heads"
"Olearia floccosa","Olearia floccosa J.Kost."
"Olearia flocktoniae","Olearia flocktoniae Maiden & Betche"
"Olearia floribunda","Olearia floribunda (Hook.fil.) Benth. Benth. (Hook.fil.)"
"Leonurus turkestanicus var. songoricus","Leonurus turkestanicus var. songoricus Krestovsk."
"Olearia fluvialis","Olearia fluvialis Lander"
"Olearia fragrantissima","Olearia fragrantissima Petrie"
"Olearia frostii","Olearia frostii F.Muell."
"Olearia furfuracea","Olearia furfuracea (A.Rich.) Hook.fil. Hook.fil. (A.Rich.)"
"Leonurus turkestanicus var. turkestanicus","Leonurus turkestanicus var. turkestanicus"
"Olearia gardneri","Olearia gardneri Heads"
"Olearia glandulosa","Olearia glandulosa (Labill.) Benth. Benth. (Labill.)"
"Leonurus urticifolius","Leonurus urticifolius C.Y.Wu & H.W.Li"
"Olearia glutinosa","Olearia glutinosa (Lindl.) Benth. Benth. (Lindl.)"
"Olearia gordonii","Olearia gordonii Lander"
"Olearia grandiflora","Olearia grandiflora Hook."
"Leonurus villosissimus","Leonurus villosissimus C.Y.Wu & H.W.Li"
"Olearia gravis","Olearia gravis F.Muell."
"Olearia hectorii","Olearia hectorii Hook.fil."
"Olearia heterocarpa","Olearia heterocarpa S.T.Blake"
"Olearia heterolepis","Olearia heterolepis Mattf."
"Olearia heterotricha","Olearia heterotricha Mattf."
"Olearia homolepis","Olearia homolepis F.Muell."
"Olearia hooglandii","Olearia hooglandii J.Kost."
"Olearia hookeri","Olearia hookeri (F.Muell. ex Sond.) Benth. Benth. (F.Muell. ex Sond.)"
"Olearia humilis","Olearia humilis Lander"
"Olearia hygrophila","Olearia hygrophila (DC.) Benth. Benth. (DC.)"
"Acalypha raivavensis","Acalypha raivavensis F.Br."
"Leonurus wutaishanicus","Leonurus wutaishanicus C.Y.Wu & H.W.Li"
"Olearia ilicifolia","Olearia ilicifolia nothovar. mollis Kirk, 1899"
"Olearia imbricata","Olearia imbricata (Turcz.) Benth. Benth. (Turcz.)"
"Olearia incana","Olearia incana (D.A.Cooke) Lander Lander (D.A.Cooke)"
"Olearia incondita","Olearia incondita Lander"
"Olearia iodochroa","Olearia iodochroa (F.Muell.) F.Muell. F.Muell. (F.Muell.)"
"Olearia kernotii","Olearia kernotii (F.Muell.) Mattf., 1929 Mattf., 1929 (F.Muell.)"
"Olearia laciniifolia","Olearia laciniifolia Lander"
"Olearia lacunosa","Olearia lacunosa Hook.fil."
"Olearia lanata","Olearia lanata J.Kost."
"Olearia lanceolata","Olearia lanceolata (Benth.) D.Morris D.Morris (Benth.)"
"Olearia lanuginosa","Olearia lanuginosa (J.H.Willis) N.A.Wakef. N.A.Wakef. (J.H.Willis)"
"Olearia lasiophylla","Olearia lasiophylla Lander"
"Olearia ledifolia","Olearia ledifolia (DC.) Benth. Benth. (DC.)"
"Olearia lehmanniana","Olearia lehmanniana (Steetz) Lander Lander (Steetz)"
"Olearia pannosa subsp. pannosa","Olearia pannosa subsp. pannosa"
"Olearia pannosa subsp. cardiophylla","Olearia pannosa subsp. cardiophylla (F.Muell.) D.A.Cooke D.A.Cooke (F.Muell.)"
"Olearia ramulosa var. microcephala","Olearia ramulosa var. microcephala (Benth.) J.H.Willis J.H.Willis (Benth.)"
"Olearia ramulosa var. rigida","Olearia ramulosa var. rigida J.H.Willis"
"Celmisia durietzii","Celmisia durietzii Cockayne & Allan"
"Celmisia gibbsii","Celmisia gibbsii Cheeseman"
"Celmisia glabrescens","Celmisia glabrescens Petrie"
"Celmisia glandulosa","Celmisia glandulosa Hook.fil."
"Olearia lepidophylla","Olearia lepidophylla (Pers.) Benth. Benth. (Pers.)"
"Olearia lepidota","Olearia lepidota Mattf."
"Leopoldinia piassaba","Leopoldinia piassaba Wallace"
"Olearia leptocephala","Olearia leptocephala J.Kost."
"Olearia lyallii","Olearia lyallii Hook.fil."
"Olearia lirata","Olearia lyrata (Sims) Hutch. Hutch. (Sims)"
"Leopoldinia pulchra","Leopoldinia pulchra Mart."
"Olearia macdonnellensis","Olearia macdonnellensis D.A.Cooke"
"Olearia macrodonta","Olearia macrodonta Baker"
"Olearia magniflora","Olearia magniflora F.Muell."
"Olearia megalophylla","Olearia megalophylla (F.Muell.) F.Muell. F.Muell. (F.Muell.)"
"Olearia microdisca","Olearia microdisca J.M.Black"
"Olearia microphylla","Olearia microphylla (Vent.) Maiden & Betche Maiden & Betche (Vent.)"
"Olearia minor","Olearia minor (Benth.) Lander Lander (Benth.)"
"Olearia montana","Olearia montana Lander"
"Olearia monticola","Olearia monticola F.M.Bailey"
"Olearia mooneyi","Olearia mooneyi F.Muell., 1874"
"Olearia moschata","Olearia moschata Hook.fil."
"Olearia mucronata","Olearia mucronata Lander"
"Olearia muelleri","Olearia muelleri (Sond.) Benth. Benth. (Sond.)"
"Olearia muricata","Olearia muricata (Steetz) Benth. Benth. (Steetz)"
"Anthurium ericae","Anthurium ericae Diels"
"Olearia myrsinoides","Olearia myrsinoides (Labill.) F.Muell. F.Muell. (Labill.)"
"Olearia nernstii","Olearia nernstii F.Muell."
"Olearia newbeyi","Olearia newbeyi Lander"
"Olearia nummulariifolia","Olearia nummularifolia Hook.fil."
"Olearia obcordata","Olearia obcordata (Hook.fil.) Benth. Benth. (Hook.fil.)"
"Lepanthes abitaguae","Lepanthes abitaguae Luer & L.Jost"
"Olearia obovata","Olearia obovata Mattf."
"Olearia occidentissima","Olearia occidentissima Lander"
"Olearia odorata","Olearia odorata Petrie"
"Olearia oliganthema","Olearia oliganthema F.Muell. ex Benth."
"Olearia oporina","Olearia oporina (G.Forst.) Hook.fil. Hook.fil. (G.Forst.)"
"Olearia oppositifolia","Olearia oppositifolia (F.Muell.) Lander Lander (F.Muell.)"
"Olearia pachycephala","Olearia pachycephala J.Kost."
"Olearia pachyphylla","Olearia pachyphylla Cheeseman"
"Olearia pallida","Olearia pallida J.Kost."
"Lepanthes abortiva","Lepanthes abortiva Luer & R.Escobar"
"Olearia paniculata","Olearia paniculata (J.R.Forst. & G.Forst.) Druce Druce (J.R.Forst. & G.Forst.)"
"Olearia pannosa","Olearia pannosa Hook."
"Olearia passerinoides","Olearia passerinoides (Turcz.) Benth. Benth. (Turcz.)"
"Lepanthes absens","Lepanthes absens Luer & Hirtz"
"Olearia passerinoides subsp. passerinoides","Olearia passerinoides subsp. passerinoides"
"Olearia passerinoides subsp. glutescens","Olearia passerinoides subsp. glutescens (Sond.) D.A.Cooke D.A.Cooke (Sond.)"
"Lepanthes acarina","Lepanthes acarina Luer"
"Olearia paucidentata","Olearia paucidentata F.Muell., 1865"
"Olearia persoonioides","Olearia persoonioides (DC.) Benth. Benth. (DC.)"
"Olearia phlogopappa","Olearia phlogopappa (Labill.) DC. DC. (Labill.)"
"Lepanthes aciculifolia","Lepanthes aciculifolia Luer"
"Olearia phlogopappa subsp. phlogopappa","Olearia phlogopappa subsp. phlogopappa"
"Olearia phlogopappa var. brevipes","Olearia phlogopappa var. brevipes (Hook.fil.) W.M.Curtis W.M.Curtis (Hook.fil.)"
"Olearia phlogopappa var. microcephala","Olearia phlogopappa var. microcephala (Hutch.) W.M.Curtis W.M.Curtis (Hutch.)"
"Olearia phlogopappa subsp. angustifolia","Olearia phlogopappa subsp. angustifolia (Hook.fil.) Messina Messina (Hook.fil.)"
"Olearia phlogopappa subsp. continentalis","Olearia phlogopappa subsp. continentalis Messina"
"Lepanthes acoridilabia","Lepanthes acoridilabia Ames & C.Schweinf."
"Olearia phlogopappa subsp. flavescens","Olearia phlogopappa var. flavescens (Hutch.) J.H.Willis J.H.Willis (Hutch.)"
"Olearia phlogopappa subsp. gunniana","Olearia phlogopappa subsp. gunniana (DC.) Messina Messina (DC.)"
"Olearia phlogopappa subsp. insularis","Olearia phlogopappa subsp. insularis Messina"
"Olearia phlogopappa subsp. salicina","Olearia phlogopappa subsp. salicina (Hook.fil.) Messina Messina (Hook.fil.)"
"Olearia phlogopappa subsp. serrata","Olearia phlogopappa subsp. serrata Messina"
"Olearia phlogopappa subsp. subrepanda","Olearia phlogopappa subsp. subrepanda (DC.) Messina Messina (DC.)"
"Olearia picridifolia","Olearia picridifolia (F.Muell.) Benth. Benth. (F.Muell.)"
"Anthurium ernesti","Anthurium ernestii Engl."
"Lepanthes acrogenia","Lepanthes acrogenia Luer & R.Escobar"
"Olearia pimeleoides","Olearia pimeleoides (DC.) Benth. Benth. (DC.)"
"Olearia pinifolia","Olearia pinifolia (Hook.fil.) Benth. Benth. (Hook.fil.)"
"Olearia platyphylla","Olearia platyphylla Mattf."
"Olearia plucheacea","Olearia plucheacea Lander"
"Lepanthes actias-luna","Lepanthes actias-luna Luer & Hirtz"
"Olearia polita","Olearia polita H.D.Wilson & Garn.-Jones"
"Olearia propinqua","Olearia propinqua S.Moore"
"Olearia quercifolia","Olearia quercifolia (Cass.) DC. DC. (Cass.)"
"Olearia quinquevulnera","Olearia quinquevulnera Heenan"
"Lepanthes aculeata","Lepanthes aculeata Luer"
"Olearia ramosissima","Olearia ramosissima (DC.) Benth. Benth. (DC.)"
"Lepanthes acuminata","Lepanthes acuminata Schltr."
"Lepanthes acuminata subsp. acuminata","Lepanthes acuminata subsp. acuminata"
"Olearia ramulosa","Olearia ramulosa (Labill.) Benth. Benth. (Labill.)"
"Olearia ramulosa var. longisetosa","Olearia ramulosa var. longisetosa J.H.Willis"
"Olearia ramulosa var. tomentosa","Olearia ramulosa var. tomentosa J.H.Willis"
"Lepanthes acuminata subsp. ernestii","Lepanthes acuminata subsp. ernestii Salazar & Soto Arenas"
"Olearia rani","Olearia rani (A.Cunn.) Druce Druce (A.Cunn.)"
"Olearia revoluta","Olearia revoluta F.Muell. ex Benth."
"Olearia rosmarinifolia","Olearia rosmarinifolia (DC.) Benth. Benth. (DC.)"
"Lepanthes acunae","Lepanthes acunae Hespenh."
"Olearia rudis","Olearia rudis (Benth.) F.Muell. F.Muell. (Benth.)"
"Olearia rufa","Olearia rufa J.Kost."
"Olearia rugosa","Olearia rugosa Archer ex Kuntze"
"Olearia rugosa subsp. rugosa","Olearia rugosa subsp. rugosa"
"Lepanthes acutissima","Lepanthes acutissima Luer & R.Escobar"
"Olearia rugosa subsp. allenderae","Olearia rugosa subsp. allenderae (J.H.Willis) Hawke Hawke (J.H.Willis)"
"Olearia rugosa subsp. angustifolia","Olearia rugosa subsp. angustifolia Hawke ex Messina"
"Olearia rugosa subsp. distalilobata","Olearia rugosa subsp. distalilobata Hawke ex Messina"
"Olearia rugosa subsp. intermedia","Olearia rugosa subsp. intermedia Messina"
"Olearia sarawaketensis","Olearia sarawaketensis Mattf."
"Olearia semidentata","Olearia semidentata Decne., 1853"
"Lepanthes adamsii","Lepanthes adamsii Hespenh."
"Olearia solandri","Olearia solandri (Hook.fil.) Hook.fil. Hook.fil. (Hook.fil.)"
"Olearia speciosa","Olearia speciosa Hutch."
"Olearia spectabilis","Olearia spectabilis J.Kost."
"Lepanthes adelphe","Lepanthes adelphe Luer & Hirtz"
"Olearia stellulata","Olearia stellulata (Labill.) DC. DC. (Labill.)"
"Anthurium ernesti var. ernesti","UNMATCHED_Anthurium ernesti var. ernesti"
"Lepanthes aduncata","Lepanthes aduncata Luer & R.Escobar"
"Olearia stenophylla","Olearia stenophylla N.G.Walsh"
"Olearia stilwellae","Olearia stilwellae Blakely"
"Olearia strigosa","Olearia strigosa (Steetz) Benth. Benth. (Steetz)"
"Lepanthes aeora","Lepanthes aeora Luer & Hirtz"
"Olearia stuartii","Olearia stuartii (F.Muell.) F.Muell. F.Muell. (F.Muell.)"
"Olearia subspicata","Olearia subspicata (Hook.) Benth. Benth. (Hook.)"
"Olearia suffruticosa","Olearia suffruticosa D.A.Cooke"
"Olearia tasmanica","Olearia tasmanica W.M.Curtis"
"Olearia telmatica","Olearia telmatica Heenan & de Lange"
"Olearia tenuifolia","Olearia tenuifolia (DC.) Benth. Benth. (DC.)"
"Lepanthes affinis","Lepanthes affinis Luer & R.Escobar"
"Olearia teretifolia","Olearia teretifolia (Sond.) F.Muell. F.Muell. (Sond.)"
"Olearia thomsonii","Olearia thomsonii Cheeseman"
"Lepanthes aggeris","Lepanthes aggeris Luer & R.Escobar"
"Olearia tomentosa","Olearia tomentosa (J.C.Wendl.) Benth. Benth. (J.C.Wendl.)"
"Olearia townsonii","Olearia townsonii Cheeseman"
"Olearia trifurcata","Olearia trifurcata Lander"
