"wcvp_name","gbif_name"
"Olearia tubuliflora","Olearia tubuliflora (Sond. & F.Muell.) Benth. Benth. (Sond. & F.Muell.)"
"Olearia velutina","Olearia velutina J.Kost."
"Olearia vernonioides","Olearia vernonioides C.T.White & Francis"
"Lepanthes agglutinata","Lepanthes agglutinata Luer"
"Olearia virgata","Olearia virgata (Hook.fil.) Hook.fil. Hook.fil. (Hook.fil.)"
"Olearia virgata subsp. virgata","Olearia virgata var. virgata"
"Olearia laxiflora","Olearia laxiflora Kirk"
"Lepanthes aithalos","Lepanthes aithalos Carnevali & I.Ramírez"
"Olearia lineata","Olearia lineata (Kirk) Cockayne Cockayne (Kirk)"
"Olearia virgata subsp. centralis","Olearia virgata subsp. centralis Heads"
"Olearia virgata subsp. implicita","Olearia virgata var. implicita Simpson"
"Olearia virgata subsp. serpentina","Olearia virgata subsp. serpentina (G.Simpson) Heads Heads (G.Simpson)"
"Lepanthes alcicornis","Lepanthes alcicornis Luer & R.Escobar"
"Olearia viscidula","Olearia viscidula (F.Muell.) Benth. Benth. (F.Muell.)"
"Olearia viscosa","Olearia viscosa (Labill.) Benth. Benth. (Labill.)"
"Olearia excorticata","Olearia ×excorticata Buchanan"
"Lepanthes alkaia","Lepanthes alkaia Luer & R.Escobar"
"Olearia haastii","Olearia ×haastii Hook.fil."
"Olearia × matthewsii","Olearia ×matthewsii Heenan"
"Olearia oleifolia","Olearia ×oleifolia Kirk"
"Olearia suavis","Olearia ×suavis Cheeseman"
"Olearia traillii","Olearia ×traillii Kirk"
"Lepanthes allector","Lepanthes allector Luer & R.Escobar"
"Olearia xerophila","Olearia Moench"
"Celmisia adamsii","Celmisia adamsii Kirk"
"Celmisia allanii","Celmisia allanii Martin"
"Celmisia alpina","Celmisia alpina (Kirk) Cheeseman Cheeseman (Kirk)"
"Celmisia angustifolia","Celmisia angustifolia Cockayne"
"Lepanthes almolongae","Lepanthes almolongae Luer & Béhar"
"Celmisia argentea","Celmisia argentea Kirk"
"Celmisia armstrongii","Celmisia armstrongii Petrie"
"Celmisia asteliifolia","Celmisia asteliifolia Hook.fil."
"Celmisia bellidioides","Celmisia bellidioides Hook.fil."
"Celmisia bonplandii","Celmisia bonplandii (Buchanan) Allan Allan (Buchanan)"
"Anthurium ernesti var. oellgaardii","UNMATCHED_Anthurium ernesti var. oellgaardii"
"Lepanthes alopex","Lepanthes alopex Luer & Hirtz"
"Celmisia brevifolia","Celmisia brevifolia Cockayne"
"Celmisia cockayneana","Celmisia cockayneana Petrie"
"Celmisia cordatifolia","Celmisia cordatifolia Buchanan"
"Celmisia coriacea","Celmisia coriacea (G.Forst.) Raoul, 1844 Raoul, 1844 (G.Forst.)"
"Celmisia coriacea subsp. coriacea","Celmisia coriacea subsp. coriacea"
"Celmisia coriacea subsp. stricta","Celmisia coriacea var. stricta Cockayne"
"Celmisia costiniana","Celmisia costiniana M.Gray & Given"
"Lepanthes alticola","Lepanthes alticola C.Schweinf."
"Celmisia dallii","Celmisia dallii Buchanan"
"Celmisia densiflora","Celmisia densiflora Hook.fil."
"Celmisia discolor","Celmisia discolor Hook.fil."
"Celmisia dubia","Celmisia dubia Cheeseman"
"Lepanthes amabilis","Lepanthes amabilis Luer"
"Celmisia gracilenta","Celmisia gracilenta Hook.fil."
"Celmisia graminifolia","Celmisia graminifolia Hook.fil."
"Celmisia haastii","Celmisia haastii Hook.fil."
"Celmisia hectorii","Celmisia hectori Hook.fil."
"Celmisia hieraciifolia","Celmisia hieracifolia Hook.fil."
"Lepanthes amphioxa","Lepanthes amphioxa Luer & Hirtz"
"Celmisia holosericea","Celmisia holosericea (G.Forst.) Hook.fil. Hook.fil. (G.Forst.)"
"Celmisia hookeri","Celmisia hookeri Cockayne"
"Celmisia inaccessa","Celmisia inaccessa Given"
"Celmisia incana","Celmisia incana Hook.fil."
"Celmisia insignis","Celmisia insignis Martin"
"Celmisia lanceolata","Celmisia lanceolata Cockayne"
"Lepanthes amplectens","Lepanthes amplectens Luer & Hermans"
"Celmisia laricifolia","Celmisia laricifolia Hook.fil."
"Celmisia lateralis","Celmisia lateralis Buchanan"
"Celmisia latifolia","Celmisia latifolia (F.Muell. ex Benth.) M.Gray & Given M.Gray & Given (F.Muell. ex Benth.)"
"Celmisia lindsayi","Celmisia lindsayi Hook.fil."
"Lepanthes amplior","Lepanthes amplior Luer & R.Escobar"
"Celmisia longifolia","Celmisia longifolia Cass."
"Celmisia lyallii","Celmisia lyallii Hook.fil."
"Celmisia mackaui","Celmisia mackaui Raoul"
"Celmisia macmahonii","Celmisia macmahonii Kirk"
"Lepanthes amplisepala","Lepanthes amplisepala Luer & R.Escobar"
"Celmisia major","Celmisia major Cheeseman"
"Celmisia markii","Celmisia markii W.G.Lee & Given"
"Celmisia monroi","Celmisia monroi Hook.fil."
"Celmisia morganii","Celmisia morganii Cheeseman"
"Celmisia parva","Celmisia parva Kirk"
"Celmisia petiolata","Celmisia petiolata Hook.fil."
"Lepanthes anatina","Lepanthes anatina Luer & R.Escobar"
"Celmisia petriei","Celmisia petriei Cheeseman"
"Celmisia philocremna","Celmisia philocremna Given"
"Celmisia praestans","Celmisia praestans Allan"
"Celmisia prorepens","Celmisia prorepens Petrie"
"Celmisia pugioniformis","Celmisia pugioniformis M.Gray & Given"
"Celmisia ramulosa","Celmisia ramulosa Hook.fil."
"Lepanthes ancylopetala","Lepanthes ancylopetala Dressler"
"Celmisia rigida","Celmisia rigida (Kirk) Cockayne Cockayne (Kirk)"
"Celmisia rupestris","Celmisia rupestris Cheeseman"
"Celmisia rutlandii","Celmisia rutlandii Kirk"
"Celmisia saxifraga","Celmisia saxifraga (Benth.) W.M.Curtis W.M.Curtis (Benth.)"
"Celmisia semicordata","Celmisia semicordata Petrie"
"Celmisia × flaccida","Celmisia flaccida Cockayne"
"Lepanthes andreettae","Lepanthes andreettae Luer"
"Celmisia semicordata subsp. semicordata","Celmisia semicordata subsp. semicordata"
"Celmisia semicordata subsp. aurigans","Celmisia semicordata subsp. aurigans Given"
"Celmisia sericophylla","Celmisia sericophylla J.H.Willis"
"Celmisia traversii","Celmisia traversii Hook.fil."
"Celmisia verbascifolia","Celmisia verbascifolia Hook.fil."
"Celmisia verbascifolia subsp. verbascifolia","Celmisia verbascifolia subsp. verbascifolia"
"Anthurium erskinei","Anthurium erskinei Mayo"
"Lepanthes andrenoglossa","Lepanthes andrenoglossa Rchb.f."
"Celmisia verbascifolia subsp. membranacea","Celmisia verbascifolia subsp. membranacea (Kirk) Given Given (Kirk)"
"Celmisia vespertina","Celmisia vespertina Given"
"Celmisia viscosa","Celmisia viscosa Hook.fil."
"Celmisia walkeri","Celmisia walkeri Kirk"
"Celmisia × boweana","Celmisia ×boweana Petrie"
"Celmisia × christensenii","Celmisia ×christensenii Cockayne"
"Lepanthes anfracta","Lepanthes anfracta Garay & Dunst."
"Celmisia compacta","Celmisia ×compacta Cheeseman"
"Celmisia × linearis","Celmisia ×linearis J.B.Armstr."
"Celmisia × mollis","Celmisia ×mollis Cockayne"
"Celmisia × morrisonii","Celmisia ×morrisonii Cockayne"
"Celmisia × poppelwellii","Celmisia ×poppelwellii Petrie"
"Lepanthes angulata","Lepanthes angulata Luer & Hirtz"
"Myriactis nepalensis","Myriactis nepalensis Less."
"Lepanthes ankistra","Lepanthes ankistra Luer & Dressler"
"Damnamenia vernicosa","Damnamenia vernicosa (Hook.fil.) Given Given (Hook.fil.)"
"Pleurophyllum criniferum","Pleurophyllum criniferum Hook.fil."
"Keysseria pinguiculiformis f. nana","Keysseria pinguiculiformis f. nana J.Kost."
"Keysseria radicans","Keysseria radicans (F.Muell.) Mattf. Mattf. (F.Muell.)"
"Lepanthes anserina","Lepanthes anserina Luer & R.Escobar"
"Keysseria radicans subsp. radicans","Keysseria radicans subsp. radicans"
"Keysseria rosulans","Keysseria rosulans J.Kost."
"Keysseria tomentella","Keysseria tomentella Mattf."
"Keysseria trachyphylla","Keysseria trachyphylla (Mattf.) Mattf. Mattf. (Mattf.)"
"Keysseria wollastonii","Keysseria wollastonii (S.Moore) Mattf. Mattf. (S.Moore)"
"Lagenophora brachyglossa","Lagenophora brachyglossa Jian Wang ter & A.R.Bean"
"Lepanthes antennata","Lepanthes antennata Luer & R.Escobar"
"Lagenophora cuneata","Lagenophora cuneata Petrie"
"Lagenophora fimbriata","Lagenophora fimbriata Jian Wang ter & A.R.Bean"
"Lagenophora gracilis","Lagenophora gracilis Steetz"
"Lagenophora hariotii","Lagenophora hariotii Franch."
"Lagenophora hirsuta","Lagenophora hirsuta Poepp. ex Less."
"Lagenophora gunniana","Lagenophora gunniana Steetz"
"Lagenophora huegelii","Lagenophora huegelii Benth."
"Lepanthes antennifera","Lepanthes antennifera Luer & R.Escobar"
"Lagenophora mikadoi","Lagenophora mikadoi Koidz., 1928"
"Lepanthes antilocapra","Lepanthes antilocapra Luer & Dressler"
"Lagenophora nudicaulis","Lagenophora nudicaulis Dusén"
"Lagenophora petiolata","Lagenophora petiolata Hook.fil."
"Lagenophora pinnatifida","Lagenophora pinnatifida Hook.fil."
"Lagenophora pumila","Lagenophora pumila (G.Forst.) Cheeseman Cheeseman (G.Forst.)"
"Lagenophora queenslandica","Lagenophora queenslandica Jian Wang ter & A.R.Bean"
"Lepanthes antiopa","Lepanthes antiopa Luer"
"Lagenophora latifolia","Lagenophora latifolia Hook.fil."
"Lagenophora montana","Lagenophora montana Hook.fil."
"Lagenophora stipitata","Lagenophora stipitata (Labill.) Druce Druce (Labill.)"
"Pilbara trudgenii","Pilbara trudgenii Lander"
"Lagenocypsela latifolia","Lagenocypsela latifolia (Mattf.) Swenson & K.Bremer Swenson & K.Bremer (Mattf.)"
"Lepanthes antioquiensis","Lepanthes antioquiensis Schltr."
"Lagenocypsela papuana","Lagenocypsela papuana (J.Kost.) Swenson & K.Bremer Swenson & K.Bremer (J.Kost.)"
"Myriactis assamensis","Myriactis assamensis C.E.C.Fisch."
"Myriactis cabrerae","Myriactis cabrerae J.Kost."
"Myriactis delavayi","Myriactis delavayi Gagnep."
"Myriactis humilis","Myriactis humilis Merr."
"Myriactis japonensis","Myriactis japonensis Koidz."
"Myriactis rupestris","Myriactis rupestris J.Kost."
"Lepanthes appendiculata","Lepanthes appendiculata Ames"
"Myriactis wallichii","Myriactis wallichii Less."
"Myriactis wightii","Myriactis wightii DC."
"Myriactis wightii var. bellidioides","Myriactis wightii var. bellidioides Hook.fil."
"Lepanthes aprica","Lepanthes aprica Catling & V.R.Catling"
"Pappochroma nitidum","Pappochroma nitidum (S.J.Forbes) G.L.Nesom G.L.Nesom (S.J.Forbes)"
"Pappochroma paludicola","Pappochroma paludicola (S.J.Forbes) G.L.Nesom G.L.Nesom (S.J.Forbes)"
"Lepanthes aprina","Lepanthes aprina Luer & L.Jost"
"Pappochroma pappocromum","Pappochroma pappocromum (Labill.) G.L.Nesom G.L.Nesom (Labill.)"
"Pappochroma setosum","Pappochroma setosum (Benth.) G.L.Nesom G.L.Nesom (Benth.)"
"Pappochroma stellatum","Pappochroma stellatum (Hook.fil.) G.L.Nesom G.L.Nesom (Hook.fil.)"
"Lepanthes aquila-borussiae","Lepanthes aquila-borussiae Rchb.f."
"Pappochroma tasmanicum","Pappochroma tasmanica (Hook.fil.) G.L.Nesom G.L.Nesom (Hook.fil.)"
"Pappochroma trigonum","Pappochroma trigonum (S.J.Forbes & D.I.Morris) G.L.Nesom G.L.Nesom (S.J.Forbes & D.I.Morris)"
"Piora ericoides","Piora ericoides J.Kost."
"Pytinicarpa neocaledonica","Pytinicarpa neocaledonica (Guillaumin) G.L.Nesom G.L.Nesom (Guillaumin)"
"Pytinicarpa pickeringii","Pytinicarpa pickeringii (A.Gray) G.L.Nesom G.L.Nesom (A.Gray)"
"Pytinicarpa sarasinii","Pytinicarpa sarasinii (Däniker) G.L.Nesom G.L.Nesom (Däniker)"
"Rhamphogyne rhynchocarpa","Rhamphogyne rhynchocarpa (Balf.fil.) S.Moore S.Moore (Balf.fil.)"
"Solenogyne dominii","Solenogyne dominii L.G.Adams"
"Lepanthes arbuscula","Lepanthes arbuscula Luer & R.Escobar"
"Solenogyne bellioides","Solenogyne bellioides Cass."
"Solenogyne gunnii","Solenogyne gunnii (Hook.fil.) Cabrera Cabrera (Hook.fil.)"
"Thespis divaricata","Thespis divaricata Wall. ex DC."
"Thespis integrifolia","Thespis integrifolia Gagnep."
"Thespis tonkinensis","Thespis tonkinensis Gagnep."
"Archibaccharis albescens","Archibaccharis albescens (J.D.Jacks.) G.L.Nesom G.L.Nesom (J.D.Jacks.)"
"Archibaccharis almedana","Archibaccharis almedana G.L.Nesom"
"Archibaccharis androgyna","Archibaccharis androgyna (Brandegee) S.F.Blake S.F.Blake (Brandegee)"
"Baccharis bicolor","Baccharis bicolor (Joch.Müll.) G.Heiden G.Heiden (Joch.Müll.)"
"Baccharis bifrons","Baccharis bifrons Baker"
"Baccharis bigelovii","Baccharis bigelovii A.Gray"
"Baccharis bogotensis","Baccharis bogotensis Kunth"
"Baccharis boliviensis","Baccharis boliviensis (Wedd.) Cuatrec. Cuatrec. (Wedd.)"
"Baccharis boliviensis var. latifolia","Baccharis boliviensis var. latifolia (R.E.Fr.) Cabrera Cabrera (R.E.Fr.)"
"Baccharis boyacensis","Baccharis boyacensis Cuatrec."
"Lepanthes argentata","Lepanthes argentata Luer & R.Escobar"
"Archibaccharis salmeoides","Archibaccharis salmeoides (S.F.Blake) S.F.Blake S.F.Blake (S.F.Blake)"
"Archibaccharis schiedeana","Archibaccharis schiedeana (Benth.) J.D.Jacks. J.D.Jacks. (Benth.)"
"Madagaster madagascariensis","Madagaster madagascariensis (Humbert) G.L.Nesom G.L.Nesom (Humbert)"
"Madagaster mandrarensis","Madagaster mandrarensis (Humbert) G.L.Nesom G.L.Nesom (Humbert)"
"Lepanthes aries","Lepanthes aries Luer"
"Madagaster saboureaui","Madagaster saboureaui (Humbert) G.L.Nesom G.L.Nesom (Humbert)"
"Madagaster senecionoides","Madagaster senecionoides (Baker) G.L.Nesom G.L.Nesom (Baker)"
"Mairia coriacea","Mairia coriacea Bolus"
"Lepanthes aristata","Lepanthes aristata Luer & R.Escobar"
"Baccharis ligustrina","Baccharis ligustrina DC."
"Baccharis brachyphylla","Baccharis brachyphylla A.Gray"
"Lepanthes asoma","Lepanthes asoma Luer & Hirtz"
"Baccharis brachystachys","Baccharis brachystachys (Baker) I.L.Teodoro & Vidal I.L.Teodoro & Vidal (Baker)"
"Pleurophyllum hookeri","Pleurophyllum hookeri Buchanan"
"Pleurophyllum speciosum","Pleurophyllum speciosum Hook.fil."
"Pachystegia insignis","Pachystegia insignis (Hook.fil.) Cheeseman Cheeseman (Hook.fil.)"
"Pachystegia minor","Pachystegia minor (Cheeseman) Molloy Molloy (Cheeseman)"
"Lepanthes athena","Lepanthes athena Luer"
"Pachystegia rufa","Pachystegia rufa Molloy"
"Remya kauaiensis","Remya kauaiensis Hillebr."
"Remya mauiensis","Remya mauiensis Hillebr."
"Archibaccharis asperifolia","Archibaccharis asperifolia (Benth.) S.F.Blake S.F.Blake (Benth.)"
"Lepanthes atomifera","Lepanthes atomifera Luer & R.Escobar"
"Lepanthes atrata","Lepanthes atrata Endrés ex Luer"
"Archibaccharis auriculata","Archibaccharis auriculata (Hemsl.) G.L.Nesom G.L.Nesom (Hemsl.)"
"Archibaccharis blakeana","Archibaccharis blakeana Standl. & Steyerm."
"Archibaccharis breedlovei","Archibaccharis breedlovei G.L.Nesom & B.L.Turner"
"Archibaccharis campii","Archibaccharis campii S.F.Blake"
"Archibaccharis corymbosa","Archibaccharis corymbosa (Donn.Sm.) S.F.Blake S.F.Blake (Donn.Sm.)"
"Lepanthes attenuata","Lepanthes attenuata Salazar, Soto Arenas & O.Suárez"
"Archibaccharis flexilis","Archibaccharis flexilis (S.F.Blake) S.F.Blake S.F.Blake (S.F.Blake)"
"Archibaccharis hieracioides","Archibaccharis hieracioides (S.F.Blake) S.F.Blake S.F.Blake (S.F.Blake)"
"Archibaccharis hirtella","Archibaccharis hirtella (DC.) Heering Heering (DC.)"
"Archibaccharis intermedia","Archibaccharis intermedia (S.F.Blake) B.L.Turner B.L.Turner (S.F.Blake)"
"Anthurium erythrostachyum","Anthurium erythrostachyum Croat"
"Lepanthes atwoodii","Lepanthes atwoodii Luer"
"Archibaccharis irazuensis","Archibaccharis irazuensis S.F.Blake"
"Archibaccharis jacksonii","Archibaccharis jacksonii S.D.Sundb."
"Archibaccharis linearilobis","Archibaccharis linearilobis J.D.Jacks."
"Archibaccharis lucentifolia","Archibaccharis lucentifolia L.O.Williams"
"Archibaccharis macdonaldii","Archibaccharis macdonaldii G.L.Nesom"
"Archibaccharis nephocephala","Archibaccharis nephocephala G.L.Nesom"
"Archibaccharis nicaraguensis","Archibaccharis nicaraguensis G.L.Nesom"
"Archibaccharis panamensis","Archibaccharis panamensis S.F.Blake"
"Archibaccharis peninsularis","Archibaccharis peninsularis S.F.Blake"
"Lepanthes auditor","Lepanthes auditor Luer & R.Escobar"
"Archibaccharis pringlei","Archibaccharis pringlei (Greenm.) S.F.Blake S.F.Blake (Greenm.)"
"Archibaccharis serratifolia","Archibaccharis serratifolia (Kunth) S.F.Blake S.F.Blake (Kunth)"
"Archibaccharis simplex","Archibaccharis simplex S.F.Blake"
"Lepanthes aurea","Lepanthes aurea Urb."
"Archibaccharis aequivenia","Archibaccharis aequivenia (S.F.Blake) D.L.Nash D.L.Nash (S.F.Blake)"
"Archibaccharis standleyi","Archibaccharis standleyi S.F.Blake"
"Archibaccharis subsessilis","Archibaccharis subsessilis S.F.Blake"
"Archibaccharis taeniotricha","Archibaccharis taeniotricha (S.F.Blake) G.L.Nesom G.L.Nesom (S.F.Blake)"
"Archibaccharis trichotoma","Archibaccharis trichotoma (Klatt) G.L.Nesom G.L.Nesom (Klatt)"
"Archibaccharis tuxtlensis","Archibaccharis tuxtlensis G.L.Nesom"
"Archibaccharis venturana","Archibaccharis venturana G.L.Nesom"
"Archibaccharis veracruzana","Archibaccharis veracruzana G.L.Nesom"
"Lepanthes aures-asini","Lepanthes aures-asini Luer & R.Escobar"
"Archibaccharis vulneraria","Archibaccharis vulneraria (Baker) Heering Heering (Baker)"
"Baccharis acutata","Baccharis acutata (Alain) Borhidi Borhidi (Alain)"
"Lepanthes auriculata","Lepanthes auriculata Luer"
"Baccharis alaternoides","Baccharis alaternoides Kunth"
"Baccharis albida","Baccharis albida Hook. & Arn."
"Baccharis albolanosa","Baccharis albolanosa A.S.Oliveira & Deble"
"Baccharis aliena","Baccharis aliena (Spreng.) Joch.Müll. Joch.Müll. (Spreng.)"
"Baccharis alleluia","Baccharis alleluia A.S.Oliveira & Deble"
"Lepanthes aurita","Lepanthes aurita Luer & R.Escobar"
"Baccharis alnifolia","Baccharis alnifolia Meyen & Walp."
"Baccharis alpestris","Baccharis alpestris Gardner"
"Baccharis alpina","Baccharis alpina Kunth"
"Baccharis altimontana","Baccharis altimontana G.Heiden, Baumgratz & R.Esteves"
"Baccharis amambayensis","Baccharis amambayensis Zardini & Soria"
"Lepanthes aurorae","Lepanthes aurorae D.E.Benn. & Christenson"
"Baccharis anabelae","Baccharis anabelae (Deble) G.Heiden G.Heiden (Deble)"
"Baccharis angusticeps","Baccharis angusticeps Dusén ex Malme"
"Baccharis angustifolia","Baccharis angustifolia Michx."
"Baccharis anomala","Baccharis anomala DC."
"Baccharis antioquensis","Baccharis antioquensis Killip & Cuatrec."
"Baccharis aphylla","Baccharis aphylla (Vell.) DC. DC. (Vell.)"
"Baccharis apicifoliosa","Baccharis apicifoliosa A.A.Schneid. & Boldrini"
"Baccharis aracatubensis","Baccharis aracatubensis I.L.Teodoro & Hatschb. ex G.M.Barroso"
"Baccharis arbutifolia","Baccharis arbutifolia (Lam.) Vahl Vahl (Lam.)"
"Baccharis arbutifolia var. jamesonii","Baccharis arbutifolia var. jamesonii Cuatrec."
"Baccharis arenaria","Baccharis arenaria Baker"
"Baccharis aretioides","Baccharis aretioides Turcz."
"Lepanthes avicularia","Lepanthes avicularia Luer & Hirtz"
"Baccharis artemisioides","Baccharis artemisioides Hook. & Arn."
"Baccharis articulata","Baccharis articulata (Lam.) Pers. Pers. (Lam.)"
"Baccharis auriculigera","Baccharis auriculigera Hieron."
"Baccharis axillaris","Baccharis axillaris DC."
"Baccharis ayacuchensis","Baccharis ayacuchensis Cuatrec."
"Lepanthes avis","Lepanthes avis Rchb.f."
"Baccharis barragensis","Baccharis barragensis Cuatrec."
"Baccharis beckii","Baccharis beckii Joch.Müll."
"Remya montgomeryi","Remya montgomeryi W.L.Wagner & D.R.Herbst"
"Pacifigeron rapensis","Pacifigeron rapensis (F.Br.) G.L.Nesom G.L.Nesom (F.Br.)"
"Achnophora tatei","Achnophora tatei F.Muell."
"Madagaster andohahelensis","Madagaster andohahelensis (Humbert) G.L.Nesom G.L.Nesom (Humbert)"
"Anthurium esmeraldense","Anthurium esmeraldense Sodiro"
"Lepanthes bahorucana","Lepanthes bahorucana Hespenh. & Dod"
"Pteronia fasciculata","Pteronia fasciculata Willd. ex Less."
"Pteronia fastigiata","Pteronia fastigiata Thunb."
"Pteronia flexicaulis","Pteronia flexicaulis DC."
"Lepanthes ballatrix","Lepanthes ballatrix Luer"
"Pembertonia latisquamea","Pembertonia latisquamea (F.Muell.) P.S.Short P.S.Short (F.Muell.)"
"Roebuckiella cheilocarpa","Roebuckiella cheilocarpa (F.Muell.) P.S.Short P.S.Short (F.Muell.)"
"Roebuckiella cheilocarpa var. glabrata","Roebuckiella cheilocarpa var. glabrata (P.S.Short) P.S.Short P.S.Short (P.S.Short)"
"Roebuckiella cheilocarpa var. integra","Roebuckiella cheilocarpa var. integra (P.S.Short) P.S.Short P.S.Short (P.S.Short)"
