"wcvp_name","gbif_name"
"Oxalis livida var. altior","Oxalis livida var. altior Saher"
"Oxalis massoniana var. flavescens","Oxalis massoniana var. flavescens T.M.Salter"
"Oxalis melanosticta var. latifolia","Oxalis melanosticta var. latifolia T.M.Salter"
"Oxalis monophylla var. minor","Oxalis monophylla var. minor T.M.Salter"
"Oxalis monophylla var. rotundifolia","Oxalis monophylla var. rotundifolia T.M.Salter"
"Oxalis nidulans var. denticulata","Oxalis nidulans var. denticulata (Wolley-Dod) Salter Salter (Wolley-Dod)"
"Oxalis pes-caprae var. sericea","Oxalis pes-caprae var. sericea (L.fil.) Salter Salter (L.fil.)"
"Herpyza grandiflora var. grandiflora","Herpyza grandiflora var. grandiflora"
"Heterostemon mimosoides var. mimosoides","Heterostemon mimosoides var. mimosoides"
"Hippocrepis emerus subsp. emerus","Hippocrepis emerus subsp. emerus"
"Hippocrepis liouvillei subsp. liouvillei","Hippocrepis liouvillei subsp. liouvillei"
"Hymenocrater platystegius","Hymenocrater platystegius Rech.f."
"Hippocrepis unisiliquosa subsp. unisiliquosa","Hippocrepis unisiliquosa subsp. unisiliquosa Linnaeus, 1753"
"Hoffmannseggia doellii subsp. doellii","Hoffmannseggia doellii subsp. doellii"
"Hoffmannseggia oxycarpa subsp. oxycarpa","Hoffmannseggia oxycarpa subsp. oxycarpa"
"Hoffmannseggia trifoliata var. trifoliata","Hoffmannseggia trifoliata var. trifoliata"
"Oxalis polyphylla var. alba","Oxalis polyphylla var. alba T.M.Salter"
"Oxalis polyphylla var. heptaphylla","Oxalis polyphylla var. heptaphylla T.M.Salter"
"Oxalis polyphylla var. minor","Oxalis polyphylla var. minor T.M.Salter"
"Oxalis polyphylla var. pentaphylla","Oxalis polyphylla var. pentaphylla (Sims) Salter Salter (Sims)"
"Oxalis polyphylla var. pubescens","Oxalis polyphylla var. pubescens Sond."
"Oxalis pulchella var. glauca","Oxalis pulchella var. glauca Salter"
"Oxalis pulchella var. leucotricha","Oxalis pulchella var. leucotricha (Turcz.) Salter Salter (Turcz.)"
"Oxalis pulchella var. tomentosa","Oxalis pulchella var. tomentosa Sond."
"Oxalis reclinata var. micromera","Oxalis reclinata var. micromera (Sond.) Salter Salter (Sond.)"
"Oxalis reclinata var. quinata","Oxalis reclinata var. quinata (Sav.) Salter Salter (Sav.)"
"Oxalis stellata var. glandulosa","Oxalis stellata var. glandulosa T.M.Salter"
"Hymenodictyon","Hymenodictyon Wall."
"Oxalis stellata var. gracilior","Oxalis stellata var. gracilior T.M.Salter"
"Oxalis stellata var. montaguensis","Oxalis stellata var. montaguensis T.M.Salter"
"Oxalis stenoptera var. alba","Oxalis stenoptera var. alba T.M.Salter"
"Oxalis stenoptera var. undulata","Oxalis stenoptera var. undulata T.M.Salter"
"Oxalis tenuipes var. bipaiculata","UNMATCHED_Oxalis tenuipes var. bipaiculata"
"Oxalis versicolor var. flaviflora","Oxalis versicolor var. flaviflora Sond."
"Oxalis versicolor var. latifolia","Oxalis versicolor var. latifolia Wolley-Dod"
"Hymenodictyon berivotrense","Hymenodictyon berivotrense Cavaco"
"Parnassia foliosa var. japonica","Parnassia foliosa subsp. japonica (Nakai) Kitam. Kitam. (Nakai)"
"Astilbe microphylla var. riparia","Astilbe microphylla var. riparia Hatus."
"Hymenodictyon biafranum","Hymenodictyon biafranum Hiern"
"Sesamum triphyllum var. grandiflorum","Sesamum triphyllum var. grandiflorum (Schinz) Merxm. Merxm. (Schinz)"
"Saxifraga fortunei var. alpina","Saxifraga fortunei f. alpina (Matsum. & Nakai) T.Shimizu T.Shimizu (Matsum. & Nakai)"
"Hymenodictyon decaryi","Hymenodictyon decaryi Homolle"
"Hymenodictyon embergeri","Hymenodictyon embergeri Cavaco"
"Saxifraga bronchialis var. rebunshirensis","Saxifraga bronchialis f. rebunshirensis Engl. & Irmsch."
"Hymenodictyon flaccidum","Hymenodictyon flaccidum Wall."
"Hovea asperifolia subsp. asperifolia","Hovea asperifolia subsp. asperifolia"
"Humboldtia brunonis var. brunonis","Humboldtia brunonis var. brunonis"
"Humboldtia unijuga var. unijuga","Humboldtia unijuga var. unijuga"
"Humularia bequaertii var. bequaertii","Humularia bequaertii var. bequaertii"
"Humularia drepanocephala var. drepanocephala","Humularia drepanocephala var. drepanocephala"
"Humularia kapiriensis var. kapiriensis","Humularia kapiriensis var. kapiriensis"
"Hymenodictyon floribundum","Hymenodictyon floribundum (Hochst. & Steud.) B.L.Rob. B.L.Rob. (Hochst. & Steud.)"
"Humularia kassneri var. kassneri","Humularia kassneri var. kassneri"
"Humularia mendoncae var. mendoncae","Humularia mendoncae var. mendoncae"
"Humularia minima subsp. minima","Humularia minima subsp. minima"
"Humularia rosea var. rosea","Humularia rosea var. rosea"
"Humularia welwitschii var. welwitschii","Humularia welwitschii var. welwitschii"
"Hydrochorea marginata var. marginata","Hydrochorea marginata var. marginata"
"Hylodesmum laxum subsp. laxum","Hylodesmum laxum subsp. laxum"
"Hylodesmum podocarpum subsp. podocarpum","Hylodesmum podocarpum subsp. podocarpum"
"Hymenaea oblongifolia var. oblongifolia","Hymenaea oblongifolia var. oblongifolia"
"Hymenaea stigonocarpa var. stigonocarpa","Hymenaea stigonocarpa var. stigonocarpa"
"Hymenolobium alagoanum var. alagoanum","Hymenolobium alagoanum var. alagoanum"
"Hymenodictyon horsfieldii","Hymenodictyon horsfieldii Miq."
"Itea oldhamii","Itea oldhamii C.K.Schneid."
"Indigastrum costatum subsp. costatum","Indigastrum costatum subsp. costatum"
"Indigastrum parviflorum subsp. parviflorum","Indigastrum parviflorum subsp. parviflorum"
"Indigofera alopecuroides var. alopecuroides","Indigofera alopecuroides var. alopecuroides"
"Indigofera alternans var. alternans","Indigofera alternans var. alternans"
"Indigofera angustifolia var. angustifolia","Indigofera angustifolia var. angustifolia"
"Indigofera asperifolia var. asperifolia","Indigofera asperifolia var. asperifolia"
"Indigofera atriceps subsp. atriceps","Indigofera atriceps subsp. atriceps"
"Indigofera australis subsp. australis","Indigofera australis subsp. australis"
"Indigofera bongardiana var. bongardiana","Indigofera bongardiana var. bongardiana"
"Indigofera bracteata var. bracteata","Indigofera bracteata var. bracteata"
"Indigofera brevifilamenta subsp. brevifilamenta","Indigofera brevifilamenta subsp. brevifilamenta"
"Indigofera campestris var. campestris","Indigofera campestris var. campestris"
"Indigofera charlieriana var. charlieriana","Indigofera charlieriana var. charlieriana"
"Leucadendron dubium","Leucadendron dubium H.Buek"
"Leucadendron lanigerum var. laevigatum","Leucadendron lanigerum var. laevigatum Meisn."
"Hymenodictyon leandrii","Hymenodictyon leandrii Cavaco"
"Indigofera coerulea var. coerulea","Indigofera coerulea var. coerulea"
"Indigofera colutea var. colutea","Indigofera colutea var. colutea"
"Indigofera congolensis var. congolensis","Indigofera congolensis var. congolensis"
"Indigofera conjugata var. conjugata","Indigofera conjugata var. conjugata"
"Indigofera cornuligera subsp. cornuligera","Indigofera cornuligera subsp. cornuligera"
"Indigofera cryptantha subsp. cryptantha","Indigofera cryptantha subsp. cryptantha"
"Indigofera cuneifolia var. cuneifolia","Indigofera cuneifolia var. cuneifolia"
"Indigofera daleoides var. daleoides","Indigofera daleoides var. daleoides"
"Hymenodictyon louhavate","Hymenodictyon louhavate Homolle"
"Indigofera deightonii subsp. deightonii","Indigofera deightonii subsp. deightonii"
"Indigofera dissitiflora var. dissitiflora","Indigofera dissitiflora var. dissitiflora"
"Indigofera dosua var. dosua","Indigofera dosua var. dosua"
"Indigofera dyeri var. dyeri","Indigofera dyeri var. dyeri"
"Indigofera emarginella var. emarginella","Indigofera emarginella var. emarginella"
"Indigofera erythrogramma subsp. erythrogramma","Indigofera erythrogramma subsp. erythrogramma"
"Mimetes arboreus","Mimetes arboreus Rourke"
"Alseodaphne nicobarica","Alseodaphne nicobarica (Chakrab. & Vasudeva Rao) Chakrab. Chakrab. (Chakrab. & Vasudeva Rao)"
"Alseodaphne panduriformis var. paucinervia","Alseodaphne panduriformis var. paucinervia (Chakrab. & Vasudeva Rao) Chakrab. Chakrab. (Chakrab. & Vasudeva Rao)"
"Acer sosnowskyi","Acer sosnowskyi Doluch."
"Smithia conferta var. geminiflora","Smithia conferta var. geminiflora (Roth) T.Cooke T.Cooke (Roth)"
"Indigofera fulgens subsp. fulgens","Indigofera fulgens subsp. fulgens"
"Indigofera glandulosa var. glandulosa","Indigofera glandulosa var. glandulosa"
"Indigofera glaucifolia subsp. glaucifolia","Indigofera glaucifolia subsp. glaucifolia"
"Indigofera griseoides subsp. griseoides","Indigofera griseoides subsp. griseoides"
"Indigofera hebepetala var. hebepetala","Indigofera hebepetala var. hebepetala"
"Indigofera hedyantha subsp. hedyantha","Indigofera hedyantha subsp. hedyantha"
"Indigofera hendecaphylla var. hendecaphylla","Indigofera hendecaphylla var. hendecaphylla"
"Hymenodictyon obovatum","Hymenodictyon obovatum Wall."
"Indigofera heterotricha subsp. heterotricha","Indigofera heterotricha subsp. heterotricha"
"Indigofera heudelotii var. heudelotii","Indigofera heudelotii var. heudelotii"
"Crossostylis sebertii","Crossostylis sebertii Brongn. & Gris"
"Leucadendron","Leucadendron R.Br."
"Hymenodictyon occidentale","Hymenodictyon occidentale Homolle"
"Indigofera lyallii subsp. lyallii","Indigofera lyallii subsp. lyallii"
"Indigofera mimosoides var. mimosoides","Indigofera mimosoides var. mimosoides"
"Symbolanthus australis","Symbolanthus australis Struwe"
"Hymenodictyon orixense","Hymenodictyon orixense (Roxb.) Mabb. Mabb. (Roxb.)"
"Garcinia erythrosepala","Garcinia erythrosepala Y.H.Li"
"Garcinia hennecartii","Garcinia hennecartii Pierre ex Schltr."
"Helicia rengetiensis","Helicia rengetiensis Masam."
"Hopea quisumbingiana","Hopea quisumbingiana H.G.Gut."
"Spigelia andersonii","Spigelia andersonii Fern.Casas"
"Spigelia andina","Spigelia andina Fern.Casas"
"Hymenodictyon pachyantha","Hymenodictyon pachyantha K.Krause"
"Hymenodictyon parvifolium","Hymenodictyon parvifolium Oliv."
"Hymenodictyon parvifolium subsp. parvifolium","Hymenodictyon parvifolium subsp. parvifolium"
"Sida argentina var. tucumanensis","Sida argentina var. tucumanensis Hassl. & Rodrigo"
"Sida cordifolia var. serrata","Sida cordifolia var. serrata Baker f."
"Anodendron nervosum","Anodendron nervosum Kerr"
"Hymenodictyon parvifolium subsp. scabrum","Hymenodictyon parvifolium var. scabrum (Stapf) Verdc. Verdc. (Stapf)"
"Hymenodictyon perrieri","Hymenodictyon perrieri Drake"
"Sarcopera oxystylis","Sarcopera oxystylis (Baill.) Bedell Bedell (Baill.)"
"Indigofera mupensis subsp. mupensis","Indigofera mupensis subsp. mupensis"
"Indigofera nairobiensis subsp. nairobiensis","Indigofera nairobiensis subsp. nairobiensis"
"Indigofera nyassica var. nyassica","Indigofera nyassica var. nyassica"
"Indigofera omissa var. omissa","Indigofera omissa var. omissa"
"Rosa spinosissima var. altaica","Rosa spinosissima var. altaica (Willd.) Bean Bean (Willd.)"
"Hymenodictyon septentrionale","Hymenodictyon septentrionale Cavaco"
"Oxandra weberbaueri","Oxandra weberbaueri Diels"
"Ilex amygdalina","Ilex amygdalina Reissek"
"Stellaria poeppigiana","Stellaria poeppigiana Rohrb."
"Pourouma cuspidata","Pourouma cuspidata Warb. ex Ule"
"Ilex qingyuanensis","Ilex qingyuanensis C.Z.Zheng"
"Hymenodictyon seyrigii","Hymenodictyon seyrigii Cavaco"
"Hymenodictyon timoranum","Hymenodictyon timoranum (Span.) Miq. Miq. (Span.)"
"Indigofera paniculata subsp. paniculata","Indigofera paniculata subsp. paniculata"
"Indigofera parkesii var. parkesii","Indigofera parkesii var. parkesii"
"Indigofera patula subsp. patula","Indigofera patula subsp. patula"
"Indigofera perrieri subsp. perrieri","Indigofera perrieri subsp. perrieri"
"Indigofera pilosa var. pilosa","Indigofera pilosa var. pilosa"
"Indigofera porrecta var. porrecta","Indigofera porrecta var. porrecta"
"Anodendron oblongifolium","Anodendron oblongifolium Hemsl."
"Indigofera praticola var. praticola","Indigofera praticola var. praticola"
"Oligomeris dipetala var. spathulata","Oligomeris dipetala var. spathulata (E.Mey. ex Turcz.) Abdallah Abdallah (E.Mey. ex Turcz.)"
"Phylica aemula var. multibracteolata","Phylica aemula var. multibracteolata Pillans"
"Phylica axillaris var. densifolia","Phylica axillaris var. densifolia Pillans"
"Phylica axillaris var. cooperi","Phylica axillaris var. cooperi Pillans"
"Phylica axillaris var. gracilis","Phylica axillaris var. gracilis Pillans"
"Phylica axillaris var. hirsuta","Phylica axillaris var. hirsuta Sond."
"Phylica axillaris var. lutescens","Phylica axillaris var. lutescens (Eckl. & Zeyh.) Pillans Pillans (Eckl. & Zeyh.)"
"Phylica axillaris var. maritima","Phylica axillaris var. maritima Pillans"
"Phylica axillaris var. pulchra","Phylica axillaris var. pulchra Pillans"
"Phylica axillaris var. microphylla","Phylica axillaris var. microphylla (Eckl. & Zeyh.) Pillans Pillans (Eckl. & Zeyh.)"
"Phylica constricta var. staavioides","Phylica constricta var. staavioides Pillans"
"Phylica cuspidata var. minor","Phylica cuspidata var. minor Pillans"
"Phylica debilis var. fourcadei","Phylica debilis var. fourcadei Pillans"
"Phylica diffusa var. burchellii","Phylica diffusa var. burchellii Pillans"
"Phylica disticha var. cuneata","Phylica disticha var. cuneata Pillans"
"Phylica ericoides var. montana","Phylica ericoides var. montana Pillans"
"Phylica ericoides var. muirii","Phylica ericoides var. muirii Pillans"
"Phylica ericoides var. pauciflora","Phylica ericoides var. pauciflora Pillans"
"Phylica ericoides var. zeyheri","Phylica ericoides var. zeyheri Pillans"
"Hymenopyramis","Hymenopyramis Wall. ex Griff."
"Indigofera radicifera subsp. radicifera","Indigofera radicifera subsp. radicifera"
"Indigofera rhytidocarpa var. rhytidocarpa","Indigofera rhytidocarpa var. rhytidocarpa"
"Indigofera rostrata subsp. rostrata","Indigofera rostrata subsp. rostrata"
"Indigofera schimperi var. schimperi","Indigofera schimperi var. schimperi"
"Indigofera secundiflora var. secundiflora","Indigofera secundiflora var. secundiflora"
"Indigofera setiflora var. setiflora","Indigofera setiflora var. setiflora"
"Hymenopyramis acuminata","Hymenopyramis acuminata H.R.Fletcher"
"Indigofera silvestrii var. silvestrii","Indigofera silvestrii var. silvestrii"
"Indigofera sootepensis subsp. sootepensis","Indigofera sootepensis subsp. sootepensis"
"Indigofera spicata var. spicata","Indigofera spicata var. spicata"
"Hymenopyramis brachiata","Hymenopyramis brachiata Wall. ex Griff."
"Indigofera strobilifera subsp. strobilifera","Indigofera strobilifera subsp. strobilifera"
"Indigofera subcorymbosa var. subcorymbosa","Indigofera subcorymbosa var. subcorymbosa"
"Indigofera subulata var. subulata","Indigofera subulata var. subulata"
"Indigofera subulifera var. subulifera","Indigofera subulifera var. subulifera"
"Indigofera swaziensis var. swaziensis","Indigofera swaziensis var. swaziensis"
"Indigofera tanganyikensis var. tanganyikensis","Indigofera tanganyikensis var. tanganyikensis"
"Indigofera tinctoria var. tinctoria","Indigofera tinctoria var. tinctoria"
"Indigofera torulosa var. torulosa","Indigofera torulosa var. torulosa"
"Hymenopyramis cana","Hymenopyramis cana Craib"
"Indigofera trichopoda var. trichopoda","Indigofera trichopoda var. trichopoda"
"Indigofera trifoliata subsp. trifoliata","Indigofera trifoliata subsp. trifoliata"
"Indigofera trita var. trita","Indigofera trita var. trita"
"Neosprucea melastomatoides","Neosprucea melastomatoides M.H.Alford"
"Neosprucea paterna","Neosprucea paterna M.H.Alford"
"Neosprucea tenuisepala","Neosprucea tenuisepala M.H.Alford"
"Phylica pubescens var. angustifolia","Phylica pubescens var. angustifolia Sond."
"Phylica pubescens var. orientalis","Phylica pubescens var. orientalis Pillans"
"Phylica excelsa var. papillosa","Phylica excelsa var. papillosa (J.C.Wendl.) Sond. Sond. (J.C.Wendl.)"
"Hymenopyramis parvifolia","Hymenopyramis parvifolia Moldenke"
"Phylica imberbis var. eriophoros","Phylica imberbis var. eriophoros Pillans"
"Phylica imberbis var. secunda","Phylica imberbis var. secunda Sond."
"Phylica keetii var. mollis","Phylica keetii var. mollis Pillans"
"Phylica marlothii var. levynsiae","Phylica marlothii var. levynsiae Pillans"
"Phylica marlothii var. crassa","Phylica marlothii var. crassa Pillans"
"Phylica plumosa var. horizontalis","Phylica plumosa var. horizontalis (Vent.) Sond. Sond. (Vent.)"
"Phylica plumosa var. squarrosa","Phylica plumosa var. squarrosa (Vent.) Sond. Sond. (Vent.)"
"Phylica purpurea var. floccosa","Phylica purpurea var. floccosa Pillans"
"Phylica purpurea var. pearsonii","Phylica purpurea var. pearsonii Pillans"
"Indigofera vicioides subsp. vicioides","Indigofera vicioides subsp. vicioides"
"Indigofera viscidissima subsp. viscidissima","Indigofera viscidissima subsp. viscidissima"
"Indigofera wituensis var. wituensis","Indigofera wituensis var. wituensis"
"Hymenopyramis pubescens","Hymenopyramis pubescens Moldenke"
"Indigofera woodii var. woodii","Indigofera woodii var. woodii"
"Hymenopyramis siamensis","Hymenopyramis siamensis Craib"
"Hymenopyramis vesiculosa","Hymenopyramis vesiculosa H.R.Fletcher"
"Inga ciliata subsp. ciliata","Inga ciliata subsp. ciliata"
"Olax thouarsii","Olax thouarsii (DC.) Valeton Valeton (DC.)"
"Hymenorchis","Hymenorchis Schltr."
"Prunus salicina var. latifolia","Prunus salicina Lindl."
"Hymenorchis caulina","Hymenorchis caulina Schltr."
"Hymenorchis foliosa","Hymenorchis foliosa Schltr."
"Populus minhoensis","Populus minhoensis S.F.Yang & H.F.Wu"
"Populus pseudosimonii","Populus pseudosimonii Kitag."
"Pterocarya tonkinensis","Pterocarya tonkinensis (Franch.) Dode Dode (Franch.)"
"Phylica spicata var. piquetbergensis","Phylica spicata var. piquetbergensis Pillans"
"Hymenorchis glomeroides","Hymenorchis glomeroides J.J.Sm."
"Phylica stenopetala var. sieberi","Phylica stenopetala var. sieberi Pillans"
"Phylica strigosa var. australia","Phylica strigosa var. australia Pillans"
"Phylica strigosa var. dregei","Phylica strigosa var. dregei Pillans"
"Phylica strigosa var. elongata","Phylica strigosa var. elongata Pillans"
"Phylica strigosa var. macowanii","Phylica strigosa var. macowanii Pillans"
"Phylica tysonii var. brevifolia","Phylica tysonii var. brevifolia Pillans"
"Phylica villosa var. pedicellata","Phylica villosa var. pedicellata (DC.) Sond. Sond. (DC.)"
"Phylica vulgaris var. major","Phylica vulgaris var. major Pillans"
"Phylica vulgaris var. burchellii","Phylica vulgaris var. burchellii Pillans"
"Anodendron pauciflorum","Anodendron pauciflorum Hook.fil."
"Hymenorchis javanica","Hymenorchis javanica (Teijsm. & Binn.) Schltr. Schltr. (Teijsm. & Binn.)"
"Cleome erosa","Cleome erosa Urb."
"Inga multijuga subsp. multijuga","Inga multijuga subsp. multijuga"
"Inga nobilis subsp. nobilis","Inga nobilis subsp. nobilis"
"Rhododendron laojunshanense","Rhododendron laojunshanense M.Y.Fang"
"Hymenorchis kaniensis","Hymenorchis kaniensis Schltr."
"Nicotiana kawakamii","Nicotiana kawakamii Y.Ohashi"
"Stephanodaphne pedicellata","Stephanodaphne pedicellata Z.S.Rogers"
"Stephanodaphne pilosa","Stephanodaphne pilosa Z.S.Rogers"
"Hymenorchis nannodes","Hymenorchis nannodes Schltr."
"Stephanodaphne schatzii","Stephanodaphne schatzii Z.S.Rogers"
"Inga sertulifera subsp. sertulifera","Inga sertulifera subsp. sertulifera"
"Inga subnuda subsp. subnuda","Inga subnuda subsp. subnuda"
"Sterculia scortechinii","Sterculia scortechinii King"
"Tapiscia yunnanensis","Tapiscia yunnanensis W.C.Cheng & C.D.Chu"
"Hymenorchis saccata","Hymenorchis saccata Schltr."
"Hymenorchis serrata","Hymenorchis serrata Schltr."
"Hydrangea luteovenosa var. yakushimensis","UNMATCHED_Hydrangea luteovenosa var. yakushimensis"
"Hymenorchis serrulata","Hymenorchis serrulata (N.Hallé) Garay Garay (N.Hallé)"
"Hymenorchis vanoverberghii","Hymenorchis vanoverberghii (Ames) Garay Garay (Ames)"
"Hyophorbe","Hyophorbe Gaertn."
"Hyophorbe amaricaulis","Hyophorbe amaricaulis Mart."
"Trilepisium gymnandrum","Trilepisium gymnandrum (Baker) J.Gerlach J.Gerlach (Baker)"
"Vaccinium kengii","Vaccinium kengii C.E.Chang"
"Inga thibaudiana subsp. thibaudiana","Inga thibaudiana subsp. thibaudiana"
"Inga vera subsp. vera","Inga vera subsp. vera"
"Xylopia schroederi","Xylopia L."
"Piper pinguifolium","Piper pinguifolium C.DC."
"Thesium carinatum var. pallidum","Thesium carinatum var. pallidum A.W.Hill"
"Thesium costatum var. paniculatum","Thesium costatum var. paniculatum N.E.Br."
"Thesium frisea var. thunbergii","Thesium frisea var. thunbergii A.DC."
