"wcvp_name","gbif_name"
"Saussurea riederi subsp. riederi","Saussurea riederi subsp. riederi"
"Saussurea riederi subsp. yezoensis","Saussurea riederi var. yezoensis Maxim."
"Saussurea riederi subsp. kudoana","Saussurea riederi var. kudoana (Tatew. & Kitam.) T.Shimizu T.Shimizu (Tatew. & Kitam.)"
"Jatropha dhofarica","Jatropha dhofarica Radcl.-Sm."
"Saussurea rigida","Saussurea rigida Ledeb."
"Saussurea robusta","Saussurea robusta Ledeb."
"Saussurea rockii","Saussurea rockii Anthony"
"Saussurea rolwalingensis","Saussurea rolwalingensis Fujikawa & H.Ohba"
"Saussurea romuleifolia","Saussurea romuleifolia Franch."
"Saussurea rotundifolia","Saussurea rotundifolia F.H.Chen"
"Saussurea roylei","Saussurea roylei (DC.) Sch.Bip. Sch.Bip. (DC.)"
"Saussurea runcinata","Saussurea runcinata DC."
"Saussurea runcinata var. integrifolia","Saussurea runcinata var. integrifolia H.C.Fu & D.S.Wen"
"Jatropha dichtar","Jatropha dichtar J.F.Macbr."
"Saussurea sagitta","Saussurea sagitta Franch."
"Saussurea saichanensis","Saussurea saichanensis Kom. ex Lipsch."
"Saussurea sajanensis","Saussurea sajanensis Gudoschn."
"Saussurea salemanni","Saussurea salemannii C.Winkl."
"Saussurea salsa","Saussurea salsa (Pall.) Spreng. Spreng. (Pall.)"
"Saussurea salsa var. pamirica","Saussurea salsa var. pamirica Lipsch. ex Rassulova & B.A.Sharipova"
"Saussurea salwinensis","Saussurea salwinensis Anthony"
"Saussurea sawae","Saussurea sawae Kadota"
"Saussurea saxosa","Saussurea saxosa Lipsch."
"Saussurea scabrida","Saussurea scabrida Franch."
"Saussurea scaposa","Saussurea scaposa Franch. & Sav."
"Saussurea schachimardanica","Saussurea schachimardanica Kamelin"
"Saussurea schanginiana","Saussurea schanginiana (Wydler) Fisch. Fisch. (Wydler)"
"Saussurea schlagintweitii","Saussurea schlagintweitii Klatt"
"Saussurea schlagintweitii subsp. schlagintweitii","Saussurea schlagintweitii subsp. schlagintweitii"
"Saussurea schlagintweitii subsp. major","Saussurea schlagintweitii subsp. major (Hook.fil.) Y.S.Chen Y.S.Chen (Hook.fil.)"
"Saussurea semiamplexicaulis","Saussurea semiamplexicaulis Lipsch."
"Saussurea semifasciata","Saussurea semifasciata Hand.-Mazz."
"Saussurea semilyrata","Saussurea semilyrata Bureau & Franch."
"Saussurea seoulensis","Saussurea seoulensis Nakai"
"Saussurea septentrionalis","Saussurea septentrionalis Raab-Straube"
"Jatropha dioica","Jatropha dioica Sessé"
"Saussurea sericea","Saussurea sericea Y.L.Chen & S.Yun Liang"
"Saussurea serratuloides","Saussurea serratuloides Turcz."
"Saussurea simpsoniana","Saussurea simpsoniana (Fielding & Gardner) Lipsch. Lipsch. (Fielding & Gardner)"
"Saussurea sinuata","Saussurea sinuata Kom."
"Saussurea sinuatoides","Saussurea sinuatoides Nakai"
"Saussurea smithiana","Saussurea smithiana Hand.-Mazz."
"Saussurea sobarocephala","Saussurea sobarocephala Diels"
"Jatropha dioica var. graminea","Jatropha dioica var. graminea McVaugh"
"Saussurea thomsonii","Saussurea thomsonii C.B.Clarke"
"Saussurea thoroldii","Saussurea thoroldii Hemsl."
"Saussurea tianshuiensis","Saussurea tianshuiensis X.Y.Wu"
"Saussurea tianshuiensis var. huxianensis","Saussurea tianshuiensis var. huxianensis X.Y.Wu"
"Saussurea tibetica","Saussurea tibetica C.Winkl."
"Saussurea tilesii","Saussurea tilesii (Ledeb.) Ledeb. Ledeb. (Ledeb.)"
"Saussurea tilesii subsp. tilesii","Saussurea tilesii subsp. tilesii"
"Saussurea tilesii var. glabriuscula","Saussurea tilesii var. glabriuscula (Khokhr.) Korobkov Korobkov (Khokhr.)"
"Saussurea tilesii subsp. putoranica","Saussurea tilesii subsp. putoranica Kozhevn."
"Saussurea tomentosa","Saussurea tomentosa Kom."
"Saussurea sordida","Saussurea sordida Kar. & Kir."
"Saussurea souliei","Saussurea souliei Franch."
"Saussurea sovietica","Saussurea sovietica Kom."
"Jatropha dissecta","Jatropha dissecta (Chodat & Hassl.) Pax Pax (Chodat & Hassl.)"
"Saussurea spatulifolia","Saussurea spatulifolia Franch."
"Saussurea spicata","Saussurea spicata Ludlow ex Kitam."
"Saussurea splendida","Saussurea splendida Kom."
"Saussurea squarrosa","Saussurea squarrosa Turcz."
"Saussurea stafleuana","Saussurea stafleuana Lipsch."
"Saussurea stella","Saussurea stella Maxim."
"Saussurea stolbensis","Saussurea stolbensis Stepanov"
"Saussurea stoliczkae","Saussurea stoliczkae C.B.Clarke"
"Jatropha divaricata","Jatropha divaricata Sw."
"Saussurea stricta","Saussurea stricta Franch."
"Saussurea stubendorffii","Saussurea stubendorffii Herder"
"Saussurea subacaulis","Saussurea subacaulis (Ledeb.) Serg. Serg. (Ledeb.)"
"Saussurea subtriangulata","Saussurea subtriangulata Kom."
"Saussurea subulata","Saussurea subulata C.B.Clarke"
"Saussurea subulisquama","Saussurea subulisquama Hand.-Mazz."
"Saussurea sudhanshui","Saussurea sudhanshui Hajra"
"Saussurea sughoo","Saussurea sughoo C.B.Clarke"
"Saussurea sugimurai","Saussurea sugimurai Honda"
"Saussurea sugongii","Saussurea sugongii S.W.Liu & T.N.Ho"
"Saussurea sunhangii","Saussurea sunhangii Raab-Straube"
"Saussurea superba","Saussurea superba Anthony"
"Saussurea sutchuenensis","Saussurea sutchuenensis Franch."
"Saussurea sylvatica","Saussurea sylvatica Maxim."
"Saussurea tadshikorum","Saussurea tadshikorum Iljin & Gontsch."
"Saussurea taipaiensis","Saussurea taipaiensis Y.Ling"
"Saussurea tanakae","Saussurea tanakae Franch. & Sav. ex Maxim."
"Saussurea tangutica","Saussurea tangutica Maxim."
"Saussurea taraxacifolia","Saussurea taraxacifolia Wall. ex DC."
"Saussurea tatsienensis","Saussurea tatsienensis Franch."
"Saussurea tenerifolia","Saussurea tenerifolia Kitag."
"Saussurea tomentosella","Saussurea tomentosella A.P.Khokhr."
"Saussurea topkegolensis","Saussurea topkegolensis H.Ohba & S.Akiyama"
"Jurinea macrocephala","Jurinea macrocephala DC."
"Jurinea mallophora","Jurinea mallophora Rech.fil. & Köie"
"Jurinea mamillarioides","Jurinea mamillarioides Iljin"
"Jurinea nargalensis","Jurinea nargalensis Iljin"
"Jurinea mariae","Jurinea mariae Pavlov"
"Jurinea maxima","Jurinea maxima C.Winkl."
"Jurinea meda","Jurinea meda Bornm."
"Jurinea merxmuelleri","Jurinea merxmuelleri Podlech"
"Jurinea mesopotamica","Jurinea mesopotamica Hand.-Mazz."
"Jurinea radians subsp. variabilis","Jurinea radians subsp. variabilis (Aitch. & Hemsl.) Wagenitz Wagenitz (Aitch. & Hemsl.)"
"Jurinea ramosissima","Jurinea ramosissima DC."
"Jurinea ramulosa","Jurinea ramulosa Boiss. & Hausskn."
"Jurinea rhizomatoidea","Jurinea rhizomatoidea Iljin"
"Jurinea robusta","Jurinea robusta Schrenk"
"Jurinea roegneri","Jurinea roegneri K.Koch"
"Jurinea rosulata","Jurinea rosulata Klatt"
"Jurinea ruprechtii","Jurinea ruprechtii Boiss."
"Jurinea salicifolia","Jurinea salicifolia Boiss."
"Saussurea triptera var. minor","Saussurea triptera var. minor (Takeda) Kitam. Kitam. (Takeda)"
"Saussurea triptera var. hisauchii","Saussurea triptera var. hisauchii (Nakai) Kitam. Kitam. (Nakai)"
"Saussurea triptera var. mikurasimensis","Saussurea triptera var. mikurasimensis Kitam."
"Saussurea tunglingensis","Saussurea tunglingensis F.H.Chen"
"Saussurea turgaiensis","Saussurea turgaiensis B.Fedtsch."
"Saussurea ugoensis","Saussurea ugoensis Kadota"
"Jurinea cypria","Jurinea cypria Boiss."
"Jurinea czilikinoana","Jurinea czilikinoana Iljin"
"Jurinea darvasica","Jurinea darvasica Iljin"
"Jurinea densisquamea","Jurinea densisquamea Iljin"
"Jurinea derderioides","Jurinea derderioides C.Winkl."
"Jurinea dobrogensis","Jurinea dobrogensis Nyár."
"Jurinea dolomitica","Jurinea dolomitica Galushko"
"Jurinea dshungarica","Jurinea dshungarica (N.I.Rubtzov) Iljin Iljin (N.I.Rubtzov)"
"Jurinea dumulosa","Jurinea dumulosa Boiss."
"Jurinea eduardi-regelii","Jurinea eduardi-regelii Iljin"
"Jurinea elbursensis","Jurinea elbursensis (Wagenitz) Tscherneva Tscherneva (Wagenitz)"
"Jurinea elegans","Jurinea elegans Steven"
"Jurinea elegantissima","Jurinea elegantissima Iljin"
"Jurinea eriobasis","Jurinea eriobasis DC."
"Jurinea ewersmannii","Jurinea ewersmanii Bunge"
"Jurinea eximia","Jurinea eximia Tekutjev"
"Jurinea fedtschenkoana","Jurinea fedtschenkoana Iljin"
"Jurinea ferganica","Jurinea ferganica Iljin"
"Jurinea filicifolia","Jurinea filicifolia Boiss."
"Jurinea kopetensis","Jurinea kopetensis Rech.fil."
"Jurinea korotkovae","Jurinea korotkovae Turak. & F.O.Khass."
"Jurinea krascheninnikovii","Jurinea krascheninnikovii Iljin"
"Jurinea kultiassovii","Jurinea kultiassovii Iljin"
"Jurinea kuraminensis","Jurinea kuraminensis Iljin"
"Jurinea kyzylkyrensis","Jurinea kyzylkyrensis Kamelin & Tscherneva"
"Jurinea lanipes","Jurinea lanipes Rupr."
"Jurinea lasiopoda","Jurinea lasiopoda Trautv."
"Jurinea ledebourii","Jurinea ledebourii Bunge"
"Jatropha elbae","Jatropha elbae J.Jiménez Ram."
"Jurinea leptoloba","Jurinea leptoloba DC."
"Jurinea levieri","Jurinea levieri Albov"
"Jurinea lipskyi","Jurinea lipskyi Iljin"
"Jurinea lithophila","Jurinea lithophila Rubtzov"
"Jurinea longifolia","Jurinea longifolia DC."
"Jurinea ludmilae","Jurinea ludmilae Iljin"
"Jurinea lydiae","Jurinea lydiae Iljin"
"Jurinea macranthodia","Jurinea macranthodia Iljin"
"Jurinea micevskii","Jurinea micevskii Stevan."
"Jurinea michelsonii","Jurinea michelsonii Iljin"
"Jatropha ellenbeckii","Jatropha ellenbeckii Pax"
"Jurinea microcephala","Jurinea microcephala Boiss."
"Jurinea mobayenii","Jurinea mobayenii Ghahr. & Mirtadz."
"Jurinea modesta","Jurinea modesta Boiss."
"Jatropha elliptica","Jatropha elliptica (Pohl) Oken Oken (Pohl)"
"Jurinea modesti","Jurinea modesti Czerep."
"Jurinea mollis","Jurinea mollis (L.) Rchb. Rchb. (L.)"
"Jurinea mollis subsp. mollis","Jurinea mollis subsp. mollis"
"Jurinea mollis subsp. moschata","Jurinea mollis subsp. moschata (DC.) Nyman Nyman (DC.)"
"Jurinea mollissima","Jurinea mollissima Klokov"
"Jurinea mongolica","Jurinea mongolica Maxim."
"Jatropha erythropoda","Jatropha erythropoda Pax & K.Hoffm."
"Jurinea monocephala","Jurinea monocephala Aitch. & Hemsl."
"Jurinea monticola","Jurinea monticola Iljin"
"Jurinea moschus","Jurinea moschus (Hablitz) Bobrov Bobrov (Hablitz)"
"Jurinea mugodsharica","Jurinea mugodsharica Iljin"
"Jurinea multicaulis","Jurinea multicaulis DC."
"Jurinea multiceps","Jurinea multiceps Iljin"
"Jurinea multiflora","Jurinea multiflora (L.) B.Fedtsch. B.Fedtsch. (L.)"
"Jurinea multiloba","Jurinea multiloba Iljin"
"Jatropha euarguta","Jatropha euarguta M.G.Gilbert & Thulin"
"Jurinea multiloba subsp. multiloba","Jurinea multiloba subsp. multiloba"
"Jurinea narynensis","Jurinea narynensis Kamelin & Tscherneva"
"Jurinea neicevii","Jurinea neicevii (Kozuharov) Greuter Greuter (Kozuharov)"
"Jurinea nivea","Jurinea nivea C.Winkl."
"Jurinea olgae","Jurinea olgae Regel & Schmalh. ex Regel"
"Jurinea orientalis","Jurinea orientalis (Iljin) Iljin Iljin (Iljin)"
"Jurinea persimilis","Jurinea persimilis Iljin"
"Jurinea perula-orientis","Jurinea perula-orientis C.Jeffrey ex Grey-Wilson"
"Jatropha excisa","Jatropha excisa Griseb."
"Jurinea pineticola","Jurinea pineticola Iljin"
"Jurinea pinnata","Jurinea pinnata (Lag.) DC. DC. (Lag.)"
"Jurinea poacea","Jurinea poacea Iljin"
"Jurinea praetermissa","Jurinea praetermissa Galushko & Nemirova"
"Jurinea prasinophylla","Jurinea prasinophylla Rech.fil."
"Jurinea prokhanovii","Jurinea prokhanovii Nemirova"
"Jatropha excisa var. pubescens","Jatropha excisa var. pubescens Lourteig & O'Donell"
"Jurinea prokhanovii var. giseldonica","Jurinea prokhanovii var. giseldonica Nemirova"
"Jurinea propinqua","Jurinea propinqua Iljin"
"Jurinea proteoides","Jurinea proteoides Boiss. & Hausskn."
"Jurinea psammophila","Jurinea psammophila Iljin"
"Jurinea pseudoiljinii","Jurinea pseudoiljinii Galushko & Nemirova"
"Jurinea pteroclada","Jurinea pteroclada Iljin"
"Jurinea pulchella","Jurinea pulchella (Fisch. ex Hornem.) DC. DC. (Fisch. ex Hornem.)"
"Jurinea pumila","Jurinea pumila Albov"
"Jatropha excisa var. viridiflora","Jatropha excisa var. viridiflora Lourteig & O'Donell"
"Jurinea radians","Jurinea radians Boiss."
"Jurinea radians subsp. radians","Jurinea radians subsp. radians"
"Jurinea sangardensis","Jurinea sangardensis Iljin"
"Jurinea schachimordanica","Jurinea schachimordanica Iljin"
"Jurinea schischkiniana","Jurinea schischkiniana Iljin"
"Jurinea semenovii","Jurinea semenovii (Herder) C.Winkl. C.Winkl. (Herder)"
"Anacantha mira","Anacantha mira (Iljin) Soják Soják (Iljin)"
"Dolomiaea saussureoides","Dolomiaea saussureoides (Hand.-Mazz.) Y.L.Chen & C.Shih Y.L.Chen & C.Shih (Hand.-Mazz.)"
"Dolomiaea berardioidea","Dolomiaea berardioidea (Franch.) C.Shih C.Shih (Franch.)"
"Dolomiaea calophylla","Dolomiaea calophylla Y.Ling"
"Polytaxis pulchella","Polytaxis pulchella Rassulova & B.A.Sharipova"
"Zoegea crinita","Zoegea crinita Boiss."
"Jurinea serratuloides","Jurinea serratuloides Iljin"
"Jurinea shahrestanica","Jurinea shahrestanica Rech.fil."
"Jurinea sharifiana","Jurinea sharifiana Rech.fil. & Esfand."
"Jurinea sintenisii","Jurinea sintenisii Bornm."
"Jurinea sosnowskyi","Jurinea sosnowskyi Grossh."
"Jurinea spectabilis","Jurinea spectabilis Fisch. & C.A.Mey."
"Jurinea spiridonovii","Jurinea spiridonovii Iljin"
"Jurinea spissa","Jurinea spissa Iljin"
"Jurinea squarrosa","Jurinea squarrosa Fisch. & C.A.Mey."
"Jurinea staehelinae","Jurinea staehelinae (DC.) Boiss. Boiss. (DC.)"
"Jurinea stenocalathia","Jurinea stenocalathia Rech.fil."
"Jurinea stenophylla","Jurinea stenophylla Iljin"
"Jurinea stoechadifolia","Jurinea stoechadifolia (M.Bieb.) DC. DC. (M.Bieb.)"
"Jurinea subhastata","Jurinea subhastata Pancic"
"Jurinea suffruticosa","Jurinea suffruticosa Regel"
"Jurinea suidunensis","Jurinea suidunensis Korsh."
"Jurinea tadshikistanica","Jurinea tadshikistanica Iljin"
"Jurinea tapetodes","Jurinea tapetodes Iljin"
"Jurinea taygetea","Jurinea taygetea Halácsy"
"Jurinea tenuiloba","Jurinea tenuiloba Bunge"
"Jurinea thianschanica","Jurinea thianschanica Regel & Schmalh."
"Jurinea tortisquamea","Jurinea tortisquamea Iljin"
"Jurinea tortumensis","Jurinea tortumensis A.Duran & B.Dogan"
"Jurinea transhyrcana","Jurinea transhyrcana Iljin"
"Jurinea transuralensis","Jurinea transuralensis Iljin"
"Jurinea transsylvanica","Jurinea transylvanica (Spreng.) Simonk. Simonk. (Spreng.)"
"Jurinea trautvetteriana","Jurinea trautvetteriana Regel & Schmalh. ex Regel"
"Jurinea trifurcata","Jurinea trifurcata Iljin"
"Jurinea turcica","Jurinea turcica B.Dogan & A.Duran"
"Jurinea tzar-ferdinandi","Jurinea tzar-ferdinandii Davidov"
"Jurinea venusta","Jurinea venusta Iljin"
"Jurinea viciosoi","Jurinea viciosoi Pau"
"Jurinea winkleri","Jurinea winkleri Iljin"
"Jurinea woronowii","Jurinea woronowii Iljin"
"Jurinea xeranthemoides","Jurinea xeranthemoides Iljin"
"Jurinea xerophytica","Jurinea xerophytica Iljin"
"Jurinea zakirovii","Jurinea zakirovii Iljin"
"Anacantha darwasica","Anacantha darwasica (C.Winkl.) Soják Soják (C.Winkl.)"
"Dolomiaea crispo-undulata","Dolomiaea crispoundulata (C.C.Chang) Y.Ling Y.Ling (C.C.Chang)"
"Dolomiaea edulis","Dolomiaea edulis (Franch.) C.Shih C.Shih (Franch.)"
"Dolomiaea forrestii","Dolomiaea forrestii (Diels) C.Shih C.Shih (Diels)"
"Dolomiaea georgii","Dolomiaea georgii (J.Anthony) C.Shih C.Shih (J.Anthony)"
"Dolomiaea lateritia","Dolomiaea lateritia C.Shih"
"Dolomiaea baltalensis","Dolomiaea baltalensis Dar & Naqshi"
"Jatropha fremontioides","Jatropha fremontioides Standl."
"Dolomiaea macrocephala","Dolomiaea macrocephala Royle"
"Dolomiaea platylepis","Dolomiaea platylepis (Hand.-Mazz.) C.Shih C.Shih (Hand.-Mazz.)"
"Psephellus colchicus","Psephellus colchicus Sosn."
"Psephellus congestus","Psephellus congestus (Wagenitz) Wagenitz Wagenitz (Wagenitz)"
"Psephellus popovae","Psephellus popovae (Gabrieljan) Gabrieljan Gabrieljan (Gabrieljan)"
"Psephellus prokhanovii","Psephellus prokhanovii Galushko"
"Psephellus psephelloides","Psephellus psephelloides (Freyn & Sint.) Wagenitz Wagenitz (Freyn & Sint.)"
"Psephellus pseudoandinus","Psephellus pseudoandinus Galushko & Alieva"
"Cheirolophus intybaceus subsp. lagunae","Cheirolophus intybaceus subsp. lagunae (Olivares, Peris, Stübing & J.Martín) Mateo & M.B.Crespo Mateo & M.B.Crespo (Olivares, Peris, Stübing & J.Martín)"
"Cheirolophus junonianus","Cheirolophus junonianus (Svent.) Holub Holub (Svent.)"
"Jatropha gallabatensis","Jatropha gallabatensis Schweinf."
"Amberboa zanjanica","Amberboa zanjanica Ranjbar & Negaresh"
"Tricholepis amplexicaulis","Tricholepis amplexicaulis C.B.Clarke"
"Tricholepis angustifolia","Tricholepis angustifolia DC."
"Jatropha galvanii","Jatropha galvanii J.Jiménez Ram. & L.M.Contr."
"Tricholepis toppinii","Tricholepis toppinii Dunn"
"Tricholepis chaetolepis","Tricholepis chaetolepis (Boiss.) Wendelbo Wendelbo (Boiss.)"
"Tricholepis eburnea","Tricholepis eburnea Rech.fil."
"Jatropha gaumeri","Jatropha gaumeri Greenm."
"Leuzea insignis","Leuzea insignis (Boiss.) Holub Holub (Boiss.)"
"Dolomiaea taraxacifolia","Dolomiaea taraxacifolia (J.Anthony) Y.S.Chen & Raab-Straube Y.S.Chen & Raab-Straube (J.Anthony)"
"Dolomiaea wardii","Dolomiaea wardii (Hand.-Mazz.) Y.Ling Y.Ling (Hand.-Mazz.)"
"Jatropha giffordiana","Jatropha giffordiana Dehgan & G.L.Webster"
"Zoegea leptaurea","Zoegea leptaurea L."
"Zoegea purpurea","Zoegea purpurea Fresen."
"Crupina crupinastrum","Crupina crupinastrum (Moris) Vis. Vis. (Moris)"
"Crupina intermedia","Crupina intermedia (Mutel) Walp. Walp. (Mutel)"
"Jatropha glandulifera","Jatropha glandulifera Roxb."
"Crupina vulgaris","Crupina vulgaris (Pers.) Cass. Cass. (Pers.)"
"Psephellus abchasicus","Psephellus abchasicus Albov"
"Psephellus absinthifolius","Psephellus absinthifolius Galushko"
"Psephellus adjaricus","Psephellus adjaricus (Albov) Grossh. Grossh. (Albov)"
"Psephellus albovii","Psephellus albovii (Sosn.) Mikheev Mikheev (Sosn.)"
"Psephellus alexeenkoi","Psephellus alexeenkoi Alieva"
"Psephellus amblyolepis","Psephellus amblyolepis (Ledeb.) Wagenitz Wagenitz (Ledeb.)"
"Psephellus andinus","Psephellus andinus Galushko & Alieva"
"Psephellus annae","Psephellus annae Galushko"
"Psephellus appendiciger","Psephellus appendiciger (K.Koch) Wagenitz Wagenitz (K.Koch)"
"Psephellus araxinus","Psephellus araxinus (Gabrieljan) Greuter Greuter (Gabrieljan)"
"Psephellus arpensis","Psephellus arpensis (Czerep.) Wagenitz Wagenitz (Czerep.)"
"Jatropha glauca","Jatropha glauca Vahl"
"Psephellus atropatanus","Psephellus atropatanus (Grossh.) Greuter Greuter (Grossh.)"
"Psephellus aucherianus","Psephellus aucherianus (DC.) Boiss. Boiss. (DC.)"
"Psephellus avaricus","Psephellus avaricus (Tzvelev) Wagenitz Wagenitz (Tzvelev)"
"Psephellus bagadensis","Psephellus bagadensis (Woron.) Mikheev Mikheev (Woron.)"
"Psephellus barbeyi","Psephellus barbeyi Albov"
"Psephellus bellus","Psephellus bellus (Trautv.) Wagenitz Wagenitz (Trautv.)"
"Psephellus boissieri","Psephellus boissieri Sosn."
"Psephellus bornmuelleri","Psephellus bornmuelleri (Hausskn. ex Bornm.) Wagenitz Wagenitz (Hausskn. ex Bornm.)"
"Psephellus brevifimbriatus","Psephellus brevifimbriatus (Hub.-Mor.) Wagenitz Wagenitz (Hub.-Mor.)"
"Psephellus buschiorum","Psephellus buschiorum Sosn."
"Psephellus carbonatus","Psephellus carbonatus (Klokov) Greuter Greuter (Klokov)"
"Psephellus carthalinicus","Psephellus carthalinicus Sosn."
"Psephellus caucasicus","Psephellus caucasicus (Sosn.) Greuter Greuter (Sosn.)"
"Psephellus circassicus","Psephellus circassicus (Albov) Galushko Galushko (Albov)"
"Psephellus ciscaucasicus","Psephellus ciscaucasicus (Sosn.) Galushko Galushko (Sosn.)"
"Psephellus cronquistii","Psephellus cronquistii (Takht. & Gabrieljan) Gabrieljan Gabrieljan (Takht. & Gabrieljan)"
"Psephellus recepii","Psephellus recepii Wagenitz & Kandemir"
"Psephellus ruprechtii","Psephellus ruprechtii (Boiss.) Greuter Greuter (Boiss.)"
"Psephellus salviifolius","Psephellus salviifolius Boiss."
"Psephellus schischkinii","Psephellus schischkinii (Tzvelev) Wagenitz Wagenitz (Tzvelev)"
"Psephellus schistosus","Psephellus schistosus (Sosn.) Alieva Alieva (Sosn.)"
"Jatropha glaucovirens","Jatropha glaucovirens Pax & K.Hoffm."
"Psephellus sergii","Psephellus sergii (Klokov) A.L.Ebel A.L.Ebel (Klokov)"
"Cheirolophus burchardii","Cheirolophus burchardii Susanna"
"Psephellus czerepanovii","Psephellus czerepanovii Alieva"
"Psephellus czirkejensis","Psephellus czirkejensis (Husseinov) Greuter Greuter (Husseinov)"
"Psephellus daghestanicus","Psephellus daghestanicus Sosn."
"Jatropha gossypiifolia","Jatropha gossypiifolia L."
"Psephellus dealbatus","Psephellus dealbatus (Willd.) K.Koch K.Koch (Willd.)"
"Psephellus debedicus","Psephellus debedicus (Gabrieljan) Gabrieljan Gabrieljan (Gabrieljan)"
"Psephellus declinatus","Psephellus declinatus (M.Bieb.) K.Koch K.Koch (M.Bieb.)"
"Psephellus dimitriewae","Psephellus dimitriewae (Sosn.) Greuter Greuter (Sosn.)"
"Psephellus dittrichii","Psephellus dittrichii (Gabrieljan) Gabrieljan Gabrieljan (Gabrieljan)"
"Psephellus erivanensis","Psephellus erivanensis Lipsky"
"Psephellus erivanensis subsp. erivanensis","Psephellus erivanensis subsp. erivanensis"
"Psephellus erivanensis subsp. holargyreus","Psephellus erivanensis subsp. holargyreus (Bornm. & Woron.) Greuter Greuter (Bornm. & Woron.)"
"Psephellus erzincani","Psephellus erzincani Wagenitz & Kandemir"
"Psephellus eugenii","Psephellus eugenii (Sosn.) Wagenitz Wagenitz (Sosn.)"
"Psephellus fajvuschii","Psephellus fajvuschii (Gabrieljan) Greuter Greuter (Gabrieljan)"
"Psephellus freynii","Psephellus freynii Sint. ex Freyn"
"Psephellus galactochroa","Psephellus galactochroa (Rech.fil.) Parsa Parsa (Rech.fil.)"
"Psephellus galushkoi","Psephellus galushkoi Alieva"
"Psephellus gamidii","Psephellus gamidii Alieva"
"Psephellus geghamensis","Psephellus geghamensis (Gabrieljan) Gabrieljan Gabrieljan (Gabrieljan)"
"Jatropha gossypiifolia var. gossypiifolia","Jatropha gossypiifolia var. gossypiifolia"
"Psephellus gilanicus","Psephellus gilanicus (Bornm.) Wagenitz Wagenitz (Bornm.)"
"Psephellus goeksunensis","Psephellus goeksunensis (Aytaç & H.Duman) Greuter & Raab-Straube Greuter & Raab-Straube (Aytaç & H.Duman)"
"Psephellus gracillimus","Psephellus gracillimus (Wagenitz) Wagenitz Wagenitz (Wagenitz)"
"Psephellus hadimensis","Psephellus hadimensis (Wagenitz, Ertugrul & Dural) Wagenitz Wagenitz (Wagenitz, Ertugrul & Dural)"
"Psephellus holophyllus","Psephellus holophyllus (Soczava & Lipatova) Greuter Greuter (Soczava & Lipatova)"
"Psephellus holtzii","Psephellus holtzii (Wagenitz) Wagenitz Wagenitz (Wagenitz)"
"Psephellus huber-morathii","Psephellus huber-morathii (Wagenitz) Wagenitz Wagenitz (Wagenitz)"
"Psephellus hymenolepis","Psephellus hymenolepis (Trautv.) Boiss. Boiss. (Trautv.)"
"Psephellus hypoleucus","Psephellus hypoleucus (DC.) Boiss. Boiss. (DC.)"
"Psephellus iljinii","Psephellus iljinii (Czern.) Wagenitz Wagenitz (Czern.)"
"Psephellus incanescens","Psephellus incanescens (DC.) Boiss. Boiss. (DC.)"
"Psephellus integrifolius","Psephellus integrifolius K.Koch"
"Psephellus karabaghensis","Psephellus karabaghensis Sosn."
"Psephellus karduchorum","Psephellus karduchorum (Boiss.) Wagenitz Wagenitz (Boiss.)"
"Psephellus kemulariae","Psephellus kemulariae Kharadze"
"Psephellus khalkhalensis","Psephellus khalkhalensis Ranjbar & Negaresh"
"Psephellus kobstanicus","Psephellus kobstanicus (Tzvelev) Wagenitz Wagenitz (Tzvelev)"
"Psephellus kolakovskyi","Psephellus kolakovskyi Sosn."
"Psephellus kopet-daghensis","Psephellus kopetdaghensis (Iljin) Wagenitz Wagenitz (Iljin)"
"Psephellus leucophyllus","Psephellus leucophyllus (M.Bieb.) C.A.Mey. C.A.Mey. (M.Bieb.)"
"Psephellus leuzeoides","Psephellus leuzeoides (Jaub. & Spach) Wagenitz Wagenitz (Jaub. & Spach)"
"Psephellus maleevii","Psephellus maleevii Sosn."
"Psephellus manakyanii","Psephellus manakianii (Gabrieljan) Gabrieljan Gabrieljan (Gabrieljan)"
"Psephellus marschallianus","Psephellus marschallianus (Spreng.) Mikheev Mikheev (Spreng.)"
"Psephellus meskheticus","Psephellus meskheticus (Sosn.) Gabrieljan Gabrieljan (Sosn.)"
"Psephellus mucroniferus","Psephellus mucroniferus (DC.) Wagenitz Wagenitz (DC.)"
"Psephellus oltensis","Psephellus oltensis Wagenitz"
"Psephellus pambakensis","Psephellus pambakensis Sosn."
"Psephellus paucilobus","Psephellus paucilobus (Trautv.) Boiss. Boiss. (Trautv.)"
"Psephellus pecho","Psephellus pecho (Albov) Wagenitz Wagenitz (Albov)"
"Psephellus pergamaceus","Psephellus pergamaceus (DC.) Wagenitz Wagenitz (DC.)"
"Psephellus phaeopappoides","Psephellus phaeopappoides (Bordz.) Wagenitz Wagenitz (Bordz.)"
"Psephellus poluninii","Psephellus poluninii (Wagenitz) Wagenitz Wagenitz (Wagenitz)"
"Psephellus pulcherrimus","Psephellus pulcherrimus (Willd.) Wagenitz Wagenitz (Willd.)"
"Jatropha gossypiifolia var. staphysagriifolia","Jatropha gossypiifolia var. staphysagriifolia (Mill.) Müll.Arg. Müll.Arg. (Mill.)"
"Psephellus pyrroblepharus","Psephellus pyrroblepharus (Boiss.) Wagenitz Wagenitz (Boiss.)"
"Psephellus turgaicus","Psephellus turgaicus (Klokov) A.L.Ebel A.L.Ebel (Klokov)"
