,np,lnLik,DiscLik,ContLik,AICc,dAICc,AICcwt
bio_4.Rubieae.HYB_OUMV,15,-21.34432945,-52.95721134,36.28853964,78.40294462,33.45528389,4.22E-08
bio_4.Salvia.CID_BM1,4,-86.23118468,-77.51559996,-4.654063143,180.6210995,14.56872734,0.000285764
bio_4.Salvia.CID_OU1,5,-77.90666418,-77.34575009,3.511991026,166.0523722,0,0.416453472
bio_4.Salvia.CD_BMV,5,-85.83791993,-76.88845538,-4.221802404,181.9148837,15.86251152,0.000149646
bio_4.Salvia.CD_OUV,6,-77.86078078,-77.37933581,3.873613344,168.0575616,2.005189376,0.152807668
bio_4.Salvia.CD_OUM,6,-77.09907151,-77.196693,4.691709491,166.534143,0.481770843,0.327303974
bio_4.Salvia.CD_OUMV,7,-77.25249987,-77.62739055,4.591571408,168.9547989,2.902426768,0.09756915
bio_4.Salvia.CID_BMV,9,-85.83642952,-77.21978111,-4.065748576,190.401604,24.34923181,2.15E-06
bio_4.Salvia.CID_OUV,10,-77.08352287,-77.47122185,3.6546224,175.0613547,9.00898251,0.004605649
bio_4.Salvia.CID_OUM,10,-87.16929362,-78.98890494,-4.217577874,195.2328962,29.180524,1.92E-07
bio_4.Salvia.CID_OUMV,11,-78.53346867,-78.78869772,6.557437494,180.1444884,14.09211618,0.000362662
bio_4.Salvia.HYB_BMV,11,-86.08030392,-77.16948845,-4.21369315,195.2381589,29.18578669,1.91E-07
bio_4.Salvia.HYB_OUV,12,-78.05590549,-78.0024221,3.861340829,181.3904995,15.33812732,0.000194507
bio_4.Salvia.HYB_OUM,12,-77.98721295,-77.28416348,3.828659324,181.2531144,15.20074225,0.000208337
bio_4.Salvia.HYB_OUMV,15,-75.93316637,-75.3536734,3.867756239,183.858034,17.80566181,5.66E-05
bio_4.Solanaceae.CID_BM1,4,-221.8437778,-142.3291183,-75.65083711,451.7524907,78.86434455,4.22E-18
bio_4.Solanaceae.CID_OU1,5,-181.3952926,-142.1732683,-34.9777319,372.8881462,0,0.563392196
bio_4.Solanaceae.CD_BMV,5,-221.9832656,-143.2854315,-75.56182362,454.0640922,81.17594595,1.33E-18
bio_4.Solanaceae.CD_OUV,6,-181.5137343,-141.9999123,-35.03227129,375.1642763,2.276130133,0.180532522
bio_4.Solanaceae.CD_OUM,6,-181.3280844,-144.8551626,-32.52796138,374.7929766,1.904830396,0.21736127
bio_4.Solanaceae.CD_OUMV,7,-182.1585439,-144.7028868,-33.66057578,378.4997958,5.611649575,0.034060938
bio_4.Solanaceae.CID_BMV,9,-221.7769042,-142.2647677,-75.57489945,461.8484074,88.96026124,2.71E-20
bio_4.Solanaceae.CID_OUV,10,-194.5000941,-164.2186876,-32.01315756,409.360844,36.47269779,6.77E-09
bio_4.Solanaceae.CID_OUM,10,-181.5329411,-142.2394933,-35.12175951,383.4265379,10.53839171,0.002900201
bio_4.Solanaceae.CID_OUMV,11,-181.9071644,-142.2860545,-35.6315781,386.2478264,13.35968023,0.000707609
bio_4.Solanaceae.HYB_BMV,11,-221.5429048,-142.0196257,-75.46498563,465.5193072,92.63116095,4.33E-21
bio_4.Solanaceae.HYB_OUV,12,-182.0353506,-142.2080094,-35.64656644,388.5838591,15.69571291,0.000220054
bio_4.Solanaceae.HYB_OUM,12,-180.7213362,-144.2665296,-31.92676556,385.9558304,13.06768416,0.00081884
bio_4.Solanaceae.HYB_OUMV,15,-182.4386883,-145.7269231,-34.14219336,395.670765,22.78261878,6.36E-06
bio_4.Spermacoceae.CID_BM1,4,-157.5168583,-76.1542861,-77.17329742,323.369851,83.73850967,5.15E-19
bio_4.Spermacoceae.CID_OU1,5,-119.6635643,-76.04269677,-39.38572576,249.8356031,10.20426181,0.004782973
bio_4.Spermacoceae.CD_BMV,5,-133.7820286,-76.40529017,-53.33131061,278.0725317,38.4411904,3.53E-09
bio_4.Spermacoceae.CD_OUV,6,-118.8364788,-75.91637401,-38.4010461,250.3909063,10.75956498,0.003623392
bio_4.Spermacoceae.CD_OUM,6,-115.5839692,-75.34611173,-35.8151229,243.8858871,4.25454578,0.093683333
bio_4.Spermacoceae.CD_OUMV,7,-115.3502875,-75.45199351,-35.50446082,245.6660923,6.034750985,0.038467653
bio_4.Spermacoceae.CID_BMV,9,-148.3536449,-86.0211071,-58.6090355,316.2862372,76.65489582,1.78E-17
bio_4.Spermacoceae.CID_OUV,10,-117.1100754,-76.34889267,-36.35398982,256.1670534,16.53571206,0.000201763
bio_4.Spermacoceae.CID_OUM,10,-119.3802739,-76.09889889,-39.19980008,260.7074504,21.07610906,2.08E-05
bio_4.Spermacoceae.CID_OUMV,11,-118.341886,-83.12611671,-29.14007633,261.0409149,21.40957353,1.76E-05
bio_4.Spermacoceae.HYB_BMV,11,-133.8631648,-78.99582243,-53.59154675,292.0834724,52.45213104,3.20E-12
bio_4.Spermacoceae.HYB_OUV,12,-108.7867726,-76.39935359,-28.93314643,244.384356,4.753014673,0.07301653
bio_4.Spermacoceae.HYB_OUM,12,-123.1078325,-84.71406768,-33.80368022,273.0264759,33.39513455,4.40E-08
bio_4.Spermacoceae.HYB_OUMV,15,-102.5934484,-78.61383154,-19.90779604,239.6313413,0,0.786185829
bio_4.Thelypodieae.CID_BM1,4,-25.61194139,-37.0958649,15.82684474,59.95115551,0,0.623992843
bio_4.Thelypodieae.CID_OU1,5,-26.03254818,-37.23932317,15.46773884,63.17620747,3.225051951,0.124413777
bio_4.Thelypodieae.CD_BMV,5,-25.69545656,-37.16621082,15.82516626,62.50202423,2.550868711,0.174287205
bio_4.Thelypodieae.CD_OUV,6,-26.80140292,-37.32823955,16.0491965,67.1877115,7.236555988,0.016741002
bio_4.Thelypodieae.CD_OUM,6,-25.76336276,-37.17556571,15.76558314,65.11163119,5.160475672,0.047271192
bio_4.Thelypodieae.CD_OUMV,7,-25.83474785,-36.92938817,15.63695134,67.82334185,7.872186339,0.012183051
bio_4.Thelypodieae.CID_BMV,9,-25.8030535,-37.20076827,15.8433971,73.20610699,13.25495148,0.000825854
bio_4.Thelypodieae.CID_OUV,10,-28.69967522,-37.89385244,15.46068356,81.88914636,21.93799085,1.07E-05
bio_4.Thelypodieae.CID_OUM,10,-25.67227149,-37.10680939,15.82177796,75.8343389,15.88318339,0.000221917
bio_4.Thelypodieae.CID_OUMV,11,-28.63277412,-37.09492835,12.88956994,84.76554824,24.81439273,2.55E-06
bio_4.Thelypodieae.HYB_BMV,11,-26.07943396,-37.68319826,15.2739634,79.65886793,19.70771241,3.28E-05
bio_4.Thelypodieae.HYB_OUV,12,-26.07082982,-37.51313811,14.87173968,82.77995751,22.82880199,6.89E-06
bio_4.Thelypodieae.HYB_OUM,12,-25.77257519,-37.06484489,15.62625247,82.18344826,22.23229274,9.28E-06
bio_4.Thelypodieae.HYB_OUMV,15,-22.96433872,-43.06337434,24.56472575,86.83776835,26.88661283,9.05E-07
bio_5.Alysseae.CID_BM1,4,103.0529591,-18.1506023,125.7223375,-197.0532866,23.82125302,3.12E-06
bio_5.Alysseae.CID_OU1,5,116.2480806,-18.13880626,138.9344673,-220.8745396,0,0.464199897
bio_5.Alysseae.CD_BMV,5,103.6405475,-18.21715966,126.0389049,-195.6594734,25.2150662,1.55E-06
bio_5.Alysseae.CD_OUV,6,116.7139075,-18.17767924,139.3751048,-219.0944816,1.780057968,0.190620833
bio_5.Alysseae.CD_OUM,6,116.9898597,-18.28491298,140.019193,-219.6463861,1.228153503,0.251197258
bio_5.Alysseae.CD_OUMV,7,117.4345019,-18.13937314,140.3037164,-217.6690038,3.205535836,0.093461291
bio_5.Alysseae.CID_BMV,9,103.4640599,-18.38475948,126.2705142,-183.4735743,37.40096529,3.51E-09
bio_5.Alysseae.CID_OUV,10,116.6548541,-18.29225465,139.3710947,-206.4347082,14.43983135,0.000339731
bio_5.Alysseae.CID_OUM,10,114.8335413,-18.29348512,137.5272705,-202.7920826,18.08245703,5.50E-05
bio_5.Alysseae.CID_OUMV,11,117.2782003,-18.25074457,140.0829893,-204.0402715,16.83426812,0.00010261
bio_5.Alysseae.HYB_BMV,11,103.6068816,-18.07982014,125.9903698,-176.6976341,44.17690551,1.19E-10
bio_5.Alysseae.HYB_OUV,12,115.6777345,-18.1934879,138.3339274,-196.9554691,23.9190705,2.97E-06
bio_5.Alysseae.HYB_OUM,12,117.3466047,-18.2367857,140.346349,-200.2932093,20.58133029,1.58E-05
bio_5.Alysseae.HYB_OUMV,15,114.7445352,-18.30584063,137.335362,-181.7112927,39.16324688,1.45E-09
bio_5.Antirrhineae.CID_BM1,4,318.6334992,-73.07040091,395.9222282,-628.9520377,22.72810189,8.76E-06
bio_5.Antirrhineae.CID_OU1,5,329.9429531,-73.14506412,407.363503,-649.4097157,2.270423929,0.242672239
bio_5.Antirrhineae.CD_BMV,5,322.3766726,-72.68570175,400.0789593,-634.2771547,17.40298492,0.000125611
bio_5.Antirrhineae.CD_OUV,6,322.3673906,-72.78472075,400.0781457,-632.0627812,19.61735843,4.15E-05
bio_5.Antirrhineae.CD_OUM,6,332.1760698,-72.67459489,409.5176412,-651.6801396,0,0.755155498
bio_5.Antirrhineae.CD_OUMV,7,322.2684519,-72.76751471,399.0780028,-629.6336779,22.04646164,1.23E-05
bio_5.Antirrhineae.CID_BMV,9,318.7661061,-72.70654633,395.6804306,-618.0568023,33.62333727,3.77E-08
bio_5.Antirrhineae.CID_OUV,10,315.9177097,-72.77426161,393.1706447,-610.0172376,41.66290202,6.78E-10
bio_5.Antirrhineae.CID_OUM,10,330.2460778,-72.611503,407.2286569,-638.6739737,13.00616588,0.001131836
bio_5.Antirrhineae.CID_OUMV,11,330.0669034,-72.60454096,407.0931468,-635.9338068,15.74633274,0.000287583
bio_5.Antirrhineae.HYB_BMV,11,322.127111,-72.95041158,399.2623752,-620.054222,31.62591755,1.02E-07
bio_5.Antirrhineae.HYB_OUV,12,322.400529,-79.68286465,408.5701091,-618.1792093,33.50093033,4.01E-08
bio_5.Antirrhineae.HYB_OUM,12,331.9447329,-72.7212445,409.321878,-637.2676171,14.4125225,0.000560269
bio_5.Antirrhineae.HYB_OUMV,15,330.8056412,-72.66692681,408.1241821,-627.4733513,24.20678832,4.18E-06
bio_5.Apioideae.CID_BM1,4,1228.857152,-142.4267628,1375.586266,-2449.633002,102.4916568,5.55E-23
bio_5.Apioideae.CID_OU1,5,1269.369757,-142.3419667,1416.135886,-2528.617315,23.50734385,7.86E-06
bio_5.Apioideae.CD_BMV,5,1229.230441,-142.3940631,1375.958893,-2448.338682,103.7859772,2.91E-23
bio_5.Apioideae.CD_OUV,6,1169.208447,-142.3450826,1315.874614,-2326.245465,225.8791937,8.93E-50
bio_5.Apioideae.CD_OUM,6,1237.805096,-142.4699859,1384.32844,-2463.438763,88.68589639,5.52E-20
bio_5.Apioideae.CD_OUMV,7,1283.176849,-142.4713299,1432.810383,-2552.124659,0,0.999992124
bio_5.Apioideae.CID_BMV,9,1229.214335,-141.9193996,1375.576298,-2440.059061,112.0655982,4.63E-25
bio_5.Apioideae.CID_OUV,10,1159.474983,-141.7636609,1305.7228,-2298.497291,253.6273684,8.42E-56
bio_5.Apioideae.CID_OUM,10,1266.624707,-142.3609281,1413.481209,-2512.796739,39.32792032,2.88E-09
bio_5.Apioideae.CID_OUMV,11,1159.362555,-141.7483617,1305.656459,-2296.18078,255.9438795,2.65E-56
bio_5.Apioideae.HYB_BMV,11,1229.555004,-141.8009539,1375.926865,-2436.565678,115.5589808,8.07E-26
bio_5.Apioideae.HYB_OUV,12,1270.169945,-142.608948,1416.962732,-2515.695261,36.42939764,1.23E-08
bio_5.Apioideae.HYB_OUM,12,1188.569847,-141.8272283,1334.74944,-2352.495065,199.6295941,4.48E-44
bio_5.Apioideae.HYB_OUMV,15,1266.081094,-142.9379235,1413.037116,-2501.164266,50.9603926,8.59E-12
bio_5.Arabideae.CID_BM1,4,349.5254929,-55.94381433,409.8170432,-690.8085616,78.89227611,6.52E-18
bio_5.Arabideae.CID_OU1,5,387.7842274,-55.80486023,448.2162179,-765.2026012,4.498236508,0.093045531
bio_5.Arabideae.CD_BMV,5,350.9808511,-56.01521372,412.1123789,-691.5958485,78.10498921,9.66E-18
bio_5.Arabideae.CD_OUV,6,382.6460466,-55.74544743,442.9277744,-752.7767558,16.92408186,0.000186405
bio_5.Arabideae.CD_OUM,6,391.1080876,-55.90720776,451.2600438,-769.7008377,0,0.88201336
bio_5.Arabideae.CD_OUMV,7,388.5620252,-55.91324204,448.8097047,-762.4326924,7.268145292,0.023292573
bio_5.Arabideae.CID_BMV,9,351.3301673,-54.96954091,410.5729111,-683.5353345,86.16550317,1.72E-19
bio_5.Arabideae.CID_OUV,10,385.0094077,-53.96119876,443.0520582,-748.6351677,21.06567003,2.35E-05
bio_5.Arabideae.CID_OUM,10,382.9773574,-57.46892435,444.4201965,-744.571067,25.12977074,3.08E-06
bio_5.Arabideae.CID_OUMV,11,381.2288961,-57.71663123,443.3343456,-738.7869061,30.91393156,1.71E-07
bio_5.Arabideae.HYB_BMV,11,352.87788,-54.64718719,411.7372631,-682.0848739,87.61596384,8.32E-20
bio_5.Arabideae.HYB_OUV,12,387.7186357,-55.05030399,447.0102234,-749.4500103,20.25082744,3.53E-05
bio_5.Arabideae.HYB_OUM,12,391.3983291,-54.55654873,449.7818961,-756.8093971,12.89144063,0.001400021
bio_5.Arabideae.HYB_OUMV,15,384.316761,-58.78280752,447.1632895,-735.5166388,34.1841989,3.33E-08
bio_5.Balsamiaceae.CID_BM1,4,181.1258945,-51.05676284,236.7179796,-353.7639841,44.4966184,1.07E-10
bio_5.Balsamiaceae.CID_OU1,5,204.5006716,-51.04365967,260.0242018,-398.2606025,0,0.490886764
bio_5.Balsamiaceae.CD_BMV,5,182.0395917,-50.78656824,237.3749016,-353.3384427,44.92215981,8.63E-11
bio_5.Balsamiaceae.CD_OUV,6,204.8777996,-50.92089368,260.3369318,-396.7055993,1.55500324,0.225588346
bio_5.Balsamiaceae.CD_OUM,6,204.8740043,-50.98024052,260.2587269,-396.6980086,1.562593935,0.224733782
bio_5.Balsamiaceae.CD_OUMV,7,204.7053204,-51.13307738,260.2149371,-393.9929192,4.267683286,0.05811198
bio_5.Balsamiaceae.CID_BMV,9,181.6879475,-51.16512658,237.0912607,-343.0382327,55.22236985,5.01E-13
bio_5.Balsamiaceae.CID_OUV,10,202.708072,-51.37094097,258.5005227,-382.5214071,15.73919542,0.000187611
bio_5.Balsamiaceae.CID_OUM,10,203.6184534,-51.21708648,259.2411578,-384.3421699,13.91843263,0.000466264
bio_5.Balsamiaceae.CID_OUMV,11,181.7778168,-51.2027385,237.0763616,-338.0356336,60.22496892,4.10E-14
bio_5.Balsamiaceae.HYB_BMV,11,182.0913866,-50.87616414,237.2316877,-338.6627731,59.5978294,5.62E-14
bio_5.Balsamiaceae.HYB_OUV,12,202.2513972,-51.29303128,257.8736254,-376.2865781,21.97402443,8.31E-06
bio_5.Balsamiaceae.HYB_OUM,12,202.9539428,-50.96496611,258.4334104,-377.6916694,20.5689331,1.68E-05
bio_5.Balsamiaceae.HYB_OUMV,15,202.6848005,-52.14257907,259.2230142,-368.6090376,29.65156491,1.79E-07
bio_5.Brassiceae.CID_BM1,4,128.3301915,-39.45002655,172.2775454,-248.0449984,46.54012425,4.23E-11
bio_5.Brassiceae.CID_OU1,5,152.7613113,-39.431883,196.6895176,-294.5851226,0,0.539557481
bio_5.Brassiceae.CD_BMV,5,129.2098046,-39.48835913,172.5741309,-247.4821092,47.10301337,3.19E-11
bio_5.Brassiceae.CD_OUV,6,153.0330382,-39.2970841,196.8927562,-292.732743,1.85237962,0.213697083
bio_5.Brassiceae.CD_OUM,6,152.8754387,-39.50059398,196.718262,-292.417544,2.167578609,0.182538301
bio_5.Brassiceae.CD_OUMV,7,153.044573,-39.43880026,196.8931759,-290.2826944,4.302428174,0.06277364
bio_5.Brassiceae.CID_BMV,9,129.0777348,-39.49355812,172.7092071,-237.1554697,57.42965294,1.83E-13
bio_5.Brassiceae.CID_OUV,10,152.9417657,-39.46410633,196.6125449,-282.1547179,12.43040472,0.001078474
bio_5.Brassiceae.CID_OUM,10,150.4996752,-39.35690832,194.3142057,-277.2705369,17.31458575,9.38E-05
bio_5.Brassiceae.CID_OUMV,11,152.7554086,-39.43458268,196.63171,-278.9590931,15.6260295,0.000218217
bio_5.Brassiceae.HYB_BMV,11,129.06913,-39.63407191,172.5387961,-231.5865359,62.99858669,1.13E-14
bio_5.Brassiceae.HYB_OUV,12,132.3095667,-45.12419026,176.2856332,-235.1454492,59.43967344,6.68E-14
bio_5.Brassiceae.HYB_OUM,12,152.591133,-39.57036454,196.4656297,-275.7085818,18.87654076,4.30E-05
bio_5.Brassiceae.HYB_OUMV,15,150.346778,-40.31950463,197.2319369,-261.8046671,32.78045553,4.11E-08
bio_5.Cardamineae.CID_BM1,4,209.0611216,-53.8035797,267.2448551,-409.7182028,52.88664544,2.85E-12
bio_5.Cardamineae.CID_OU1,5,228.3940261,-53.64237844,286.4837121,-446.1758072,16.42904098,0.000234885
bio_5.Cardamineae.CD_BMV,5,209.2650868,-53.74662042,267.2948587,-407.9179287,54.68691955,1.16E-12
bio_5.Cardamineae.CD_OUV,6,228.9653346,-53.53790998,286.9877636,-445.0646899,17.54015833,0.000134765
bio_5.Cardamineae.CD_OUM,6,237.7354138,-53.58391022,295.5563269,-462.6048482,0,0.867712015
bio_5.Cardamineae.CD_OUMV,7,236.90011,-53.57206478,294.845852,-458.6335533,3.971294941,0.119129652
bio_5.Cardamineae.CID_BMV,9,209.1328431,-53.57955809,267.2806151,-398.3507926,64.25405564,9.68E-15
bio_5.Cardamineae.CID_OUV,10,222.9997548,-53.70374892,281.1890186,-423.6339181,38.97093009,2.99E-09
bio_5.Cardamineae.CID_OUM,10,238.1238076,-54.02096401,296.3825674,-453.8820238,8.72282443,0.011072313
bio_5.Cardamineae.CID_OUMV,11,236.7336401,-53.91729002,294.8725388,-448.597715,14.00713318,0.000788434
bio_5.Cardamineae.HYB_BMV,11,221.9132916,-56.77797308,284.2967365,-418.957018,43.64783018,2.89E-10
bio_5.Cardamineae.HYB_OUV,12,227.83768,-56.46761999,290.5062126,-428.2467885,34.35805968,3.00E-08
bio_5.Cardamineae.HYB_OUM,12,238.1760038,-53.66552449,296.2439491,-448.9234361,13.6814121,0.000927886
bio_5.Cardamineae.HYB_OUMV,15,231.2519648,-56.5096383,291.9442444,-427.0493842,35.55546403,1.65E-08
bio_5.Cardueae.CID_BM1,4,265.0693479,-75.14126924,343.4886073,-521.7847135,20.18754204,3.95E-05
bio_5.Cardueae.CID_OU1,5,273.2048593,-73.42001109,350.8964185,-535.8740043,6.098251237,0.045245795
bio_5.Cardueae.CD_BMV,5,266.7292325,-73.1697274,344.0517638,-522.9227508,19.04950469,6.97E-05
bio_5.Cardueae.CD_OUV,6,266.7216353,-73.2596244,344.0508076,-520.6865139,21.28574158,2.28E-05
bio_5.Cardueae.CD_OUM,6,277.3645061,-75.01106443,357.1549445,-541.9722555,0,0.954545537
bio_5.Cardueae.CD_OUMV,7,269.0210064,-73.46057378,347.291048,-523.0238311,18.94842444,7.33E-05
bio_5.Cardueae.CID_BMV,9,264.8613313,-77.44592047,347.0069953,-510.0559959,31.91625962,1.12E-07
bio_5.Cardueae.CID_OUV,10,269.1505855,-75.56287125,347.4715933,-516.2450962,25.72715934,2.47E-06
bio_5.Cardueae.CID_OUM,10,267.6539235,-76.48504089,347.5054109,-513.2517723,28.72048317,5.54E-07
bio_5.Cardueae.CID_OUMV,11,261.3516893,-75.11487953,338.9315822,-498.2128126,43.75944288,3.00E-10
bio_5.Cardueae.HYB_BMV,11,266.5124248,-73.73985416,344.0961322,-508.5342836,33.43797193,5.23E-08
bio_5.Cardueae.HYB_OUV,12,248.2223989,-81.42793149,333.077062,-469.4733693,72.49888619,1.73E-16
bio_5.Cardueae.HYB_OUM,12,263.655114,-78.62689066,346.5653366,-500.3387995,41.63345604,8.69E-10
bio_5.Cardueae.HYB_OUMV,15,273.033238,-73.79577707,351.5808053,-511.3605936,30.61166195,2.15E-07
bio_5.CES.CID_BM1,4,70.92149391,-12.93548153,88.43490763,-132.1763212,0,0.531974715
bio_5.CES.CID_OU1,5,70.91271048,-12.93876674,88.43251859,-129.2167253,2.959595842,0.121121968
bio_5.CES.CD_BMV,5,70.97968243,-12.91544654,88.50611044,-129.3506692,2.825651948,0.12951154
bio_5.CES.CD_OUV,6,72.59001155,-12.91731438,90.09137096,-129.3618413,2.814479868,0.130237021
bio_5.CES.CD_OUM,6,71.99491049,-13.2980219,89.7568797,-128.1716392,4.004681981,0.071826606
bio_5.CES.CD_OUMV,7,72.20140635,-13.95740831,90.34911533,-125.0694794,7.106841778,0.015228597
bio_5.CES.CID_BMV,9,70.88277106,-13.00375936,88.51650004,-114.2918579,17.88446324,6.96E-05
bio_5.CES.CID_OUV,10,72.3814819,-13.00291456,89.99476114,-112.5407416,19.63557958,2.90E-05
bio_5.CES.CID_OUM,10,66.28046602,-17.85924934,88.35826078,-100.3387098,31.83761134,6.49E-08
bio_5.CES.CID_OUMV,11,69.66906661,-14.64148638,88.8386676,-101.8087215,30.36759969,1.35E-07
bio_5.CES.HYB_BMV,11,70.77106997,-13.1434683,88.56971471,-104.0127282,28.16359298,4.08E-07
bio_5.CES.HYB_OUV,12,72.40099644,-13.17156678,89.96851323,-101.3019929,30.87432827,1.05E-07
bio_5.CES.HYB_OUM,12,73.46990325,-13.39388291,91.90813913,-103.4398065,28.73651465,3.06E-07
bio_5.CES.HYB_OUMV,15,76.8945174,-15.45394335,96.31485962,-86.86595789,45.31036326,7.71E-11
bio_5.Chamaecrista.CID_BM1,4,245.0530128,-13.90438703,263.0928033,-481.4999649,20.95864444,2.73E-05
bio_5.Chamaecrista.CID_OU1,5,245.0683554,-13.88249138,263.1569581,-479.2136339,23.24497544,8.72E-06
bio_5.Chamaecrista.CD_BMV,5,246.9794678,-14.08690377,266.9701005,-483.0358587,19.4227506,5.89E-05
bio_5.Chamaecrista.CD_OUV,6,252.7397645,-13.6203815,270.8196083,-492.1670289,10.2915804,0.005665439
bio_5.Chamaecrista.CD_OUM,6,257.8855547,-13.85131942,275.9537223,-502.4586093,0,0.972796097
bio_5.Chamaecrista.CD_OUMV,7,255.3007849,-13.56198809,273.4255015,-494.823792,7.634817364,0.021386627
bio_5.Chamaecrista.CID_BMV,9,246.9890517,-16.01445244,267.5676197,-473.0272837,29.43132567,3.95E-07
bio_5.Chamaecrista.CID_OUV,10,252.6669027,-13.9552205,270.8274446,-481.6671387,20.79147065,2.97E-05
bio_5.Chamaecrista.CID_OUM,10,241.5948118,-17.54182428,263.0969061,-459.522957,42.93565233,4.62E-10
bio_5.Chamaecrista.CID_OUMV,11,252.5662877,-13.57106485,270.685141,-478.6579992,23.8006101,6.60E-06
bio_5.Chamaecrista.HYB_BMV,11,246.8316997,-14.19573505,267.1107587,-467.1888232,35.26978613,2.13E-08
bio_5.Chamaecrista.HYB_OUV,12,248.6107418,-14.44624843,268.372515,-467.8421733,34.61643604,2.96E-08
bio_5.Chamaecrista.HYB_OUM,12,254.9026374,-14.09982197,273.0639153,-480.4259645,22.0326448,1.60E-05
bio_5.Chamaecrista.HYB_OUMV,15,258.2071363,-13.51474408,276.3149537,-477.6869999,24.77160945,4.06E-06
bio_5.Chorisporeae.CID_BM1,4,24.1127224,-4.632525787,33.30610791,-33.55877814,267.4075101,8.44E-59
bio_5.Chorisporeae.CID_OU1,5,24.12655257,-4.701434173,33.32940989,-26.25310515,274.7131831,2.19E-60
bio_5.Chorisporeae.CD_BMV,5,25.43270259,-4.653350061,33.13123704,-28.86540519,272.100883,8.07E-60
bio_5.Chorisporeae.CD_OUV,6,22.45860415,-4.697121893,31.65638244,-11.9172083,289.0490799,1.69E-63
bio_5.Chorisporeae.CD_OUM,6,29.85678046,-4.609664816,38.6952022,-26.71356092,274.2527273,2.75E-60
bio_5.Chorisporeae.CD_OUMV,7,30.26260481,-4.694300219,39.34990012,-9.191876281,291.7744119,4.32E-64
bio_5.Chorisporeae.CID_BMV,9,25.7147457,-4.735488125,34.48795138,146.5705086,447.5367968,6.48E-98
bio_5.Chorisporeae.CID_OUV,10,22.38746336,-4.650006543,31.60745165,Inf,Inf,0
bio_5.Chorisporeae.CID_OUM,10,30.76299382,-4.744669213,38.14745039,Inf,Inf,0
bio_5.Chorisporeae.CID_OUMV,11,29.48314411,-4.711305284,38.55639714,-300.9662882,0,0.984049095
bio_5.Chorisporeae.HYB_BMV,11,25.36098391,-4.703277408,33.41154185,-292.7219678,8.244320393,0.015950905
bio_5.Chorisporeae.HYB_OUV,12,25.73461422,-4.686470879,33.57235621,-183.4692284,117.4970598,3.01E-26
bio_5.Chorisporeae.HYB_OUM,12,25.85874103,-5.316658474,33.05181346,-183.7174821,117.2488061,3.41E-26
bio_5.Chorisporeae.HYB_OUMV,15,33.37555929,-4.716619915,40.04186733,-132.7511186,168.2151696,2.92E-37
bio_5.Croton.CID_BM1,4,642.7353584,-46.00029532,693.2028467,-1277.282923,56.16509896,6.31E-13
bio_5.Croton.CID_OU1,5,671.8655206,-46.09277498,722.4431224,-1333.448022,0,0.990592744
bio_5.Croton.CD_BMV,5,644.6998988,-46.42781023,696.3802023,-1279.116779,54.33124378,1.58E-12
bio_5.Croton.CD_OUV,6,640.382712,-46.06191556,690.8883466,-1268.36732,65.08070269,7.31E-15
bio_5.Croton.CD_OUM,6,642.162453,-48.145038,693.2846202,-1271.926802,61.52122078,4.33E-14
bio_5.Croton.CD_OUMV,7,654.2431972,-46.07573378,705.1696182,-1293.953061,39.49496141,2.63E-09
bio_5.Croton.CID_BMV,9,645.8970601,-46.61281349,695.9180759,-1272.928736,60.51928686,7.15E-14
bio_5.Croton.CID_OUV,10,640.8755703,-45.62499383,690.8128222,-1260.688339,72.7596838,1.57E-16
bio_5.Croton.CID_OUM,10,672.248908,-46.98611896,723.3469554,-1323.435014,10.01300829,0.00663129
bio_5.Croton.CID_OUMV,11,640.2287676,-46.14823052,690.8991979,-1257.175982,76.27204058,2.71E-17
