,np,lnLik,DiscLik,ContLik,AICc,dAICc,AICcwt
bio_4.Erysimeae.CD_OUMV,7,-3.712259363,-13.62573407,14.52575489,24.81845812,7.133237891,0.019938399
bio_4.Erysimeae.CID_BMV,9,-4.325318129,-13.66726425,14.03553673,32.45708787,14.77186764,0.000437505
bio_4.Erysimeae.CID_OUV,10,-3.629655633,-13.6959867,14.58142355,34.5926446,16.90742437,0.000150402
bio_4.Erysimeae.CID_OUM,10,-1.740352532,-13.65503255,16.48608304,30.8140384,13.12881817,0.000994871
bio_4.Erysimeae.CID_OUMV,11,-1.655180149,-13.56438403,16.49616263,34.41380857,16.72858834,0.00016447
bio_4.Erysimeae.HYB_BMV,11,-4.286305639,-13.64764899,13.94874697,39.67605955,21.99083933,1.18E-05
bio_4.Erysimeae.HYB_OUV,12,-1.714649354,-13.65877096,16.56159082,38.57215585,20.88693562,2.06E-05
bio_4.Erysimeae.HYB_OUM,12,-1.726495196,-13.67461633,16.49574572,38.59584754,20.91062731,2.03E-05
bio_4.Erysimeae.HYB_OUMV,15,-1.727100335,-13.66143369,16.46037238,52.65420067,34.96898044,1.80E-08
bio_4.Euclidieae.CID_BM1,4,-4.733050229,-11.75235793,11.54560304,19.96610046,16.94127344,0.000133572
bio_4.Euclidieae.CID_OU1,5,0.463715329,-11.71014896,16.69395279,13.07256934,10.04774232,0.004193976
bio_4.Euclidieae.CD_BMV,5,4.097604007,-11.87725914,17.50014367,5.804791986,2.779964965,0.158782921
bio_4.Euclidieae.CD_OUV,6,7.48758649,-11.80574517,23.42608215,3.02482702,0,0.637478452
bio_4.Euclidieae.CD_OUM,6,2.093803531,-11.69327542,18.21734704,13.81239294,10.78756592,0.002897179
bio_4.Euclidieae.CD_OUMV,7,8.618439321,-11.73455767,24.35583517,5.378505973,2.353678953,0.196503649
bio_4.Euclidieae.CID_BMV,9,4.122404166,-11.99586193,18.096413,26.11882803,23.09400101,6.16E-06
bio_4.Euclidieae.CID_OUV,10,7.512003765,-11.76236287,23.61014274,26.97599247,23.95116545,4.01E-06
bio_4.Euclidieae.CID_OUM,10,1.666042214,-11.74564713,17.68423358,38.66791557,35.64308855,1.16E-08
bio_4.Euclidieae.CID_OUMV,11,8.025696057,-11.82385923,23.49965005,35.28194122,32.2571142,6.31E-08
bio_4.Euclidieae.HYB_BMV,11,4.131761366,-12.03215338,17.80104299,43.0698106,40.04498358,1.28E-09
bio_4.Euclidieae.HYB_OUV,12,6.997001135,-11.79979028,22.3020734,49.00599773,45.98117071,6.60E-11
bio_4.Euclidieae.HYB_OUM,12,1.561547757,-11.722994,17.42729483,59.87690449,56.85207747,2.88E-13
bio_4.Euclidieae.HYB_OUMV,15,8.125167604,-11.73276523,23.19165628,109.7496648,106.7248378,4.26E-24
bio_4.Eumalvoideae.CID_BM1,4,-69.68080381,-45.09435935,-20.08386355,147.8377981,21.51259605,1.34E-05
bio_4.Eumalvoideae.CID_OU1,5,-69.15635994,-45.07041958,-19.61888312,149.0356114,22.71040941,7.35E-06
bio_4.Eumalvoideae.CD_BMV,5,-65.6504798,-45.50469964,-29.65131391,142.0238512,15.69864913,0.000244696
bio_4.Eumalvoideae.CD_OUV,6,-56.6504059,-45.34609963,-7.153313019,126.325202,0,0.627402131
bio_4.Eumalvoideae.CD_OUM,6,-58.0247661,-45.16371887,-8.249837836,129.0739224,2.748720404,0.158733626
bio_4.Eumalvoideae.CD_OUMV,7,-56.57029159,-45.21330629,-6.795421333,128.5232992,2.198097199,0.209042816
bio_4.Eumalvoideae.CID_BMV,9,-66.50785945,-53.00284915,-11.08337672,153.2941999,26.96899787,8.74E-07
bio_4.Eumalvoideae.CID_OUV,10,-56.7900676,-45.58974777,-7.048086883,136.400648,10.07544597,0.004070902
bio_4.Eumalvoideae.CID_OUM,10,-72.16425329,-48.57829277,-19.09270162,167.1490194,40.82381737,8.57E-10
bio_4.Eumalvoideae.CID_OUMV,11,-58.63400652,-48.71075039,-5.148606286,142.6965845,16.37138244,0.000174802
bio_4.Eumalvoideae.HYB_BMV,11,-64.65988625,-47.21857158,-13.17325475,154.7483439,28.42314188,4.22E-07
bio_4.Eumalvoideae.HYB_OUV,12,-56.86646387,-45.90501886,-6.676170569,141.8381909,15.51298887,0.000268499
bio_4.Eumalvoideae.HYB_OUM,12,-58.91827022,-46.22600588,-10.26078144,145.9418036,19.61660156,3.45E-05
bio_4.Eumalvoideae.HYB_OUMV,15,-56.4307849,-48.85313395,-2.532372419,149.4369123,23.11171022,6.01E-06
bio_4.Gesneriaceae.CID_BM1,4,27.15956379,-27.35154871,58.94878477,-46.13479578,0,0.885932037
bio_4.Gesneriaceae.CID_OU1,5,25.69724424,-27.36872009,57.51613261,-41.1167107,5.018085086,0.072067105
bio_4.Gesneriaceae.CD_BMV,5,24.42143324,-28.87402749,55.35371731,-38.5650887,7.569707085,0.020121456
bio_4.Gesneriaceae.CD_OUV,6,25.48062966,-27.33148004,57.27486798,-38.57056165,7.564234133,0.020176593
bio_4.Gesneriaceae.CD_OUM,6,21.00062264,-27.48610265,52.65995643,-29.61054761,16.52424818,0.000228668
bio_4.Gesneriaceae.CD_OUMV,7,20.69739605,-27.57678653,52.38452196,-26.87142762,19.26336816,5.81E-05
bio_4.Gesneriaceae.CID_BMV,9,25.94074711,-28.72549541,57.95094881,-33.03243761,13.10235817,0.001265492
bio_4.Gesneriaceae.CID_OUV,10,24.82862205,-28.69230215,57.03156005,-28.61459007,17.52020571,0.000138975
bio_4.Gesneriaceae.CID_OUM,10,18.99506236,-27.35560317,50.83105985,-16.9474707,29.18732508,4.07E-07
bio_4.Gesneriaceae.CID_OUMV,11,21.7850631,-27.28666543,53.51621476,-20.31298334,25.82181244,2.19E-06
bio_4.Gesneriaceae.HYB_BMV,11,18.94280808,-27.62479612,49.91474695,-14.62847331,31.50632247,1.28E-07
bio_4.Gesneriaceae.HYB_OUV,12,22.09704631,-27.65021363,53.25042183,-18.70126966,27.43352612,9.78E-07
bio_4.Gesneriaceae.HYB_OUM,12,20.56299392,-27.38065269,52.09145387,-15.63316488,30.50163091,2.11E-07
bio_4.Gesneriaceae.HYB_OUMV,15,27.57013793,-28.9221085,60.54067703,-22.81017878,23.324617,7.63E-06
bio_4.Grewioideae.CID_BM1,4,-32.48842306,-23.06054243,-5.015643443,73.58290672,15.71574496,0.000195932
bio_4.Grewioideae.CID_OU1,5,-24.24548532,-22.94213002,3.249223708,59.41404757,1.546885815,0.233794794
bio_4.Grewioideae.CD_BMV,5,-31.43213688,-22.96574204,-3.851584949,73.78735068,15.92018892,0.000176893
bio_4.Grewioideae.CD_OUV,6,-24.07303804,-22.91387521,3.43174564,61.45857609,3.59141433,0.084114547
bio_4.Grewioideae.CD_OUM,6,-22.27733088,-22.96412847,5.108764592,57.86716175,0,0.506683571
bio_4.Grewioideae.CD_OUMV,7,-22.12434613,-22.98958044,5.154614928,60.02647003,2.159308274,0.172126996
bio_4.Grewioideae.CID_BMV,9,-31.49339297,-22.97502498,-3.721785976,83.93760561,26.07044385,1.11E-06
bio_4.Grewioideae.CID_OUV,10,-24.14615328,-22.9782268,3.330328169,71.95897323,14.09181148,0.000441305
bio_4.Grewioideae.CID_OUM,10,-22.4763994,-24.31256044,5.115900555,68.61946547,10.75230371,0.002343709
bio_4.Grewioideae.CID_OUMV,11,-27.00419482,-26.52430898,3.918034397,80.48296592,22.61580416,6.22E-06
bio_4.Grewioideae.HYB_BMV,11,-31.63705543,-23.75302123,-3.833927983,89.74868714,31.88152538,6.05E-08
bio_4.Grewioideae.HYB_OUV,12,-24.49189064,-23.39708198,2.253895929,78.36309162,20.49592986,1.80E-05
bio_4.Grewioideae.HYB_OUM,12,-22.80640828,-23.57134574,4.784494109,74.9921269,17.12496515,9.68E-05
bio_4.Grewioideae.HYB_OUMV,15,-25.42256193,-24.22406802,2.090355598,89.57239659,31.70523484,6.61E-08
bio_4.Heliophileae.CID_BM1,4,25.17080606,-17.75873818,47.51030209,-41.09161212,0.401172014,0.333399661
bio_4.Heliophileae.CID_OU1,5,26.714134,-18.01577915,49.06333226,-41.49278413,0,0.407453966
bio_4.Heliophileae.CD_BMV,5,25.24228575,-17.74786817,47.38690141,-38.54908763,2.943696505,0.093511059
bio_4.Heliophileae.CD_OUV,6,24.78113405,-18.01481686,47.11681994,-34.7622681,6.730516032,0.014078798
bio_4.Heliophileae.CD_OUM,6,27.12701274,-18.01595451,49.27288003,-39.45402548,2.038758657,0.14701706
bio_4.Heliophileae.CD_OUMV,7,25.10567495,-18.00686213,47.47213203,-32.34928093,9.1435032,0.004213006
bio_4.Heliophileae.CID_BMV,9,25.0413698,-18.18344763,47.64618657,-25.41607292,16.07671121,0.000131542
bio_4.Heliophileae.CID_OUV,10,24.99824257,-18.09709363,47.39190546,-21.53494668,19.95783745,1.89E-05
bio_4.Heliophileae.CID_OUM,10,27.1870602,-17.85955486,49.64911911,-25.91258193,15.5802022,0.000168609
bio_4.Heliophileae.CID_OUMV,11,24.90391162,-18.0554166,47.10975424,-17.24782324,24.24496089,2.21E-06
bio_4.Heliophileae.HYB_BMV,11,24.8843499,-18.13578039,47.36856671,-17.2086998,24.28408433,2.17E-06
bio_4.Heliophileae.HYB_OUV,12,26.56553565,-18.0342081,48.68995528,-16.1310713,25.36171283,1.27E-06
bio_4.Heliophileae.HYB_OUM,12,26.88982123,-18.01947452,48.83365015,-16.77964246,24.71314167,1.75E-06
bio_4.Heliophileae.HYB_OUMV,15,26.89732235,-18.0210205,48.7696028,-0.937501847,40.55528229,6.36E-10
bio_4.Hypericum.CID_BM1,4,3.407916464,-12.82675196,20.79674854,1.850833739,15.3681959,0.000222618
bio_4.Hypericum.CID_OU1,5,3.39014177,-12.82889075,20.80080447,4.236665613,17.75402777,6.75E-05
bio_4.Hypericum.CD_BMV,5,12.26715566,-13.8066507,28.37950431,-13.51736216,0,0.483862608
bio_4.Hypericum.CD_OUV,6,13.33322572,-24.52462435,27.29771489,-13.21817558,0.29918658,0.416633821
bio_4.Hypericum.CD_OUM,6,3.258415821,-12.84928807,20.64455585,6.93144422,20.44880638,1.76E-05
bio_4.Hypericum.CD_OUMV,7,13.10521488,-13.63928077,29.29845222,-10.24551748,3.271844684,0.094243198
bio_4.Hypericum.CID_BMV,9,12.45242153,-13.77266277,29.70356822,-3.632115778,9.885246382,0.003452773
bio_4.Hypericum.CID_OUV,10,12.55588172,-51.06107219,26.36807454,-1.037689365,12.47967279,0.000943617
bio_4.Hypericum.CID_OUM,10,5.069062319,-13.64775762,21.59493209,13.93594944,27.4533116,5.29E-07
bio_4.Hypericum.CID_OUMV,11,12.85959653,-14.03694027,29.01266792,1.261939016,14.77930118,0.000298839
bio_4.Hypericum.HYB_BMV,11,12.52198365,-13.66434517,28.61494096,1.937164774,15.45452693,0.000213213
bio_4.Hypericum.HYB_OUV,12,12.43497505,-13.85099536,28.85706095,5.130049908,18.64741207,4.32E-05
bio_4.Hypericum.HYB_OUM,12,5.210301468,-13.69447898,23.89580228,19.57939706,33.09675922,3.15E-08
bio_4.Hypericum.HYB_OUMV,15,12.81474993,-49.39804611,26.12947336,14.1664185,27.68378066,4.71E-07
bio_4.Lepidieae.CID_BM1,4,-84.30462052,-60.49515403,-19.36760629,177.1974763,40.74647254,6.94E-10
bio_4.Lepidieae.CID_OU1,5,-62.89164836,-60.4889999,1.772842792,136.6788191,0.22781532,0.436508344
bio_4.Lepidieae.CD_BMV,5,-77.31681515,-60.53159178,-12.20096141,165.5291527,29.0781489,2.37E-07
bio_4.Lepidieae.CD_OUV,6,-64.11124749,-59.55386171,-0.201266397,141.4952223,5.044218462,0.039275697
bio_4.Lepidieae.CD_OUM,6,-61.58913826,-60.06957643,2.454768369,136.4510038,0,0.489172482
bio_4.Lepidieae.CD_OUMV,7,-63.03548996,-60.11571478,1.331001082,141.7940568,5.343053045,0.033824609
bio_4.Lepidieae.CID_BMV,9,-83.38068217,-60.05991061,-19.27344402,187.6185072,51.1675034,3.79E-12
bio_4.Lepidieae.CID_OUV,10,-62.75945815,-59.95159124,1.409177829,149.0673034,12.61629961,0.000890979
bio_4.Lepidieae.CID_OUM,10,-65.41391796,-60.46843602,-0.960417174,154.376223,17.92521922,6.27E-05
bio_4.Lepidieae.CID_OUMV,11,-62.58889934,-59.94611697,1.62947838,151.5056675,15.05466373,0.000263259
bio_4.Lepidieae.HYB_BMV,11,-74.77939406,-66.61822422,-3.232277876,175.886657,39.43565318,1.34E-09
bio_4.Lepidieae.HYB_OUV,12,-66.22784092,-60.17222731,-1.929880487,161.6556818,25.20467805,1.65E-06
bio_4.Lepidieae.HYB_OUM,12,-73.84572883,-59.7979117,-9.856054914,176.8914577,40.44045387,8.09E-10
bio_4.Lepidieae.HYB_OUMV,15,-64.68571799,-59.85308647,-0.505461681,167.7924886,31.34148481,7.65E-08
bio_4.Lupinus.CID_BM1,4,-27.97671058,-35.7214506,12.26204352,64.43534888,17.58298022,8.47E-05
bio_4.Lupinus.CID_OU1,5,-26.06597189,-35.72450907,14.15105601,62.8636511,16.01128244,0.000185755
bio_4.Lupinus.CD_BMV,5,-18.06033067,-35.78401462,22.29424353,46.85236866,0,0.556859398
bio_4.Lupinus.CD_OUV,6,-17.17890443,-43.63298888,30.9751905,47.39484589,0.542477232,0.424568842
bio_4.Lupinus.CD_OUM,6,-25.83481727,-36.16615525,14.75839456,64.70667157,17.85430292,7.39E-05
bio_4.Lupinus.CD_OUMV,7,-19.14955559,-37.67535409,15.32294556,53.69911117,6.846742515,0.018154919
bio_4.Lupinus.CID_BMV,9,-27.91090063,-35.67985738,12.47874007,76.12949357,29.27712491,2.45E-07
bio_4.Lupinus.CID_OUV,10,-25.95815943,-35.64471686,14.26268897,74.77346172,27.92109306,4.82E-07
bio_4.Lupinus.CID_OUM,10,-26.05729014,-35.6826676,14.20325199,74.97172314,28.11935448,4.36E-07
bio_4.Lupinus.CID_OUMV,11,-26.18536538,-35.69438405,14.03923194,77.84441497,30.99204631,1.04E-07
bio_4.Lupinus.HYB_BMV,11,-27.39395732,-50.31227291,21.19516164,80.26159884,33.40923019,3.10E-08
bio_4.Lupinus.HYB_OUV,12,-18.32868533,-35.75361624,21.88297105,64.81737066,17.965002,6.99E-05
bio_4.Lupinus.HYB_OUM,12,-25.96857679,-35.89277862,14.5328646,80.09715358,33.24478492,3.36E-08
bio_4.Lupinus.HYB_OUMV,15,-18.09836093,-36.29437793,25.91494944,72.86338852,26.01101987,1.25E-06
bio_4.Lysimachieae.CID_BM1,4,-24.89369577,-35.93443233,15.55958585,58.30687206,10.653396,0.004276582
bio_4.Lysimachieae.CID_OU1,5,-24.84031489,-35.88685698,15.58905762,60.47010347,12.81662741,0.001449964
bio_4.Lysimachieae.CD_BMV,5,-18.43200119,-36.53505264,22.15095159,47.65347606,0,0.879938598
bio_4.Lysimachieae.CD_OUV,6,-20.47062934,-36.70767135,20.03537959,54.06125868,6.407782618,0.035728933
bio_4.Lysimachieae.CD_OUM,6,-24.93632792,-36.30457981,15.60723523,62.99265584,15.33917978,0.000410763
bio_4.Lysimachieae.CD_OUMV,7,-18.59585769,-36.74466996,21.97241893,52.70522889,5.051752832,0.070384686
bio_4.Lysimachieae.CID_BMV,9,-18.55422984,-37.57871381,22.40827921,57.60845969,9.954983627,0.006063943
bio_4.Lysimachieae.CID_OUV,10,-19.00379968,-36.65331483,21.90710545,61.1061909,13.45271484,0.001054951
bio_4.Lysimachieae.CID_OUM,10,-26.46215296,-37.45932587,15.55711305,76.02289747,28.36942141,6.08E-07
bio_4.Lysimachieae.CID_OUMV,11,-19.64791895,-41.0406408,24.7168284,65.06726646,17.4137904,0.000145578
bio_4.Lysimachieae.HYB_BMV,11,-18.47774187,-36.5853285,22.0787256,62.72691231,15.07343625,0.000469134
bio_4.Lysimachieae.HYB_OUV,12,-18.92879774,-36.5447004,21.59488553,66.37933461,18.72585855,7.55E-05
bio_4.Lysimachieae.HYB_OUM,12,-25.02859986,-36.0494667,15.64671255,78.57893885,30.92546279,1.69E-07
bio_4.Lysimachieae.HYB_OUMV,15,-19.48096102,-40.85553735,25.90570902,76.23464932,28.58117326,5.47E-07
bio_4.Onagraceae.CID_BM1,4,-191.0768263,-96.87334,-89.76088158,390.3306438,139.6904521,3.38E-31
bio_4.Onagraceae.CID_OU1,5,-152.4559559,-97.16593801,-51.14053649,315.1785786,64.53838682,7.06E-15
bio_4.Onagraceae.CD_BMV,5,-174.8053563,-97.81507068,-73.0683575,359.8773792,109.2371874,1.39E-24
bio_4.Onagraceae.CD_OUV,6,-147.0664323,-97.15201832,-45.63534696,306.5078645,55.86767277,5.39E-13
bio_4.Onagraceae.CD_OUM,6,-183.2854562,-97.98365276,-80.90912124,378.9459123,128.3057206,1.00E-28
bio_4.Onagraceae.CD_OUMV,7,-144.4946083,-98.12688689,-42.98479251,303.4914588,52.85126708,2.43E-12
bio_4.Onagraceae.CID_BMV,9,-159.0646441,-85.34604817,-69.21147532,336.9437679,86.30357612,1.33E-19
bio_4.Onagraceae.CID_OUV,10,-118.6553207,-104.3914454,-11.2492531,258.3106413,7.670449607,0.015750871
bio_4.Onagraceae.CID_OUM,10,-136.5152799,-85.28462916,-47.25833718,294.0305597,43.39036798,2.76E-10
bio_4.Onagraceae.CID_OUMV,11,-134.561476,-100.2667317,-26.3312927,292.3284314,41.68823968,6.46E-10
bio_4.Onagraceae.HYB_BMV,11,-138.2449964,-84.56321938,-49.66358416,299.6954722,49.05528042,1.62E-11
bio_4.Onagraceae.HYB_OUV,12,-112.6044995,-84.68529495,-23.81923822,250.6401917,0,0.729325755
bio_4.Onagraceae.HYB_OUM,12,-168.7544542,-84.08172021,-80.93826309,362.940101,112.2999092,3.00E-25
bio_4.Onagraceae.HYB_OUMV,15,-110.2549743,-84.69226212,-21.53450457,252.7425067,2.102314966,0.254923373
bio_4.Orobanchaceae.CID_BM1,4,-49.60099064,-48.81812816,3.717654955,107.7214618,16.51704462,0.000108392
bio_4.Orobanchaceae.CID_OU1,5,-40.20747174,-48.96668199,13.10262525,91.20441717,0,0.418435352
bio_4.Orobanchaceae.CD_BMV,5,-47.14005765,-48.62510082,6.125823556,105.069589,13.86517181,0.000408173
bio_4.Orobanchaceae.CD_OUV,6,-39.19172928,-48.65079756,14.3867635,91.50345856,0.299041384,0.36032331
bio_4.Orobanchaceae.CD_OUM,6,-39.69712144,-48.48659957,13.33728103,92.51424288,1.309825704,0.217371865
bio_4.Orobanchaceae.CD_OUMV,7,-45.58036111,-48.60837232,7.70289866,106.6742357,15.46981855,0.000182978
bio_4.Orobanchaceae.CID_BMV,9,-49.59078641,-48.95584878,3.733426017,119.6815728,28.47715565,2.74E-07
bio_4.Orobanchaceae.CID_OUV,10,-39.4917628,-48.88631739,13.99310233,102.0821171,10.87769997,0.001817883
bio_4.Orobanchaceae.CID_OUM,10,-40.17363416,-48.65165703,12.84045415,103.4458599,12.2414427,0.000919248
bio_4.Orobanchaceae.CID_OUMV,11,-40.10164074,-48.51850465,12.88963512,105.9747101,14.77029288,0.000259597
bio_4.Orobanchaceae.HYB_BMV,11,-47.38556902,-49.16783257,6.045307529,120.5425666,29.33814945,1.78E-07
bio_4.Orobanchaceae.HYB_OUV,12,-39.80477972,-49.07547194,13.61013243,108.1312986,16.92688141,8.83E-05
bio_4.Orobanchaceae.HYB_OUM,12,-39.86916636,-48.62103289,13.27617038,108.2600719,17.05565468,8.28E-05
bio_4.Orobanchaceae.HYB_OUMV,15,-39.41678009,-48.70175747,13.77707272,116.1062875,24.90187029,1.64E-06
bio_4.Panicoideae.CID_BM1,4,-651.2962314,-309.5598341,-342.0940422,1310.672623,515.5136994,1.03E-112
bio_4.Panicoideae.CID_OU1,5,-394.7886932,-309.5940552,-87.54079028,799.6978683,4.538944501,0.093350066
bio_4.Panicoideae.CD_BMV,5,-638.9889759,-312.6730275,-447.823983,1288.098434,492.93951,8.23E-108
bio_4.Panicoideae.CD_OUV,6,-425.9890366,-306.4672984,-117.2991438,864.1470872,68.9881634,9.44E-16
bio_4.Panicoideae.CD_OUM,6,-391.4949549,-305.1401956,-85.8635003,795.1589238,0,0.903095971
bio_4.Panicoideae.CD_OUMV,7,-396.0043258,-306.4025205,-88.06093734,806.234458,11.07553419,0.003553957
bio_4.Panicoideae.CID_BMV,9,-553.4198633,-333.4160062,-227.3572275,1125.204099,330.0451752,1.94E-72
bio_4.Panicoideae.CID_OUV,10,-406.3946234,-306.8519953,-83.91760267,833.2354943,38.07657049,4.87E-09
bio_4.Panicoideae.CID_OUM,10,-429.1852042,-310.6129311,-120.5827235,878.816656,83.65773215,6.16E-19
bio_4.Panicoideae.CID_OUMV,11,-408.4674845,-309.1854402,-98.64106216,839.4715544,44.31263064,2.15E-10
bio_4.Panicoideae.HYB_BMV,11,-573.0646138,-333.6197423,-239.3094677,1168.665813,373.5068891,7.08E-82
bio_4.Panicoideae.HYB_OUV,12,-409.2641721,-316.2585466,-89.99461365,843.1637822,48.00485836,3.40E-11
bio_4.Panicoideae.HYB_OUM,12,-425.4902026,-325.7637405,-99.04210837,875.6158431,80.45691933,3.05E-18
bio_4.Panicoideae.HYB_OUMV,15,-529.8964936,-305.4621825,-218.556173,1090.776594,295.6176699,5.80E-65
bio_4.Polemoniaceae.CID_BM1,4,-20.83810402,-61.49368783,45.230377,49.92312161,12.78361999,0.001019351
bio_4.Polemoniaceae.CID_OU1,5,-18.0619671,-61.45990405,47.95268972,46.49660501,9.357103386,0.005654348
bio_4.Polemoniaceae.CD_BMV,5,-20.62879107,-61.43213097,45.29743597,51.63025294,14.49075132,0.000434135
bio_4.Polemoniaceae.CD_OUV,6,-17.46195495,-61.40309431,48.49034532,47.44890989,10.30940827,0.003512305
bio_4.Polemoniaceae.CD_OUM,6,-12.79049343,-61.73049917,54.44883894,38.10598685,0.966485229,0.375303099
bio_4.Polemoniaceae.CD_OUMV,7,-11.21754955,-61.69506026,58.56942999,37.13950162,0,0.608487627
bio_4.Polemoniaceae.CID_BMV,9,-20.71055149,-61.57681274,45.35132481,60.56759979,23.42809817,4.98E-06
bio_4.Polemoniaceae.CID_OUV,10,-16.60503691,-62.57205581,39.43553629,54.62033024,17.48082862,9.74E-05
bio_4.Polemoniaceae.CID_OUM,10,-16.33071546,-66.44423278,57.26720697,54.07168733,16.93218571,0.000128078
bio_4.Polemoniaceae.CID_OUMV,11,-17.99223434,-61.41463737,47.97702756,59.68769448,22.54819286,7.73E-06
bio_4.Polemoniaceae.HYB_BMV,11,-20.85478954,-61.74056788,45.51344435,65.41280488,28.27330326,4.41E-07
bio_4.Polemoniaceae.HYB_OUV,12,-16.66769727,-61.90343724,48.15638305,59.36136856,22.22186694,9.10E-06
bio_4.Polemoniaceae.HYB_OUM,12,-10.29225893,-61.68982925,62.38329703,46.61049188,9.470990258,0.005341366
bio_4.Polemoniaceae.HYB_OUMV,15,-17.60471783,-63.72008222,51.94068977,68.3882436,31.24874198,9.97E-08
bio_4.Pooideae.CID_BM1,4,-647.5930283,-272.1514218,-371.9134342,1303.242875,416.8564322,3.02E-91
bio_4.Pooideae.CID_OU1,5,-464.8543966,-272.1476811,-188.6692576,939.7941417,53.40769904,2.52E-12
bio_4.Pooideae.CD_BMV,5,-629.5463548,-271.8588364,-352.9858861,1269.178058,382.7916155,7.53E-84
bio_4.Pooideae.CD_OUV,6,-443.4480983,-272.2210411,-168.2361227,899.0158547,12.629412,0.001806214
bio_4.Pooideae.CD_OUM,6,-463.6305844,-270.8913575,-188.6923501,939.3808269,52.99438419,3.10E-12
bio_4.Pooideae.CD_OUMV,7,-436.1133355,-271.2540186,-161.3633056,886.3864427,0,0.998185249
bio_4.Pooideae.CID_BMV,9,-645.5710058,-269.8907239,-371.9980055,1309.399522,423.0130797,1.39E-92
bio_4.Pooideae.CID_OUV,10,-477.8600378,-269.9553996,-204.0258458,976.0352619,89.6488192,3.41E-20
bio_4.Pooideae.CID_OUM,10,-472.7540459,-272.3440614,-196.846863,965.8232781,79.43683544,5.62E-18
bio_4.Pooideae.CID_OUMV,11,-463.7481927,-271.3586437,-188.6448292,949.8751515,63.4887088,1.63E-14
bio_4.Pooideae.HYB_BMV,11,-627.9436026,-269.9505685,-353.5170547,1278.265971,391.8795286,8.01E-86
bio_4.Pooideae.HYB_OUV,12,-442.6383552,-270.3596576,-167.876351,909.7249863,23.33854368,8.54E-06
bio_4.Pooideae.HYB_OUM,12,-479.2283225,-273.0587105,-202.7588152,982.904921,96.51847829,1.10E-21
bio_4.Pooideae.HYB_OUMV,15,-530.9518953,-278.0674903,-252.4636264,1092.596431,206.2099885,1.66E-45
bio_4.Primulaceae.CID_BM1,4,-59.47392067,-27.86249321,-27.15209482,127.241959,120.2813791,5.48E-27
bio_4.Primulaceae.CID_OU1,5,0.160314401,-27.74770058,32.45070473,10.12381564,3.163235732,0.148155258
bio_4.Primulaceae.CD_BMV,5,-57.18003508,-28.2671114,-21.94091863,124.8045146,117.8439347,1.85E-26
bio_4.Primulaceae.CD_OUV,6,0.29735659,-28.14219898,34.4140518,12.03215249,5.071572582,0.057059372
bio_4.Primulaceae.CD_OUM,6,2.833142881,-27.79017933,35.42231872,6.96057991,0,0.720451882
bio_4.Primulaceae.CD_OUMV,7,1.553808721,-27.69259733,33.75730017,11.73448782,4.773907911,0.066216169
bio_4.Primulaceae.CID_BMV,9,-57.5200016,-28.59185198,-23.18045294,134.414049,127.4534691,1.52E-28
bio_4.Primulaceae.CID_OUV,10,-0.590996394,-28.17979563,31.75727429,22.87430048,15.91372057,0.000252339
bio_4.Primulaceae.CID_OUM,10,2.754715019,-27.85240833,35.10015937,16.18287766,9.222297745,0.007161574
bio_4.Primulaceae.CID_OUMV,11,-1.204646069,-27.93100444,31.0487245,26.45580377,19.49522386,4.21E-05
bio_4.Primulaceae.HYB_BMV,11,-57.31964649,-28.45721244,-22.17421214,138.6858046,131.7252247,1.79E-29
bio_4.Primulaceae.HYB_OUV,12,0.135435936,-27.89520977,32.4909274,26.16662813,19.20604822,4.86E-05
bio_4.Primulaceae.HYB_OUM,12,2.668635924,-28.09799598,35.06999832,21.10022815,14.13964824,0.00061266
bio_4.Primulaceae.HYB_OUMV,15,-13.93198424,-29.50992992,-14.44793761,61.70396847,54.74338856,9.34E-13
bio_4.Rubieae.CID_BM1,4,-55.07173187,-50.99233766,0.337824497,118.5645164,73.61685563,8.02E-17
bio_4.Rubieae.CID_OU1,5,-29.20318156,-51.05703736,-96.56976554,69.04466098,24.09700025,4.54E-06
bio_4.Rubieae.CD_BMV,5,-43.07247276,-51.72378644,13.2480823,96.78324339,51.83558266,4.30E-12
bio_4.Rubieae.CD_OUV,6,-16.02221746,-50.9385208,38.68525583,44.94766073,0,0.775635438
bio_4.Rubieae.CD_OUM,6,-29.0639777,-51.18668849,-96.56878186,71.0311812,26.08352047,1.68E-06
bio_4.Rubieae.CD_OUMV,7,-16.10678691,-51.06973376,38.62828459,47.43096513,2.483304398,0.224086114
bio_4.Rubieae.CID_BMV,9,-55.04316858,-51.83552993,1.137451139,130.0863372,85.13867643,2.52E-19
bio_4.Rubieae.CID_OUV,10,-19.45580224,-51.02017977,36.15581869,61.38351459,16.43585386,0.000209246
bio_4.Rubieae.CID_OUM,10,-22.95270638,-50.9022108,32.45374629,68.37732286,23.42966213,6.34E-06
bio_4.Rubieae.CID_OUMV,11,-23.04638549,-50.19539353,31.61865001,71.09277098,26.14511024,1.63E-06
bio_4.Rubieae.HYB_BMV,11,-44.49844482,-52.25957238,9.232646587,113.9968896,69.0492289,7.87E-16
bio_4.Rubieae.HYB_OUV,12,-18.23565056,-50.94564752,37.39423992,64.05750801,19.10984727,5.50E-05
bio_4.Rubieae.HYB_OUM,12,-26.43140953,-51.75451035,28.43177355,80.44902596,35.50136523,1.52E-08
